player_name,CH_pfx_x,CU_pfx_x,FF_pfx_x,SI_pfx_x,SL_pfx_x,CH_pfx_z,CU_pfx_z,FF_pfx_z,SI_pfx_z,SL_pfx_z,CH_release_pos_x,CU_release_pos_x,FF_release_pos_x,SI_release_pos_x,SL_release_pos_x,CH_release_pos_z,CU_release_pos_z,FF_release_pos_z,SI_release_pos_z,SL_release_pos_z,CH_release_speed,CU_release_speed,FF_release_speed,SI_release_speed,SL_release_speed,CH_release_spin_rate,CU_release_spin_rate,FF_release_spin_rate,SI_release_spin_rate,SL_release_spin_rate,mlbAM_ID,FC_pfx_x,FC_pfx_z,FC_release_pos_x,FC_release_pos_z,FC_release_speed,FC_release_spin_rate,,Year
"Thielbar, Caleb",0.33,-0.8155,0.228450185,-1.205157895,1.32,-1.369888889,1.607878229,0.106526316,0.923333333,0.288444444,0.533560886,0.753368421,6.076666667,6.070888889,6.033228782,5.928473684,82.36666667,71.84666667,91.31088561,80.21868421,2167.333333,2382.782123,2309.389299,2379.886544,573204,,,,,,,,,,,,,,2021
"Thompson, Zach",-1.131052632,0.315693069,-0.205696594,,0.428157895,-0.813564356,1.258204334,,-1.284210526,-1.265940594,-1.166934985,,6.428026316,6.494207921,6.56993808,,85.38881579,77.2009901,92.15696594,,1739.697368,2266.539604,2408.557276,,605507,-0.953877551,0.590612245,-1.235,6.530408163,92.1,2208.683673,0.314844869,0.453054893,-1.289546539,6.486873508,87.0627685,2544.565632,,2021
"Treinen, Blake",-1.2,,-0.953292683,1.107916667,0.33,,1.091707317,-0.052135417,-3.17,,-3.104756098,-3.125859375,6.17,,6.210243902,6.361979167,90,,97.72317073,86.42421875,1367,,2418.560976,2415.036554,595014,-1.5043,0.489433333,-2.9886,6.2745,97.38766667,2231.097643,0.02902439,0.693932927,-3.089817073,6.337317073,93.30060976,2479.858896,,2021
"Trivino, Lou",-1.340958904,1.109777778,-0.679646302,,0.055753425,-0.655851852,1.223022508,,-1.483219178,-1.345111111,-1.497395498,,5.864863014,6.083481481,5.891543408,,87.30684932,77.81111111,95.64501608,,1676.393103,2382.320896,2008.183607,,642152,-1.386311688,0.803246753,-1.494987013,5.878831169,95.9187013,2006.096606,-0.2244,0.7709,-1.5601,5.9877,92.9175,2248.663212,,2021
"Underwood Jr., Duane",-1.212149533,0.707542662,-0.699929412,0.463333333,0.615732087,-0.924197952,1.291411765,0.157777778,-2.133302181,-2.096587031,-2.034917647,-2.161111111,6.13576324,6.203890785,6.190729412,6.092222222,87.7894081,80.64812287,94.08635294,85.23333333,1608.654206,2388.320819,2170.16,2278.666667,621249,-1.18487395,0.902436975,-1.994453782,6.17092437,93.28319328,2031.05042,-0.067,0.797,-2.234,6.127,90.05,2139.8,,2021
"Ureña, José",-1.118181818,,-0.746617647,0.172230769,0.786060606,,1.168419118,0.497717949,-1.898874459,,-1.746580882,-1.863666667,5.864545455,,5.897610294,5.944,89.83766234,,94.24411765,85.26974359,1675.350649,,2113.143382,2269.922879,570632,-1.322319202,0.599700748,-1.845124688,5.897817955,93.83778055,2145.704261,,,,,,,,2021
"Urías, Julio",1.215196687,,0.313051225,,0.602732919,,1.443259094,,1.68679089,,1.578195991,,5.947826087,,6.115278396,,86.80890269,,94.07757981,,1921.097308,,2499.03712,,628711,0.85,1.435,2.845,5.715,94.65,2481,,,,,,,,2021
"Urquidy, José",-1.292222222,0.736416667,-0.652645089,1.129591195,0.896599327,-1.109166667,1.6140625,0.135220126,-1.406195286,-1.7035,-1.312857143,-2.097389937,6.174040404,6.13625,6.448560268,5.894716981,84.41380471,77.24166667,92.52589286,79.30849057,1912.707071,2570.591667,2212.816964,2486.559748,664353,,,,,,,,,,,,,,2021
"Valdez, Framber",1.080357143,-1.127065217,0.41847619,,0.122619048,-1.274937888,0.841714286,,1.187857143,1.144409938,1.112761905,,5.898293651,5.886350932,5.977047619,,87.53174603,77.92034161,92.10190476,,1498.123016,2872.642857,2182.580952,,664285,1.083067034,0.41046832,1.106960514,5.960477502,92.47961433,2171.199078,,,,,,,,2021
"Velasquez, Vince",-1.03093633,0.48604811,-0.304050343,0.578423237,0.624756554,-0.908934708,1.526475973,0.256182573,-1.525243446,-1.448762887,-1.427437071,-1.477302905,5.677977528,5.814123711,5.771784897,5.760746888,88.92322097,82.01168385,93.19416476,84.97634855,1563.883895,2444.446735,2370.346682,2441.697095,592826,-1.021558442,1.127922078,-1.447402597,5.685454545,91.98311688,2184.623377,,,,,,,,2021
"Voth, Austin",-0.836666667,1.218161765,-0.436655684,,0.92,-0.890367647,1.43907743,,-2.61,-2.534669118,-2.394530478,,5.776666667,5.833235294,5.91324547,,88.2,78.64411765,94.15733114,,1898,2991.372694,2357.996705,,608723,,,,,,,0.280647482,0.608561151,-2.480791367,5.855683453,90.18417266,2423.503597,,2021
"Wacha, Michael",-1.14837931,0.943709677,-0.568815233,,0.802155172,-0.73983871,1.55425952,,-1.485637931,-1.675564516,-1.465458392,,6.487896552,6.473225806,6.505021157,,86.92293103,76.24354839,93.76445698,,1553.683938,2190.75,2090.680339,,608379,-1.071714286,1.259142857,-1.598285714,6.433,94.05571429,2072.157143,0.184786151,0.813828921,-1.693177189,6.357454175,89.11120163,2066.104082,,2021
"Wainwright, Adam",-1.153418367,1.382030948,-0.160034602,,0.643826531,-1.227882012,1.217647059,,-1.333469388,-1.175077369,-1.167647059,,6.221887755,6.368810445,6.273598616,,82.74081633,73.47601547,89.02422145,,1714.687179,2839.100292,2227.562937,,425794,-1.061531323,1.023294664,-1.206972158,6.214965197,89.05580046,2229.295006,0.52958457,0.540712166,-1.18462908,6.30495549,84.94035608,2408.166667,,2021
"Walker, Taijuan",-1.127342466,0.64657754,-0.787165006,0.386108007,0.561342466,-1.03486631,1.440232558,0.478528864,-2.003342466,-1.90828877,-1.812591362,-1.929553073,6.237863014,6.376363636,6.380941307,6.350856611,89.43589041,76.35775401,94.54053156,86.13184358,1516.46832,2356.128342,2093.512735,2415.365672,592836,-1.303550725,1.087101449,-1.832681159,6.326702899,93.65271739,2007.214936,0.103333333,0.733333333,-1.943333333,6.253333333,88.4,2401,,2021
"Weathers, Ryan",0.912131148,,1.013622857,-0.186518219,0.941557377,,1.169348571,0.449089069,1.871147541,,1.807222857,1.829817814,5.576229508,,5.662811429,5.679210526,86.59262295,,93.93462857,86.61012146,1659.188525,,2064.96,2212.076923,677960,1.259920635,1.166507937,1.659444444,5.612777778,93.66031746,2118.47619,,,,,,,,2021
"Weaver, Luke",-1.05012012,0.385238095,-0.613017493,0.296865672,0.885315315,-0.558095238,1.464081633,0.833432836,-1.004534535,-0.97,-0.961049563,-0.935820896,5.663003003,5.695714286,5.757317784,5.720597015,85.35105105,77.96666667,93.60976676,87.31791045,1725.677711,2364.714286,2457.602041,2383.134328,596133,-1.22,1.505,-0.93,5.715,92.4,2388,,,,,,,,2021
"Webb, Logan",-0.742988506,,-0.706146789,0.898729642,-0.416992337,,0.916055046,-0.146058632,-1.978429119,,-1.786651376,-1.93970684,5.05,,5.219541284,5.040993485,86.16877395,,93.15183486,82.43322476,1475.482558,,2132.62844,2687.504886,657277,-1.267906699,0.00812201,-1.794078947,5.167308612,92.78133971,1900.883069,-0.105833333,0.555,-1.916666667,5.225,91.17916667,2277.208333,,2021
"Wheeler, Zack",-1.156837607,0.81874269,-0.63745401,,0.831025641,-0.96254386,1.326166299,,-1.681623932,-1.683216374,-1.551272995,,5.553247863,5.632719298,5.68129507,,90.45128205,81.49619883,97.17601177,,1570.57265,2638.304094,2388.297496,,554430,-1.307798635,0.951211604,-1.624880546,5.5421843,96.68549488,2198.912969,0.193895131,0.488027466,-1.704219725,5.574706617,91.54931336,2391.24125,,2021
"Whitlock, Garrett",-1.406835443,,-0.91440367,0.363578947,0.279240506,,1.243486239,0.041894737,-1.764894515,,-1.600733945,-1.779315789,5.492953586,,5.548990826,5.511315789,83.11054852,,96.2559633,83.74421053,1909.84322,,2124.825688,1947.821053,676477,-1.333159609,0.965814332,-1.65776873,5.514364821,95.8485342,2096.864463,,,,,,,,2021
"Widener, Taylor",-1.292307692,0.38,-0.482855377,0.362701422,0.725384615,-0.13,1.27461063,-0.060995261,-2.462461538,-2.53,-2.4868356,-2.549336493,5.344461538,5.81,5.371075402,5.514881517,85.58564103,79,92.55438813,83.95545024,1713.446154,2224,2143.506188,2238.658768,642203,,,,,,,-0.58,1.45,-2.15,5.73,85.7,2000,,2021
"Williams, Trevor",-1.14124183,0.808992806,-0.32345895,0.54278481,0.455686275,-0.296546763,1.044899058,0.078132911,-2.06751634,-1.944172662,-2.023728129,-2.098544304,5.112745098,5.394460432,5.189959623,5.172911392,84.34901961,77.72661871,91.54804845,83.03132911,1771.071895,2238.503597,2221.092992,2238.278481,592866,-1.085752688,0.474086022,-2.11844086,5.056935484,89.19892473,1952.473118,,,,,,,,2021
"Wilson, Bryse",-1.105111111,1.389312977,-0.539663366,0.340526316,0.469288889,-0.272442748,1.198376238,0.393684211,-2.399244444,-2.51778626,-2.38350495,-2.693157895,5.447422222,5.32389313,5.537148515,5.39877193,86.83955556,77.0129771,93.04534653,86.00701754,1576.048889,2322.442748,2023.89901,2204.298246,669060,-1.256009174,0.780366972,-2.471743119,5.474587156,92.66697248,2000.495413,,,,,,,,2021
"Wittgren, Nick",-1.045617021,,-0.697719298,0.660648148,0.154723404,,1.257175439,0.084074074,-2.61212766,,-2.264614035,-2.397962963,5.547361702,,5.842245614,5.773611111,85.72042553,,92.46719298,83.64722222,1748.740426,,2055.699473,2367.509259,621295,-1.163333333,1.155,-2.271666667,5.778333333,92.31666667,2063,0.30989899,0.546161616,-2.437676768,5.59959596,88.21515152,2319.646465,,2021
"Wood, Alex",1.205403727,,,-0.327647908,0.109958592,,,-0.204834055,2.023768116,,,2.130620491,4.944761905,,,4.834415584,85.29937888,,,83.94343434,1661.741525,,,2116.623167,622072,1.333326791,0.964916585,2.000745829,4.962865554,91.76653582,2098.379242,,,,,,,,2021
"Woodford, Jake",-1.030144928,0.829862069,-0.392373541,0.970961538,0.806811594,-1.414827586,1.205953307,-0.176576923,-2.413043478,-2.311034483,-2.326809339,-2.602884615,5.669130435,5.77462069,5.723463035,5.618730769,85.14202899,76.33793103,92.13774319,82.15230769,1527.797101,2482.701389,2216.59144,2459.703846,663765,-1.075270588,0.775647059,-2.370517647,5.684917647,91.41670588,2018.216981,,,,,,,,2021
"Woodruff, Brandon",-1.222907268,0.377754237,-0.52875396,0.315352697,0.570401003,-1.018792373,1.387064414,-0.226721992,-1.516842105,-1.400847458,-1.425543823,-1.5406639,5.833007519,5.97184322,5.901837381,5.822033195,86.45864662,83.77055085,96.52249208,86.47095436,1906.077694,2643.995763,2356.38836,2552.79668,605540,-1.163209055,1.064647137,-1.452183755,5.913408788,96.24780293,2287.791722,,,,,,,,2021
"Yarbrough, Ryan",1.449067432,-1.289242762,0.74,,0.53625538,0.439710468,0.55375,,2.72071736,3.074142539,3.0975,,5.299626973,4.987260579,4.99625,,78.43816356,71.05167038,84.3375,,2026.581295,2269.658482,1999.375,,642232,1.18202381,0.956339286,2.564940476,5.600297619,86.40208333,1840.632836,-0.177214429,0.533206413,3.134629259,4.89006012,81.86432866,2116.388164,,2021
"Ynoa, Huascar",-1.183469388,,-0.682220544,0.203356643,0.797040816,,1.390619335,-0.333412587,-1.407142857,,-0.794728097,-1.470573427,6.213265306,,6.642673716,6.153636364,88.50102041,,96.468429,85.05398601,1784.479592,,2146.661631,2424.541259,660623,-1.378571429,1.224285714,-1.167142857,6.47,95.62857143,2093.142857,,,,,,,,2021
"Zimmermann, Bruce",1.36922807,-0.089591837,0.526158798,0.105458937,0.857192982,-0.504829932,1.351566524,0.250193237,1.045087719,0.688571429,0.686480687,0.703768116,6.009684211,6.235578231,6.272017167,6.173188406,84.44350877,81.88095238,91.43476395,86.10386473,1978.911661,2581.938356,2324.846652,2463.692683,669145,,,,,,,,,,,,,,2021
"Abreu, Bryan",-1.013333333,0.954554455,-0.52,-1.2675,0.676312217,1.026666667,-0.633861386,1.429293598,1,-0.220565611,-1.856666667,-2.043861386,-1.868057395,-2.055,-2.231696833,5.876666667,6.041683168,5.774966887,5.6375,5.732963801,89.73333333,84.47227723,97.19205298,95.975,88.38393665,1806,2944.158416,2310.359823,2478.5,2763.345455,650556,,,,,,,,2022
"Acevedo, Domingo",-1.504751131,,-1.136492891,-1.552222222,-0.600325444,0.28040724,,1.113981043,1.023333333,0.58535503,-1.965158371,,-1.872227488,-1.957777778,-2.17816568,5.532533937,,5.398459716,5.395555556,5.519378698,86.79321267,,93.02037915,92.22222222,86.48698225,1865.701357,,2119.575829,2157,2124.189349,642758,,,,,,,,2022
"Adon, Joan",-1.340487805,0.650071685,-0.887807351,-1.270217391,0.19625,0.617439024,-0.852759857,1.252648923,1.134130435,0.22,-2.710609756,-2.656200717,-2.520392902,-2.478913043,-2.58625,5.922073171,6.05609319,6.036717364,6.021086957,5.91125,87.42195122,79.73691756,94.98795944,94.88478261,86.225,1886.25,2263.050909,2186.127413,2144.326087,2061.25,672851,,,,,,,,2022
"Akin, Keegan",1.337318182,-0.868,0.896060127,,-0.425646067,0.740272727,-1.032,1.491170886,,0.116376404,2.288909091,2.338,2.23375,,2.372022472,5.814363636,5.818,6.062642405,,5.895955056,84.13909091,75.1,93.52863924,,85.32837079,1964.272727,2385.4,2255.291139,,2162.648876,669211,,,,,,,,2022
"Alcantara, Sandy",-1.39775419,0.201818182,-1.001286765,-1.471923551,0.028403361,0.311418994,-0.217272727,1.151446078,0.622564735,0.279733894,-2.06652514,-2.078181818,-2.111801471,-2.160628853,-2.092282913,6.067363128,5.99,6.044546569,6.03323058,6.055238095,91.77765363,86.16363636,97.96151961,97.78347719,89.98641457,2056.255056,2350.272727,2198.995092,2292.883951,2354.635854,645261,,,,,,,,2022
"Alexander, Jason",-1.415,,-1.154705882,-1.364696049,0.934089219,0.251703297,,0.948431373,0.096990881,0.157992565,-2.142692308,,-1.941764706,-2.370425532,-2.341524164,5.488901099,,5.698039216,5.369468085,5.39929368,81.45054945,,93.09411765,92.38647416,81.17620818,1805.707182,,2191,2062.463526,2511.568773,669920,,,,,,,,2022
"Alexander, Tyler",1.144618182,,0.636218487,1.219964664,-1.101818182,0.694327273,,1.490840336,1.067985866,0.035030303,1.936581818,,1.935294118,1.926819788,1.868181818,5.728036364,,5.761904762,5.706431095,5.816969697,82.79818182,,90.05294118,90.09469965,77.74363636,1529.745455,,2273.938375,2125.872792,2336.575758,641302,-0.314821002,0.770429594,1.980668258,5.689260143,85.48114558,2347.866348,,2022
"Anderson, Ian",-0.868355755,0.052433155,-0.493783784,,,0.820044843,-0.235187166,1.388981289,,,-1.670493274,-1.60540107,-1.499532225,,,6.250911809,6.218903743,6.244407484,,,88.18624813,81.71363636,93.98742204,,,1518.552553,1873.541779,1937.60625,,,666120,,,,,,,,2022
"Anderson, Tyler",1.109582822,-0.1646875,0.622369765,1.429836066,,0.749533742,-0.6921875,1.502247191,0.55989071,,1.815509202,1.65625,1.679080695,2.959289617,,6.197398773,6.26875,6.137385087,4.962568306,,79.03116564,73.203125,90.72257406,88.99562842,,1847.923926,2141.0625,2230.667007,2227.060109,,542881,-0.212469136,0.811375661,2.180740741,5.852610229,85.65608466,2420.873016,,2022
"Archer, Chris",-1.08391635,0.413510638,-0.531630094,,0.434520202,0.769277567,-0.489148936,1.549106583,,0.335744949,-1.644562738,-1.283617021,-1.247288401,,-1.390037879,6.171673004,6.40212766,6.213213166,,6.298888889,86.99087452,81.72978723,93.03087774,,88.73800505,1704.513308,2458.957447,2174.23511,,2464.443742,502042,,,,,,,,2022
"Armstrong, Shawn",,,-0.436059603,-1.291725067,0.842318841,,,1.331059603,0.951320755,-0.17173913,,,-2.016357616,-2.042479784,-1.885942029,,,5.88384106,5.825148248,6.013188406,,,95.33278146,95.57654987,86.12173913,,,2302.546358,2151.231806,2517.971014,542888,0.392433333,0.684633333,-1.9539,5.937633333,92.27233333,2460.983333,,2022
"Ashby, Aaron",1.234366925,-0.653404255,0.735,1.28088853,-0.791449814,0.270671835,-1.299574468,1.111774194,0.815864297,-0.254256506,0.755710594,0.760255319,0.524677419,0.564491115,0.713066914,6.262093023,6.298,6.431451613,6.38358643,6.260873606,89.14134367,79.69276596,95.46774194,95.67189015,83.50557621,1785.447028,2597.144681,2116.403226,2091.061489,2545.210428,676879,,,,,,,,2022
"Ashcraft, Graham",-1.133333333,,,-0.821452055,0.925434783,0.479166667,,,0.529863014,-0.252282609,-1.590833333,,,-1.512794521,-1.350086957,5.95,,,6.007835616,6.143978261,89.8,,,97.1739726,85.71413043,1775.75,,,2180.845921,2705.922551,668933,0.036383495,0.788980583,-1.178349515,6.31038835,97.24708738,2372.68,,2022
"Baker, Bryan",-1.193712871,,-0.202203647,,0.618842444,0.912871287,,1.491808511,,0.218810289,-0.704752475,,-0.661854103,,-0.702475884,6.535891089,,6.565425532,,6.543536977,83.98514851,,96.19316109,,87.33858521,1915.618812,,2334.522796,,2410.813505,641329,,,,,,,,2022
"Barlow, Scott",,1.350591398,-0.307288732,-0.925714286,0.674448598,,-0.731075269,0.99056338,0.905714286,-0.079570093,,-1.861370968,-1.954190141,-1.984285714,-2.131514019,,5.301935484,5.162464789,5.25,5.04282243,,78.58037634,93.58978873,93.08571429,84.12654206,,2512.33871,2394.802817,2252,2473.773832,605130,,,,,,,,2022
"Barria, Jaime",-1.148636364,,-0.453701923,-0.918266667,0.327760911,0.840454545,,1.388413462,1.296488889,0.461043643,-2.161558442,,-1.771634615,-1.720533333,-2.013567362,6.300649351,,6.545961538,6.545377778,6.487836812,85.01818182,,92.09326923,91.73511111,85.2971537,1611.304636,,2292.326923,2148.461883,2190.895636,642545,,,,,,,,2022
"Bassitt, Chris",-1.352857143,1.244264339,-0.458548813,-1.339886128,1.07608137,0.564114286,-1.141670823,1.137757256,0.781925466,0.068179872,-1.335542857,-0.83680798,-1.266965699,-1.198022774,-1.380985011,5.537714286,5.877531172,5.518865435,5.569389234,5.428415418,85.40628571,71.56359102,93.22559367,92.77505176,78.89593148,1823.545977,2330.301746,2191.031662,2117.621762,2331.286938,605135,0.211405622,0.723995984,-1.216987952,5.575200803,89.03574297,2262,,2022
"Beede, Tyler",-1.301024735,0.724552846,-0.916181102,-1.305564516,0.12195122,0.303038869,-1.033089431,1.085905512,0.755120968,0.223231707,-1.903674912,-1.803577236,-2.050866142,-1.644596774,-1.680609756,5.319787986,5.310569106,5.427086614,5.356330645,5.386097561,84.78551237,79.10813008,95.76062992,95.62379032,87.95365854,1616.578014,2060.195122,2080.925197,2126.862903,2068.256098,595881,,,,,,,,2022
"Berríos, José",-1.200095694,,-0.881986755,-1.384886686,,0.379521531,,1.208251656,0.870325779,,-2.949712919,,-2.764887417,-2.794065156,,5.270502392,,5.455523179,5.475708215,,84.63349282,,93.98384106,93.88271955,,1521.992806,,2240.830464,2115.864023,,621244,,,,,,,,2022
"Bieber, Shane",-1.075074627,0.828540856,-0.711070707,,0.233816254,0.534626866,-0.906673152,1.469232323,,0.19590106,-1.371940299,-1.258715953,-1.239191919,,-1.318315665,5.520298507,5.602626459,5.599616162,,5.567809187,86.35522388,82.0155642,91.25969697,,85.01012956,1557.179104,2196.680934,2205.873737,,2514.990566,669456,0.159252747,0.735978022,-1.390747253,5.557802198,86.8989011,2497.092308,,2022
"Blackburn, Paul",-1.094080717,0.692561404,-0.462794118,-1.070300501,1.170833333,0.606726457,-1.376631579,1.359509804,0.824691152,-0.844166667,-1.737488789,-1.760280702,-1.742156863,-1.745809683,-1.798240741,6.023811659,5.973824561,5.966078431,5.938263773,5.903055556,86.0103139,78.81929825,91.52647059,91.71986644,79.10925926,1810.466368,2603.435088,2131.832512,2001.107023,2578.583333,621112,0.506093294,0.416005831,-1.765306122,5.980991254,87.14606414,2484.064327,,2022
"Boxberger, Brad",-0.935413223,,-0.496913997,,0.586446281,0.461033058,,1.448954469,,0.540123967,-1.402024793,,-1.420151771,,-1.465991736,5.661239669,,5.794097808,,5.842975207,81.22727273,,92.7143339,,87.31652893,1332.77686,,2385.160202,,2461.219008,502202,,,,,,,,2022
"Bradish, Kyle",-1.019117647,0.484396887,0.108205418,-0.98137931,0.897908938,0.794882353,-1.105914397,1.344548533,1.247471264,-0.080893761,-1.750235294,-1.514863813,-1.697088036,-1.151954023,-1.712057336,6.407176471,6.462762646,6.404390519,6.245977011,6.349831366,89.90823529,83.192607,94.63227991,95.31149425,86.93996627,1426.882353,2517.124514,2305.378531,2155.781609,2482.67285,680694,,,,,,,,2022
"Brebbia, John",,,-0.838591549,,0.49582038,,,1.449859155,,0.264248705,,,-1.837243461,,-1.875716753,,,5.840201207,,5.800621762,,,94.361167,,83.9417962,,,2308.03629,,2546.97561,605154,,,,,,,,2022
"Brieske, Beau",-1.282105263,0.250408163,-0.60952862,-1.109565217,0.009513109,1.086210526,-0.615714286,1.468232323,1.185217391,0.535917603,-1.173754386,-1.280816327,-0.930555556,-1.026304348,-1.229101124,6.043017544,6.071836735,6.07523569,6.030869565,5.946479401,81.96947368,78.10816327,94.30117845,93.58478261,86.16966292,2218.519298,2261.897959,2374.545455,2391.315217,2187.108614,689225,,,,,,,,2022
"Brubaker, JT",-1.266440678,0.543217158,-0.779571429,-1.342631038,0.070671233,0.530847458,-0.683136729,1.315571429,0.82688592,0.168123288,-2.48720339,-2.256514745,-2.279928571,-2.335097636,-2.281013699,6.057542373,6.305871314,6.248214286,6.161397739,6.209780822,87.21440678,80.03699732,92.74428571,93.14707091,86.66109589,1878.415254,2813.919571,2156.692857,2282.519013,2654.030137,664141,,,,,,,,2022
"Bubic, Kris",1.195254777,-0.633543788,0.639448819,,,0.731433121,-1.069633401,1.373753281,,,1.785238854,1.567515275,1.64264217,,,5.582261146,5.856130346,5.716675416,,,80.70318471,79.40448065,91.88145232,,,1690.036624,2608.590631,2134.072616,,,663460,,,,,,,,2022
"Buehler, Walker",-1.142073171,0.955284091,-0.489915254,-1.084038462,1.154715447,0.409146341,-1.140568182,1.411694915,1.009038462,0.167723577,-1.235365854,-0.794602273,-0.871977401,-1.267692308,-1.03495935,5.384146341,5.696590909,5.618700565,5.349230769,5.392439024,90.49512195,79.17613636,95.19011299,94.98461538,83.57642276,1550.280488,2661.835227,2267.375706,2174.307692,2668.845528,621111,0.370926641,0.748764479,-0.952934363,5.529459459,91.52586873,2409.625483,,2022
"Bumgarner, Madison",1.086872964,-0.766345776,0.649228111,1.06775,-0.484,0.66990228,-0.199764244,1.291198157,1.012,-0.002,2.749283388,2.824636542,2.723629032,2.71675,2.728,5.625276873,5.67021611,5.63266129,5.608,5.652,85.49446254,78.59214145,91.19078341,90.795,83.3,1480.472313,2304.269155,2208.881336,2066.7,2205,518516,-0.239310345,0.675973631,2.821572008,5.608042596,87.43356998,2294.627411,,2022
"Bundy, Dylan",-1.017352941,0.682727273,-0.377919075,-1.006078431,0.437399618,0.514117647,-0.891038961,1.610751445,1.427843137,-0.054340344,-1.699362745,-1.483333333,-1.682763006,-1.748104575,-1.79374761,6.065318627,6.189090909,6.113953757,6.180849673,6.000879541,81.14558824,72.18398268,89.00057803,89.72875817,79.13021033,1361.22549,2147.662338,2352.418497,2194.398693,2403.986616,605164,,,,,,,,2022
"Burke, Brock",1.411176471,,0.85900978,1.3518,-0.078030303,0.710470588,,1.367603912,1.0596,0.451136364,1.728823529,,1.671356968,1.6722,1.690189394,6.178705882,,6.22108802,6.207,6.246060606,88.12588235,,95.03545232,93.432,87.18522727,1991.770588,,2278.234719,2045.1,2157.287879,656271,,,,,,,,2022
"Burnes, Corbin",-1.199746032,0.812605042,-0.423125,-0.967385321,0.619665552,0.602126984,-0.540386555,1.314375,1.025275229,-0.004916388,-0.698190476,-0.370957983,-0.5875,-0.545091743,-0.624147157,5.789936508,6.138067227,6.02,5.986284404,5.905150502,90.25396825,81.64672269,96.0875,96.22293578,88.14882943,2042.790476,2759.579832,2578.0625,2491.697248,2801.113712,669203,0.361250698,0.954723618,-0.660770519,5.948604132,95.06465662,2624.259218,,2022
"Cabrera, Edward",-1.340357143,0.746078431,-0.812571429,-1.295928571,0.363770492,0.670459184,-0.489137255,1.325142857,1.056571429,0.204371585,-1.715178571,-1.573333333,-1.852040816,-1.767214286,-1.776721311,6.236683673,6.330392157,6.109265306,6.152928571,6.168196721,92.43826531,83.8172549,96.04081633,95.75642857,86.86229508,1679.229592,2430.678431,2288.812245,2257.971429,2423.147541,665795,,,,,,,,2022
"Carrasco, Carlos",-0.683362069,0.6340625,-0.630454002,-1.347335907,0.192416226,0.094586207,-0.427708333,1.169976105,0.631196911,0.18622575,-1.394948276,-1.237083333,-1.287383513,-1.356370656,-1.367213404,5.683241379,5.837604167,5.756618877,5.685907336,5.607760141,87.37103448,81.10416667,93.20812425,91.93397683,84.86067019,1310.655172,2656.53125,2282.924731,2165.173745,2457.61552,471911,,,,,,,,2022
"Castillo, Luis",-1.441415771,,-0.947333333,-1.486151261,0.091799242,0.224462366,,1.139212121,0.495394958,0.040492424,-2.866989247,,-2.766533333,-2.805747899,-2.895700758,5.061577061,,5.284993939,5.230689076,5.104772727,88.44784946,,97.12293689,96.89277311,86.53238636,1936.637838,,2354.071951,2162.727273,2422.055028,622491,,,,,,,,2022
"Cease, Dylan",-0.688684211,0.29737931,-0.251087832,-0.651666667,0.332533632,1.266973684,-1.428252874,1.577622885,1.566,0.051733931,-1.250657895,-1.308068966,-1.326615633,-1.391666667,-1.574626308,6.151973684,6.276344828,6.39735697,6.306666667,6.237286996,77.91052632,81.13011494,96.79170024,96.47666667,87.40373692,1719.592105,2697.388506,2507.257857,2491.7,2833.227952,656302,,,,,,,,2022
"Cessa, Luis",-0.961818182,,-0.614541485,-1.232795276,0.468130435,0.476363636,,1.213930131,0.864645669,-0.387217391,-1.057056277,,-0.909344978,-0.861102362,-1.037608696,6.054025974,,6.054716157,6.04984252,6.069304348,87.86580087,,93.32445415,93.70433071,82.86826087,1680.34632,,2295.537118,2189.552,2526.9375,570666,,,,,,,,2022
"Chavez, Jesse",-1.313071895,1.248,-0.994285714,-1.369511401,,0.140130719,-0.3825,1.072857143,0.602442997,,-1.654575163,-1.676,-1.512857143,-1.570488599,,5.02751634,5.0745,5.034285714,5.003289902,,85.53006536,76.855,90.47142857,91.25667752,,1827.202614,2511.6,2042.428571,1973.811075,,445926,-0.160939306,1.058959538,-1.686921965,4.926719653,89.11618497,2223.730825,,2022
"Cimber, Adam",,,-0.9045961,-1.01487013,0.617786885,,,0.43724234,-0.707272727,0.687404372,,,-4.106601671,-4.086493506,-4.130737705,,,2.126852368,2.090422078,1.99273224,,,86.46991643,86.48603896,77.85628415,,,2171.873239,2139.754098,2473.901639,643256,,,,,,,,2022
"Cishek, Steve",-1.592,,-1.000993976,-1.470051151,1.344918794,0.136,,0.94376506,0.398132992,-0.41675174,-3.432,,-3.340271084,-3.382966752,-3.38512761,4.296,,4.357379518,4.2342711,4.243271462,83.08,,89.28343373,89.82276215,76.50951276,2013.2,,2380.379518,2285.051151,2274.61949,518553,,,,,,,,2022
"Civale, Aaron",-0.989818182,0.972860636,-0.18057971,-1.011635802,1.162307692,0.636,-1.471564792,1.421376812,0.959783951,-0.143846154,-1.173454545,-0.61801956,-0.859275362,-0.746203704,-0.909615385,6.034727273,6.300953545,6.233695652,6.142777778,6.131538462,85.50909091,75.87603912,90.72971014,91.23117284,80.36923077,1828.545455,2969.537897,2353.036232,2312.530864,2809.307692,650644,0.546209524,0.345219048,-0.788819048,6.294019048,86.36742857,2609.758621,,2022
