mlbAM_ID,Year,player_name,CH_pfx_x,CU_pfx_x,FF_pfx_x,SL_pfx_x,CH_pfx_z,CU_pfx_z,FF_pfx_z,SL_pfx_z,CH_release_pos_x,CU_release_pos_x,FF_release_pos_x,SL_release_pos_x,CH_release_pos_z,CU_release_pos_z,FF_release_pos_z,SL_release_pos_z,CH_release_speed,CU_release_speed,FF_release_speed,SL_release_speed,CH_release_spin_rate,CU_release_spin_rate,FF_release_spin_rate,SL_release_spin_rate,SI_pfx_x,SI_pfx_z,SI_release_pos_x,SI_release_pos_z,SI_release_speed,SI_release_spin_rate,FC_pfx_x,FC_pfx_z,FC_release_pos_x,FC_release_pos_z,FC_release_speed,FC_release_spin_rate,Stf+ FF,Stf+ SI,Stf+ FC,Stf+ SL,Stf+ CH,Stf+ CU,fg_ID
608371,2020,"Sims, Lucas",-1.36,1.271631206,-0.603273543,1.110322581,0.434285714,-0.384539007,1.519013453,-0.102473118,-1.118571429,-1.214042553,-1.062511211,-1.243010753,5.558571429,5.384893617,5.4932287,5.331935484,87.52857143,81.38794326,93.91928251,83.09677419,2118.0,3348.921986,2748.439394,2650.236559,,,,,,,,,,,,,105.0,,,138.0,121.0,154.0,13470
663903,2020,"Singer, Brady",-1.2998,,-0.695714286,0.401720698,0.8662,,1.025714286,-0.143690773,-1.4366,,-1.357142857,-1.454663342,5.4782,,5.478571429,5.502468828,87.798,,92.88571429,83.10149626,2164.3,,2196.428571,2387.4025,-1.140489396,1.006508972,-1.296916803,5.503817292,93.3233279,2240.758564,,,,,,,71.0,87.0,,104.0,88.0,,25377
669373,2020,"Skubal, Tarik",0.78742268,-0.36673913,0.926408046,-0.201505376,1.222371134,-0.987608696,1.424798851,0.208924731,2.432783505,2.560434783,2.96591954,2.974516129,6.599587629,6.557391304,6.357586207,6.263333333,83.16494845,76.59130435,94.3816092,86.06344086,1647.536082,2218.608696,2422.097701,2292.473118,,,,,,,0.305714286,1.38,2.948571429,6.181428571,95.4,2407.285714,106.0,,139.0,109.0,93.0,90.0,22267
642083,2020,"Slegers, Aaron",-1.065135135,,-0.531904762,0.195128205,0.544324324,,1.223809524,0.33025641,-2.449189189,,-2.472857143,-2.514700855,6.346486486,,6.298452381,6.297435897,86.65405405,,91.17738095,84.83162393,1602.972973,,1988.988095,2091.08547,-1.291006711,0.684228188,-2.465436242,6.252416107,91.26241611,1931.026846,,,,,,,69.0,86.0,,79.0,99.0,,15231
595001,2020,"Smith, Josh A.",-1.266363636,1.3715,-0.272839506,0.459795918,0.765454545,-0.597,1.35308642,0.599319728,-2.368181818,-2.100916667,-2.060617284,-2.244285714,5.515454545,5.647416667,5.63037037,5.550408163,82.65454545,77.6025,90.3691358,86.60408163,1810.727273,2871.020619,2325.259259,2564.360544,-1.164179104,1.002238806,-2.333134328,5.483731343,90.1238806,2301.089552,,,,,,,89.0,86.0,,112.0,80.0,81.0,10946
592767,2020,"Smyly, Drew",,0.283806818,0.556666667,,,-0.293977273,1.633333333,,,1.969602273,1.763333333,,,6.654545455,6.736666667,,,79.95056818,93.63333333,,,2173.170455,2346.666667,,0.474423963,1.52359447,1.830138249,6.663225806,93.7562212,2242.189815,-0.053488372,0.861162791,2.016511628,6.531860465,89.30813953,2314.05814,97.0,,81.0,,,122.0,11760
605483,2020,"Snell, Blake",1.068823529,-0.802857143,0.479144144,-0.318484848,0.956058824,-0.81968254,1.54454955,0.277272727,2.016705882,1.711904762,1.749977477,1.817651515,6.409235294,6.587380952,6.51704955,6.496590909,87.94882353,80.12777778,94.97792793,87.36363636,1739.42515,2444.832,2399.326531,2463.55303,,,,,,,,,,,,,115.0,,,112.0,75.0,102.0,13543
465657,2020,"Soria, Joakim",-0.775882353,0.878333333,-0.486260163,1.268947368,0.565294118,-1.582777778,1.439471545,-0.530394737,-1.935,-1.411666667,-2.032926829,-1.919210526,5.942352941,6.036666667,5.650609756,5.662763158,87.03235294,70.86111111,92.39756098,77.38815789,1495.5,2748.722222,2277.795918,2727.657895,-1.08,1.17,-2.55,5.14,93.4,2292.0,0.17,0.925,-2.08,6.03,88.0,1405.5,97.0,,148.0,106.0,113.0,88.0,6941
642397,2020,"Soto, Gregory",,,0.376111111,-0.319125,,,1.180555556,0.3005,,,2.007222222,2.149375,,,5.750555556,5.592125,,,96.60555556,87.6775,,,2383.666667,2388.936709,1.192195946,0.911959459,2.098783784,5.698648649,97.28918919,2422.034014,,,,,,,112.0,101.0,,119.0,,,19677
605488,2020,"Springs, Jeffrey",0.891333333,,0.853315789,-0.348181818,0.824380952,,1.404368421,-0.11,1.94952381,,2.216684211,2.204454545,6.283333333,,5.777894737,5.993272727,81.48095238,,92.07210526,82.95909091,1443.790476,,2228.926316,2177.263636,,,,,,,,,,,,,,,,100.0,105.0,,17677
489334,2020,"Stammen, Craig",-1.156666667,0.651304348,-0.812692308,,0.943333333,-0.941521739,0.546923077,,-2.823333333,-2.568043478,-2.692307692,,5.558333333,5.73673913,5.636538462,,87.2,80.58478261,91.38846154,,1906.666667,2311.847826,1988.884615,,-1.144524887,0.987511312,-2.577511312,5.676877828,92.20678733,2121.289593,0.084871795,0.561410256,-2.539358974,5.736923077,88.20769231,2281.820513,88.0,87.0,92.0,,104.0,107.0,7274
622251,2020,"Staumont, Josh",,0.781268657,-0.326596386,,,-1.267985075,1.539939759,,,-1.138432836,-0.759126506,,,6.214701493,6.405301205,,,82.1141791,97.91084337,,,2918.373134,2376.483384,,-0.8775,1.373571429,-0.963928571,6.224285714,98.97857143,2420.964286,,,,,,,126.0,98.0,,,,130.0,18335
608717,2020,"Stratton, Chris",-1.023818182,1.308947368,-0.355076923,0.45,0.434181818,-0.618315789,1.282923077,0.038,-1.868181818,-1.738315789,-1.849692308,-1.899533333,5.867090909,5.984947368,5.904576923,5.899266667,86.36,80.14,93.20923077,86.772,2196.927273,3088.736842,2627.030769,2900.693333,,,,,,,,,,,,,93.0,,,101.0,105.0,127.0,13761
548389,2020,"Stripling, Ross",-0.956928571,0.344358974,-0.423605634,0.402377049,0.706285714,-1.334974359,1.52143662,0.274180328,-1.246857143,-0.824923077,-1.062816901,-1.151639344,6.926071429,7.174410256,6.96915493,6.981885246,84.57714286,78.70717949,91.67661972,85.7795082,1699.478571,2652.338462,2275.15493,2493.122951,-0.94,1.586666667,-0.94,6.93,91.6,2334.0,,,,,,,81.0,123.0,,139.0,139.0,50.0,13273
593833,2020,"Suero, Wander",-1.026730769,1.0665,,,0.4975,-1.0345,,,-3.494230769,-3.4595,,,5.985,5.944,,,86.22307692,77.015,,,2073.076923,2847.666667,,,,,,,,,0.184757282,1.075889968,-3.516569579,5.94420712,91.02524272,2459.061489,,,115.0,,101.0,74.0,15855
642121,2020,"Sulser, Cole",-1.23682243,,-0.8355,0.283188406,0.846728972,,1.560083333,0.655072464,-1.72728972,,-1.598208333,-1.915797101,5.830186916,,5.884208333,5.742608696,85.69813084,,93.75708333,87.4942029,1697.626168,,2407.0625,2366.84058,,,,,,,,,,,,,113.0,,,108.0,107.0,,15256
608718,2020,"Suter, Brent",0.958309859,-0.895405405,-0.313739837,,0.890422535,-0.581621622,1.00899729,,3.177042254,3.098648649,2.884742547,,6.211690141,6.342972973,6.176395664,,81.15211268,73.17027027,85.35474255,,1593.197183,2229.405405,2158.402235,,0.866153846,1.016666667,2.933589744,6.123333333,87.14102564,2130.102564,,,,,,,97.0,98.0,,,103.0,16.0,13942
547888,2020,"Tanaka, Masahiro",-1.068010471,0.600888889,-0.785513514,0.245827586,0.675235602,-0.420222222,1.402972973,0.288965517,-1.564502618,-1.501777778,-1.594648649,-1.699,5.438848168,5.565333333,5.354702703,5.373344828,87.12198953,74.96888889,92.30648649,83.97,1578.642105,2369.777778,2230.934783,2280.553633,-1.319310345,0.863103448,-1.509827586,5.281896552,91.5137931,2116.637931,,,,,,,82.0,93.0,,106.0,88.0,101.0,15764
527054,2020,"Teheran, Julio",-1.234347826,0.972666667,-0.6736,0.308058252,0.712753623,-0.2935,1.102866667,0.277281553,-2.37826087,-2.415666667,-2.5586,-2.572621359,5.074637681,5.258,5.038733333,5.058446602,82.29710145,72.93,89.23666667,81.02718447,1713.333333,2671.833333,2324.66443,2582.921569,-1.341894737,0.415157895,-2.653736842,5.041421053,88.79736842,2213.026316,,,,,,,80.0,82.0,,101.0,73.0,98.0,6797
573204,2020,"Thielbar, Caleb",,-0.550315789,0.12294686,-1.140519481,,-1.672631579,1.619903382,-0.034025974,,0.773263158,1.159565217,1.203376623,,6.028210526,5.913768116,5.892727273,,68.70421053,89.78743961,77.76103896,,2556.884211,2423.618357,2497.776316,,,,,,,,,,,,,100.0,,115.0,103.0,,113.0,10078
657044,2020,"Thompson, Ryan",-1.02,,-1.292631579,1.437080745,-0.116666667,,0.488684211,0.752173913,-3.593333333,,-3.494210526,-3.597204969,3.67,,4.133157895,3.610807453,79.46666667,,92.79736842,76.47267081,1262.0,,2121.447368,2158.267081,-1.346175115,-0.540599078,-3.647465438,3.7240553,91.07926267,1895.111111,,,,,,,157.0,117.0,,94.0,97.0,,16647
458708,2020,"Tomlin, Josh",-1.153478261,0.358866667,-0.732830189,,0.776086957,-0.4846,1.458018868,,-1.500434783,-1.203733333,-1.145660377,,5.579130435,5.8618,5.851320755,,83.99565217,76.36666667,88.25283019,,1735.913043,2712.383562,2294.103774,,-1.116666667,1.453333333,-1.276666667,5.84,87.8,2295.333333,0.204095563,0.885802048,-0.979726962,6.031228669,85.61569966,2582.236301,57.0,-19.0,95.0,,88.0,101.0,9388
657053,2020,"Toussaint, Touki",-0.737,1.087183099,-0.64,0.403829787,0.1637,-1.104859155,1.188644068,0.007446809,-2.4712,-2.230140845,-2.485423729,-2.541489362,5.5913,6.002887324,5.665028249,5.683617021,85.274,75.73239437,94.04519774,85.44468085,1490.979798,2527.521127,2292.711864,2293.553191,-1.3944,0.5208,-2.2516,5.6652,92.596,2165.32,,,,,,,93.0,107.0,,116.0,111.0,101.0,16929
595014,2020,"Treinen, Blake",,,-0.8975,0.286153846,,,1.066666667,-0.243942308,,,-2.875833333,-2.936634615,,,6.290555556,6.387115385,,,97.125,88.42403846,,,2412.888889,2587.567308,-1.486289593,0.529864253,-2.850588235,6.335158371,96.88190045,2244.972727,0.033428571,0.697428571,-2.903428571,6.367714286,94.25428571,2538.371429,141.0,114.0,53.0,114.0,,,12572
543867,2020,"Turley, Nik",,-1.01753012,0.55942029,,,-1.30753012,1.311642512,,,2.422831325,2.425603865,,,5.965240964,5.886086957,,,76.5560241,94.18599034,,,2790.684932,2535.637681,,,,,,,,,,,,,,100.0,,,,,112.0,5530
605513,2020,"Turnbull, Spencer",-1.437272727,0.872564103,-0.179585253,0.556965174,0.082613636,-0.985384615,0.931428571,-0.104577114,-1.635795455,-1.593589744,-1.509700461,-1.605373134,5.518863636,5.786153846,5.758870968,5.64159204,87.18863636,79.3974359,93.7235023,85.32288557,1864.632184,2693.102564,2500.290323,2527.761194,-1.283930348,0.527711443,-1.530746269,5.618955224,94.84527363,2281.267677,,,,,,,99.0,91.0,,113.0,133.0,127.0,16207
570632,2020,"Ureña, José",-1.131785714,,-0.827866667,0.1703125,0.901428571,,1.1428,0.37640625,-2.130714286,,-1.888,-1.989375,5.7825,,5.796266667,5.830859375,90.40714286,,95.648,85.64921875,1724.178571,,2150.256757,2374.25,-1.319151515,0.579818182,-1.999272727,5.801939394,95.27272727,2176.854545,,,,,,,91.0,99.0,,113.0,50.0,,11589
628711,2020,"Urías, Julio",1.227155172,-0.708076923,0.348568507,-0.38,0.625948276,-0.793846154,1.451472393,0.332083333,1.699051724,1.402307692,1.558997955,1.384791667,5.878706897,6.145,6.068834356,6.135,84.91293103,77.23461538,94.15889571,86.2875,1811.482759,2756.038462,2477.345603,2635.25,0.9525,1.2,2.73,5.45,93.95,2457.75,,,,,,,83.0,134.0,,121.0,117.0,139.0,14765
664353,2020,"Urquidy, José",-1.393977273,0.895686275,-0.621837607,1.315535714,0.837159091,-1.22627451,1.626452991,0.144642857,-1.234431818,-1.430980392,-1.014615385,-1.8425,6.107386364,6.147058824,6.432905983,5.940714286,84.30340909,76.86470588,93.07863248,79.3125,1962.045455,2575.941176,2216.316239,2572.589286,,,,,,,,,,,,,92.0,,,130.0,134.0,112.0,18413
664285,2020,"Valdez, Framber",1.078431373,-1.103304843,0.166190476,,0.216568627,-1.146581197,0.871904762,,0.998431373,0.923960114,0.88047619,,5.815098039,5.786581197,5.925238095,,88.75,80.54700855,93.16666667,,1719.901961,2981.817664,2305.809524,,1.04973913,0.479269565,0.872991304,5.889947826,93.14069565,2252.216405,,,,,,,88.0,96.0,,,113.0,154.0,17295
570488,2020,"Valdez, Phillips",-1.321807229,,,0.472,-0.036787149,,,-0.151,-2.004216867,,,-1.902,4.46064257,,,5.063,85.01405622,,,81.51,1955.140562,,,2427.966667,-1.600173913,0.218608696,-1.908173913,4.444304348,92.18043478,2403.147826,,,,,,,,70.0,,128.0,95.0,,15605
592826,2020,"Velasquez, Vince",-1.15893617,0.367333333,-0.445798817,0.515769231,0.549680851,-0.83552381,1.596508876,0.316153846,-2.054893617,-1.897904762,-1.91556213,-1.916923077,5.590638298,5.756190476,5.71239645,5.707820513,88.31382979,82.80761905,93.76153846,86.51153846,1602.031915,2387.390476,2434.529586,2493.269231,-1.047142857,1.028857143,-1.928,5.611714286,92.99428571,2233.914286,,,,,,,116.0,97.0,,109.0,88.0,134.0,11189
608723,2020,"Voth, Austin",-0.942142857,1.127333333,-0.512673993,,0.708571429,-0.354714286,1.387307692,,-2.533928571,-2.539571429,-2.432820513,,5.623571429,5.73952381,5.759010989,,85.98571429,78.28666667,91.99102564,,1732.321429,2810.771429,2247.571429,,,,,,,,0.107297297,0.725675676,-2.488108108,5.735855856,86.53513514,2476.117117,89.0,,96.0,,80.0,102.0,15047
608379,2020,"Wacha, Michael",-1.118314607,1.072857143,-0.647235772,,0.625617978,-0.597142857,1.397723577,,-1.647359551,-1.701428571,-1.742804878,,6.344494382,6.348571429,6.223699187,,86.86123596,75.31428571,93.59918699,,1538.297753,2195.142857,2125.739837,,-0.893333333,1.351666667,-1.771666667,6.1725,93.20833333,2142.0,0.235963855,0.589879518,-1.853915663,6.183192771,88.82590361,2055.078788,85.0,,92.0,,108.0,135.0,14078
425794,2020,"Wainwright, Adam",-1.13173913,1.401573034,-0.188255814,,0.576086957,-1.175252809,1.220581395,,-1.399130435,-1.181769663,-1.148604651,,6.176521739,6.308932584,6.205348837,,81.84782609,73.49269663,89.15930233,,1683.478261,2790.820225,2218.290698,,-1.010753968,0.946309524,-1.198492063,6.140912698,89.27539683,2187.694444,0.500328638,0.507793427,-1.201314554,6.226384977,85.01267606,2343.333333,61.0,80.0,101.0,,92.0,137.0,2233
592836,2020,"Walker, Taijuan",-1.118658537,0.783595506,-0.568136095,0.404578947,0.754390244,-1.272247191,1.533195266,0.328894737,-2.02652439,-1.89494382,-1.800857988,-1.938789474,6.41695122,6.480337079,6.560650888,6.515052632,89.01402439,74.55505618,93.15857988,85.22473684,1692.036585,2453.516854,2134.74184,2431.883598,-1.212,1.1399,-1.8923,6.5286,93.089,2049.63,,,,,,,102.0,107.0,,126.0,103.0,107.0,11836
596133,2020,"Weaver, Luke",-1.118787879,0.27880597,-0.617342256,,0.886590909,-0.753731343,1.529273423,,-1.079469697,-0.98880597,-1.022332696,,5.609015152,5.702537313,5.710898662,,84.72537879,79.03283582,94.04072658,,1665.981061,2273.19403,2467.405354,,,,,,,,0.21122807,0.939824561,-1.060526316,5.668333333,88.29210526,2360.342105,106.0,,91.0,,114.0,113.0,16918
657277,2020,"Webb, Logan",-1.047385621,,-0.726923077,1.019084967,-0.170849673,,1.041076923,-0.10496732,-2.193529412,,-1.978153846,-2.085947712,5.373137255,,5.473538462,5.355555556,84.65620915,,93.09169231,81.45555556,1609.24735,,2114.933121,2711.592593,-1.4363125,0.4335,-2.105125,5.4144375,91.768125,1992.5,-0.123333333,0.681296296,-2.102777778,5.434074074,90.56851852,2367.634615,82.0,99.0,89.0,95.0,99.0,,17995
543901,2020,"Weber, Ryan",-1.289217391,1.336486486,,1.482038835,0.143652174,-0.967297297,,-0.443786408,-1.775043478,-1.731081081,,-1.763495146,5.02573913,5.188378378,,4.994660194,81.64086957,74.41081081,,77.6,1801.304348,2303.918919,,2310.640777,-1.558658537,0.089756098,-1.833780488,5.048780488,88.60762195,2019.905199,-0.354193548,0.430483871,-1.763870968,5.096129032,86.10645161,2123.370968,94.0,90.0,93.0,,81.0,96.0,10160
605525,2020,"Wendelken, J.B.",-1.255483871,0.8675,-0.266256158,0.520982143,0.460322581,-1.300277778,1.217536946,-0.034107143,-2.838709677,-2.684722222,-2.781330049,-2.841160714,5.67516129,5.903888889,5.824285714,5.815535714,86.55806452,80.95555556,94.64236453,85.30267857,1544.387097,2548.222222,2442.438424,2548.127273,-1.298,0.609333333,-2.954666667,5.663555556,93.73333333,2212.266667,,,,,,,119.0,96.0,,109.0,109.0,124.0,14506
554430,2020,"Wheeler, Zack",-1.040543478,0.895688073,-0.489199134,0.357953216,0.895652174,-1.058899083,1.175714286,0.237426901,-1.586195652,-1.619266055,-1.484891775,-1.67374269,5.640434783,5.77587156,5.737099567,5.634327485,90.25543478,80.06055046,96.93614719,89.7748538,1655.434783,2620.880734,2333.798701,2398.520468,-1.199876543,1.013292181,-1.540493827,5.637242798,96.60493827,2202.020576,,,,,,,89.0,111.0,,126.0,87.0,134.0,10310
642207,2020,"Williams, Devin",-1.507973568,,-0.868571429,0.478,-0.168546256,,1.388730159,0.142666667,-2.179603524,,-1.936031746,-2.141333333,5.566519824,,5.758359788,5.708,84.06651982,,96.46507937,86.47333333,2852.123348,,2386.428571,2436.2,,,,,,,,,,,,,113.0,115.0,109.0,,131.0,,15816
592866,2020,"Williams, Trevor",-1.111677419,0.755555556,-0.30202765,0.595092251,0.658774194,-0.274861111,1.103663594,-0.042435424,-1.532516129,-1.463055556,-1.546589862,-1.565276753,5.514967742,5.688472222,5.532465438,5.548560886,85.08129032,77.825,91.5235023,82.67158672,1851.129032,2284.375,2277.336406,2276.348148,-1.109058824,0.607764706,-1.649764706,5.406,89.65764706,1958.8,,,,,,,84.0,90.0,,90.0,86.0,89.0,16977
605538,2020,"Wisler, Matt",,,-0.742875,0.921088608,,,1.372625,-0.109620253,,,-1.498,-1.580632911,,,6.035125,6.041316456,,,91.96875,81.29848101,,,2099.775,2550.901266,,,,,,,,,,,,,71.0,,,120.0,,,12804
621295,2020,"Wittgren, Nick",-1.221868132,,-0.819780702,0.401627907,0.201428571,,1.357982456,-0.048837209,-2.364175824,,-2.083991228,-2.179069767,5.735604396,,5.906578947,5.906511628,86.11758242,,92.89692982,84.93023256,1744.56044,,2221.026316,2476.837209,-1.39,1.68,-2.12,5.8,93.3,2189.0,0.366428571,0.074285714,-2.137857143,5.9,86.49285714,2542.714286,92.0,99.0,,113.0,120.0,,15594
592879,2020,"Wojciechowski, Asher",-0.737428571,1.2271875,-0.455594855,1.125517241,1.106857143,-0.28109375,1.538842444,-0.004689655,-1.500285714,-1.735625,-1.530803859,-1.755517241,5.832,5.7053125,5.688038585,5.635517241,84.54,77.9109375,90.90932476,79.70896552,1901.657143,2426.40625,2145.028939,2345.227586,,,,,,,0.374285714,0.562773109,-1.769663866,5.500336134,85.65630252,2269.336134,91.0,,,106.0,73.0,93.0,10836
605540,2020,"Woodruff, Brandon",-1.282122642,0.330641026,-0.549688995,0.238409091,0.776226415,-0.846538462,1.430789474,0.062045455,-1.438254717,-1.341025641,-1.388397129,-1.438484848,5.829292453,6.017692308,5.931602871,5.853257576,86.73584906,83.52948718,96.57679426,88.17045455,1817.429245,2605.833333,2456.779376,2524.930233,-1.152722372,1.11638814,-1.409407008,5.924043127,96.2703504,2363.608108,,,,,,,114.0,103.0,,127.0,116.0,121.0,16162
657140,2020,"Wright, Kyle",-1.285098039,1.0671875,-0.894521739,0.178323699,0.566666667,-0.447708333,1.144521739,0.454104046,-1.956960784,-1.8025,-1.974956522,-1.901676301,5.895294118,6.0225,5.891565217,5.964046243,87.46176471,82.103125,94.71217391,88.13179191,1748.833333,2719.763441,2430.513043,2504.375723,-1.311531532,0.723918919,-1.734099099,5.847612613,93.92207207,2236.452489,,,,,,,87.0,85.0,,99.0,95.0,101.0,19665
685493,2020,"Yamaguchi, Shun",-0.923787879,1.028333333,-0.910536585,0.412906977,0.238838384,-0.884166667,1.298243902,0.275813953,-2.632626263,-2.275833333,-2.480878049,-2.618837209,5.450909091,5.696666667,5.519414634,5.419534884,84.80454545,71.25,90.77414634,81.61744186,1261.005051,2479.583333,2129.137255,2290.465116,,,,,,,,,,,,,79.0,,,113.0,95.0,109.0,27460
642232,2020,"Yarbrough, Ryan",1.39652,-1.464382022,,,0.53296,0.292921348,,,2.66312,2.961573034,,,5.34404,5.087303371,,,78.578,70.88651685,,,1978.803213,2308.465909,,,1.194020619,0.99685567,2.585927835,5.575721649,87.31494845,1942.380208,-0.217466667,0.690233333,3.0616,4.927433333,82.94666667,2150.643333,,83.0,82.0,,100.0,118.0,16502
642233,2020,"Yardley, Eric",-1.016666667,1.327714286,,,-0.786666667,0.916642857,,,-2.99,-2.937928571,,,2.38,2.276928571,,,80.4,72.97,,,1714.666667,2814.375,,,-1.404344569,-0.534831461,-2.927378277,2.524719101,87.77265918,2037.513109,,,,,,,,110.0,,,44.0,62.0,15538
660623,2020,"Ynoa, Huascar",-1.216388889,,-0.783258427,0.090899471,0.903611111,,1.307696629,-0.114391534,-1.880555556,,-1.135337079,-1.802592593,6.253888889,,6.659269663,6.267142857,86.59166667,,94.84775281,85.98677249,2010.416667,,2061.342697,2298.714286,-1.28,1.12,-2.06,6.47,92.4,2078.0,,,,,,,73.0,72.0,,128.0,96.0,,20468
622065,2020,"Young, Alex",1.187321429,-0.22377551,0.796708861,,0.366666667,-0.161071429,1.293797468,,1.900297619,2.009030612,1.770696203,,6.174047619,6.051479592,6.057721519,,85.23571429,81.61938776,91.24493671,,1717.856287,2407.734694,2292.208861,,1.382135922,0.748640777,2.006213592,5.893009709,90.37864078,2357.252427,-0.009360465,0.830697674,1.908313953,6.000813953,86.61453488,2431.011628,70.0,71.0,87.0,,96.0,106.0,18333
676604,2020,"Zuber, Tyler",-0.919069767,1.010909091,-0.673081081,0.684294872,-0.122790698,-0.845454545,1.239945946,-0.145128205,-3.296744186,-3.116666667,-3.145891892,-3.165769231,5.208372093,5.425151515,5.357675676,5.324615385,86.05581395,80.64848485,94.04486486,83.85833333,1401.046512,2823.548387,2244.232432,2698.493506,,,,,,,,,,,,,96.0,,,86.0,110.0,94.0,20379
669211,2021,"Akin, Keegan",1.272296512,-0.51530303,0.895548961,-0.370893372,0.701017442,-0.36,1.504896142,0.267636888,2.459563953,2.491212121,2.399109792,2.531902017,5.658197674,5.711212121,5.912423343,5.738587896,81.88430233,76.37575758,92.01909001,84.13314121,1937.5,2411.787879,2337.445986,2216.665706,,,,,,,,,,,,,104.0,,,109.0,81.0,82.0,19362
645261,2021,"Alcantara, Sandy",-1.34043956,0.316835443,-0.882934132,-0.108835341,0.276868132,-0.318101266,1.147050898,0.283868809,-2.28271978,-2.296582278,-2.346766467,-2.351713521,5.994395604,6.046202532,5.961541916,5.905341365,91.82087912,83.72405063,98.06691617,90.42637216,2005.442308,2395.721519,2238.919162,2359.190094,-1.439037801,0.611660939,-2.395750286,5.95139748,97.61912944,2324.499427,,,,,,,113.0,114.0,,132.0,114.0,117.0,18684
641302,2021,"Alexander, Tyler",1.100166113,-0.26,0.578174274,-0.442051282,0.635548173,-0.28,1.377095436,0.046217949,2.024916944,1.8,2.079626556,1.987435897,5.825548173,5.97,5.777966805,5.863782051,83.65980066,74.8,90.50414938,82.1525641,1462.45515,2219.0,2188.533613,2347.096154,1.199421965,1.103208092,2.039190751,5.812947977,90.23930636,2111.678261,-0.311478992,0.692857143,2.111882353,5.731411765,86.1194958,2334.591597,83.0,79.0,103.0,83.0,73.0,,17735
663465,2021,"Allard, Kolby",1.171820809,-0.37092511,0.655487552,,0.834942197,-0.743215859,1.41686722,,2.303294798,2.072378855,2.156939834,,5.597774566,5.638502203,5.475943983,,83.60693642,75.90748899,91.51856846,,1606.075145,1896.105727,2120.723493,,1.1075,1.37,2.1675,5.5375,92.4875,2198.5,-0.199174853,0.499764244,2.205638507,5.518212181,86.33555992,2196.923228,88.0,106.0,94.0,,65.0,66.0,18694
621237,2021,"Alvarado, José",,-0.066285714,0.671515152,,,-0.678857143,1.28030303,,,1.112857143,0.796666667,,,6.323428571,6.647878788,,,87.18,98.32727273,,,2443.657143,2125.787879,,1.223506815,1.067596035,0.894126394,6.475650558,99.37385378,2070.13259,-0.105117647,0.424941176,0.991588235,6.418235294,94.11470588,2255.694118,83.0,102.0,134.0,,,120.0,17780
640470,2021,"Alzolay, Adbert",-1.164202899,0.631904762,-0.647922438,0.61127086,0.789275362,-0.017619048,1.403434903,0.259306804,-1.96115942,-1.880952381,-1.815235457,-1.875917843,6.08615942,6.14047619,6.123739612,6.090089859,85.55,79.99047619,94.00027701,86.15353017,1704.746377,2648.428571,2294.695291,2610.020566,-1.252462121,1.007632576,-1.784564394,6.163920455,93.76306818,2208.744318,0.2915625,0.57171875,-1.907421875,6.125859375,90.1921875,2364.25,97.0,89.0,103.0,116.0,82.0,103.0,17859
474463,2021,"Anderson, Brett",1.153591731,-0.491015228,0.603333333,-0.330535714,0.620852713,-1.030558376,1.104444444,-0.451875,1.508165375,1.414670051,1.281111111,1.389910714,6.429198966,6.480862944,6.301111111,6.15375,82.17390181,75.97766497,88.58888889,81.66071429,1430.967568,2328.299465,1897.777778,2324.33945,1.206529412,0.799852941,1.395735294,6.334132353,89.09176471,1705.945568,-0.050162602,0.795772358,1.442357724,6.182439024,85.70081301,2035.854701,57.0,74.0,101.0,91.0,79.0,92.0,8223
666120,2021,"Anderson, Ian",-0.842836257,0.080021739,-0.448263415,,1.00871345,-0.531065217,1.451843902,,-1.648011696,-1.560673913,-1.475004878,,6.189137427,6.195282609,6.206156098,,88.07119883,80.66434783,94.58497561,,1646.192364,1895.491304,2045.276367,,-0.99,1.406666667,-1.493333333,6.256666667,94.13333333,2080.666667,,,,,,,91.0,25.0,,,88.0,89.0,19951
542881,2021,"Anderson, Tyler",1.078970359,-0.493125,0.75671134,-0.264166667,1.136770671,-0.425,1.520762887,0.336666667,2.306053042,2.3375,2.125226804,3.232083333,6.033634945,6.075625,6.062938144,5.112916667,80.90218409,74.28125,90.56350515,79.98333333,1835.021875,2443.875,2290.556244,2458.291667,1.521933086,0.583717472,3.040557621,5.163568773,88.92342007,2260.464684,-0.173436123,0.829662261,2.518751836,5.831600587,85.21145374,2488.530103,97.0,89.0,100.0,,69.0,89.0,12880
453562,2021,"Arrieta, Jake",-1.346197183,1.011598513,,0.284554217,0.149507042,-0.849219331,,0.563156627,-2.824929577,-2.774572491,,-2.869012048,6.079647887,6.157843866,,6.033783133,87.00633803,80.35427509,,88.2946988,1787.443662,2690.197026,,2277.240964,-1.312347826,0.740597826,-2.646304348,6.179532609,91.38684783,2084.052402,,,,,,,,83.0,,99.0,91.0,114.0,4153
453268,2021,"Bard, Daniel",-1.328181818,,-0.783260341,0.771051693,0.109545455,,0.832287105,0.215454545,-2.548484848,,-2.576350365,-2.387308378,5.235909091,,5.354160584,5.662727273,89.82727273,,97.48199513,87.07094474,2145.378788,,2731.314496,2909.752688,-1.206123596,0.457022472,-2.644662921,5.217303371,97.30449438,2586.168539,,,,,,,67.0,55.0,,141.0,91.0,,7115
