,player_name,mlbAM_ID,FF_pfx_z_diff,FF_pfx_x_SI_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_SI_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,CU_pfx_z_diff,CU_pfx_x_SI_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_SI_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_SI_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_SI_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_SI_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_SI_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_SI_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_SI_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff
0,"Alcantara, Sandy",645261,0.5353899589137875,1.4945950710263323,0.5561036689507584,2.586088698890878,0.4477867289476052,85.58026558566735,0.048983819302974574,0.010144436213484376,0.92976220511259,0.2948254962518306,1.75587324372526,1.1209365348645004,13.895078805805682,71.2220917250279,0.09916800788783009,0.09480505169138898,0.3277921307222015,0.720496280655267,1.3302024593218233,1.722906609254889,7.192757283429245,34.690666445852,0.044036765619177576,0.046056114492333045,0.3347928074216734,1.9521004997293656,0.09859824024772479,1.7159059325554171,5.79825031783794,319.0571195700063,0.11303050614906285,0.042998124441424146,,,,,,,,
1,"Alexander, Tyler",641302,0.27388734319909824,0.5250338186266278,0.6212476914589978,0.1776734703667282,0.2648430192118667,76.85535257581296,0.04043580457151075,0.034981171899359786,1.383208092485549,1.363208092485549,1.459421965317919,1.479421965317919,15.4393063583815,107.32173913043471,0.2391907514450866,0.15705202312138677,1.0569901437676001,1.545259374536831,1.641473247369201,1.1532040165999702,8.086742255817398,235.41789297658852,0.051754854009189,0.05083407440343812,0.46765991972807386,0.0030419795287384144,0.09925585236110845,0.5638737925604439,6.579505693929676,649.2231113679043,0.014273807923491866,0.012600195878862408,0.4103509496284061,1.4146870840821877,1.5109009569145577,0.5065648224607762,4.119810560062177,222.91333576909028,0.07269160149608966,0.08153621217273077
2,"Allard, Kolby",663465,0.04686721991701215,0.7145124481327803,0.4520124481327801,0.3093672199170123,0.9689315352697179,77.77650727650735,0.010560165975103786,0.06155601659750953,2.113215859030837,1.7409251101321588,1.4784251101321586,1.850715859030837,16.580011013215852,302.3942731277532,0.09512114537444916,0.10100220264317272,,,,,,,,,0.5350578034682082,0.1981791907514452,0.06432080924855499,0.272557803468208,8.880563583815032,592.4248554913295,0.1357947976878613,0.06027456647398832,0.8702357563850689,1.5691748526522593,1.3066748526522591,0.6077357563850687,6.151940078585454,1.5767716535433465,0.03813850687622811,0.01928781925343781
3,"Alvarado, José",621237,0.21270699560662387,0.3960808831812549,0.5519916638504,0.05679621493747877,1.0465810521572507,55.65528894896943,0.097459727385378,0.17222823025796963,1.7464531775535495,1.1338817489821207,1.2897925296512658,1.9023639582226943,12.193853779429972,373.5245530182333,0.21873074880509835,0.15222198619224692,,,,,,,,,,,,,,,,,0.6426548582258182,1.17271368175523,1.328624462424375,0.7985656388949633,5.259147897077042,185.5615278081491,0.09746184124207302,0.057415263503171055
4,"Alzolay, Adbert",640470,0.3958023272895157,1.655555013430706,0.604539683538991,2.655897024259213,0.23720882649206487,85.9509726769079,0.030671063124317666,0.04018084235708841,1.0252516233766233,0.37572781385281384,1.8843668831168832,1.2348430735930735,13.772591991341997,439.68425324675354,0.0963879870129869,0.023444264069264698,0.7483257721632239,0.3963617156805539,1.863732981289143,1.511768924806473,7.609538014937556,401.27624737088126,0.09135344944956603,0.07383059575212947,0.21835721343873515,2.1718354743083004,0.08825922266139652,2.041737483530962,8.213068181818187,503.99794137022377,0.17659502635046098,0.07776103425559988,0.43591382575757565,0.7160700757575758,1.5440246212121211,1.8241808712121212,3.5708806818181813,155.50568181818198,0.12285748106060601,0.03806107954545457
5,"Anderson, Brett",474463,0.3045915032679738,0.19651960784313727,0.6031960784313726,0.10208496732026151,0.5028758169934662,191.8322101261449,0.11462418300653598,0.03302124183006505,1.8304113168109883,1.2908681696028665,1.6975446401911019,2.237087787399224,13.114099731263067,622.353897589009,0.01893475664377431,0.1467305912212602,1.2517279411764706,1.130388655462185,1.5370651260504202,1.6584044117647059,7.431050420168063,618.3938818896515,0.005824579831932963,0.18038235294117566,0.17900022799817594,0.35373879008967934,0.05293768049855596,0.5856766985864112,6.917862897096825,274.97800008406534,0.11243008055935544,0.09506661346709233,0.004080583452893305,0.8500155428024868,1.256692013390722,0.4107570540411286,3.3909516977522713,329.909133203068,0.04662242945958872,0.1516933285509321
6,"Anderson, Ian",666120,0.04517723577235788,1.854930081300813,0.5417365853658538,2.4418439024390244,0.4516422764227741,35.390299479166515,0.018328455284552625,0.05051056910569063,1.9377318840579707,1.3266449275362318,1.070021739130435,0.4589347826086958,13.468985507246373,185.17536231884037,0.06734057971014495,0.06138405797101498,,,,,,,,,0.3979532163742687,2.249502923976608,0.1471637426900586,1.998713450292398,6.062134502923968,434.47430249632885,0.15467836257309964,0.06752923976608205,,,,,,,,
7,"Anderson, Tyler",542881,0.9370454144789792,0.1729938680872264,0.7652217452956731,0.0011701989039203387,1.6400850802897367,30.09155953518166,0.9153308166941323,0.8993693710956965,1.0087174721189593,1.0768424721189591,2.0150580855018587,1.9469330855018587,14.642170074349451,183.41031598513018,0.7030576208178436,0.9120562267657988,0.24705080545229252,0.8478841387856259,1.7860997521685253,1.185266418835192,8.940086741016117,197.8269826517967,0.19152571251548967,0.050652106567534716,0.5530531987078738,0.49525288669539347,0.442962726687506,0.38516241467502565,8.021235986985957,425.4428090148699,0.7345045786961584,0.8700661721636154,0.24594478926136387,0.7571535954669768,1.6953692088498764,0.6922708241215356,3.711966329856054,228.06541877514474,0.5218057852818672,0.6680318141373123
8,"Arrieta, Jake",453562,,,,,,,,,1.589817156941975,0.2710006869241959,2.323946339098109,0.4631284952319378,11.032572733150147,606.1446242755796,0.1282681428802328,0.02168874252464814,0.1774411995809324,0.45604360921948667,1.5969020429544263,1.8755044525929805,3.0921490309062136,193.18856210869671,0.2227077003666844,0.14574947616553136,0.5910907838334354,2.086795009185548,0.03384935701163516,1.4618548683404775,4.380509797917938,296.60873977489405,0.17862522963870164,0.09988472137170845,,,,,,,,
9,"Bard, Daniel",453268,0.37526463271275873,1.2402828125427157,0.42286325487301457,2.0384107001284892,0.17750075179746716,145.14595698865378,0.06831255638481082,0.13685721315508914,,,,,,,,,0.24156792645556685,0.3140292214945222,1.9771752889102525,1.4215781409601633,10.2335496404895,323.5841488462006,0.2573545434517017,0.44542390194075665,0.34747701736465775,1.7852042900919305,0.12205822267620015,1.3156690500510726,7.477221654749755,440.78975144705464,0.09617807286346647,0.018605720122574,,,,,,,,
