,player_name,mlbAM_ID,CU_pfx_z_diff,CU_pfx_x_FF_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_FF_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_FF_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_FF_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_FF_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_FF_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_FF_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_FF_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_FF_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_FF_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff
0,"Akin, Keegan",669211,1.8648961424332344,2.0201991727362647,1.4108519917273625,1.2555489614243323,15.643332434133626,74.34189266300291,0.0921023289272549,0.20121122201240915,1.2372592548251653,1.8757895141911596,1.2664423331822574,0.6279120738162631,7.885948799516555,120.78028007300281,0.13279222500620014,0.17383544697092823,0.8038787005727694,0.23259963080532753,0.37674755020357475,0.19453151956386716,10.1347876843098,399.9459861248761,0.06045416120350566,0.25422566880592523,,,,,,,,,,,,,,,,
1,"Alcantara, Sandy",645261,1.4651521640263776,0.830215455165618,1.1997695747745016,0.564832865913742,14.342865534753287,156.80235731069524,0.050184188584855516,0.0846606154779046,0.863182089635989,1.2558862395690547,0.7740987903710651,1.1668029403041307,7.64054401237685,120.27093203151935,0.004947053683796998,0.05620055070581742,0.8701827663354609,2.487490458643153,0.45750542870303357,1.1598022636046588,6.2460370467855455,233.47685398433896,0.06404668684608827,0.03285368822793977,0.5353899589137875,2.586088698890878,0.5561036689507584,1.4945950710263323,0.4477867289476052,85.58026558566735,0.048983819302974574,0.010144436213484376,,,,,,,,
2,"Alexander, Tyler",641302,1.6570954356846472,1.6370954356846472,0.8381742738589212,0.8581742738589212,15.704149377593367,30.46638655462175,0.27962655601659736,0.19203319502074656,1.3308774869666984,1.8191467177359293,1.0202255559102031,0.5319563251409725,8.351585275029265,158.56254040077556,0.09219065858069975,0.08581524630279791,0.7415472629271721,0.27692932272783666,0.5219918390978894,0.05737389889855393,6.844348713141542,726.0784639437172,0.05470961249500261,0.047581367778222194,0.27388734319909824,0.1776734703667282,0.6212476914589978,0.5250338186266278,0.2648430192118667,76.85535257581296,0.04043580457151075,0.034981171899359786,0.6842382928275044,1.688574427281286,0.8896532654555598,0.11468286899822167,4.384653579274044,146.05798319327732,0.03225579692457892,0.046555040273370984
3,"Allard, Kolby",663465,2.1600830789478493,1.787792330049171,1.0264126619993785,1.398703410898057,15.611079477946134,224.61776585124585,0.08456097939934537,0.16255821924068226,,,,,,,,,0.5819250233852203,0.24504641066845734,0.5163332573813351,0.17945464466457206,7.911632048545314,514.6483482148221,0.14635496366296508,0.12183058307149786,0.04686721991701215,0.3093672199170123,0.4520124481327801,0.7145124481327803,0.9689315352697179,77.77650727650735,0.010560165975103786,0.06155601659750953,0.917102976302081,1.6160420725692717,0.8546624045194792,0.15572330825228864,5.1830085433157365,76.199735622964,0.04869867285133189,0.04226819734407172
4,"Alvarado, José",621237,1.959160173160173,1.3465887445887446,0.7378008658008658,1.3503722943722944,11.147272727272721,317.86926406926386,0.31619047619047636,0.32445021645021654,,,,,,,,,,,,,,,,,0.21270699560662387,0.05679621493747877,0.5519916638504,0.3960808831812549,1.0465810521572507,55.65528894896943,0.097459727385378,0.17222823025796963,0.8553618538324421,1.3854206773618538,0.776632798573975,0.2465739750445633,4.212566844919792,129.90623885917967,0.19492156862745103,0.22964349376114068
5,"Alzolay, Adbert",640470,1.421053950666139,0.7715301411423295,1.279827199577892,0.6303033900540825,14.009800817834062,353.73328056984565,0.06571692388866923,0.01673657828782371,1.1441280994527396,0.7921640429700696,1.2591932977501519,0.9072292412674818,7.846746841429621,315.32527469397337,0.06068238632524836,0.03364975339504106,0.6141595407282509,2.567637801597816,0.5162804608775945,1.4371977999919707,8.450277008310252,589.9489140471317,0.14592396322614332,0.03758019189851147,0.3958023272895157,2.655897024259213,0.604539683538991,1.655555013430706,0.23720882649206487,85.9509726769079,0.030671063124317666,0.04018084235708841,0.8317161530470913,1.1118724030470915,0.9394849376731302,1.2196411876731301,3.808089508310246,69.55470914127409,0.09218641793628835,0.0021197628116338407
6,"Anderson, Brett",474463,2.135002820078962,1.5954596728708403,1.0943485617597293,1.633891708967851,12.611223914269601,430.52168746286407,0.1335589396503103,0.17975183305132525,1.5563194444444444,1.4349801587301587,0.9338690476190477,1.0552083333333333,6.928174603174597,426.56167176350664,0.10879960317460302,0.1473611111111106,0.48359173126614974,0.04914728682170555,0.5502583979328166,0.017519379844961325,6.414987080103359,466.81021021021024,0.22705426356589142,0.12808785529715738,0.3045915032679738,0.10208496732026151,0.6031960784313726,0.19651960784313727,0.5028758169934662,191.8322101261449,0.11462418300653598,0.03302124183006505,0.3086720867208671,1.1546070460704605,0.6534959349593495,0.19243902439024396,2.888075880758805,138.0769230769231,0.1612466124661247,0.11867208672086704
7,"Anderson, Ian",666120,1.9829091198303286,1.3718221633085896,0.5282851537645812,0.08280180275715793,13.920627783669147,149.78506283967386,0.08566903499469758,0.010873488865324354,,,,,,,,,0.4431304521466266,2.2946801597489657,0.3945728426757951,1.4569768649265442,6.513776779346742,399.08400301716233,0.17300681785765226,0.01701867066039142,0.04517723577235788,2.4418439024390244,0.5417365853658538,1.854930081300813,0.4516422764227741,35.390299479166515,0.018328455284552625,0.05051056910569063,,,,,,,,
8,"Anderson, Tyler",542881,1.9457628865979384,2.013887886597938,1.2498363402061856,1.1817113402061856,16.282255154639188,153.31875644994852,0.21227319587628868,0.012686855670102304,1.1840962199312717,1.784929553264605,1.0208780068728522,0.4200446735395189,10.580171821305854,167.73542311661504,1.106856529209622,0.9500214776632312,0.3839922157711053,0.4417925277835857,0.3222590186081671,0.38005933062064745,9.661321067275694,455.53436855005157,0.18082623799797393,0.02930319893208111,0.9370454144789792,0.0011701989039203387,0.7652217452956731,0.1729938680872264,1.6400850802897367,30.09155953518166,0.9153308166941323,0.8993693710956965,0.6911006252176153,1.6941990099459558,0.9301474635542032,0.07295092117413748,5.3520514101457906,197.97385923996308,0.39352503141226514,0.2313375569583842
9,"Bard, Daniel",453268,,,,,,,,,0.6168325591683256,0.0612354112182365,1.5543120340372378,0.9987148860871489,10.411050392286967,178.43819185754683,0.1890419870668909,0.3085666887856675,0.7227416500774164,2.1604689228046894,0.5449214775492147,0.8928057951780579,7.654722406547222,585.9357084357084,0.02786551647865565,0.11825149303251514,0.37526463271275873,2.0384107001284892,0.42286325487301457,1.2402828125427157,0.17750075179746716,145.14595698865378,0.06831255638481082,0.13685721315508914,,,,,,,,
