,player_name,mlbAM_ID,FF_pfx_z_diff,FF_pfx_x_FC_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_FC_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,CU_pfx_z_diff,CU_pfx_x_FC_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_FC_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_FC_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_FC_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_FC_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_FC_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_FC_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_FC_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff
0,"Alexander, Tyler",641302,0.6842382928275044,0.11468286899822167,0.8896532654555598,1.688574427281286,4.384653579274044,146.05798319327732,0.03225579692457892,0.046555040273370984,0.9728571428571429,0.9528571428571428,0.05147899159663866,0.03147899159663864,11.319495798319323,115.59159663865557,0.3118823529411763,0.23858823529411755,0.6466391941391941,1.134908424908425,0.13057229045464336,0.3576969403145874,3.966931695755221,12.504557207498237,0.12444645550527866,0.1323702865761689,0.05730897009966773,0.4073089700996677,1.4116451045534493,0.9470271643541137,2.4596951338674984,872.1364471369945,0.08696540941958153,0.09413640805159318,0.4103509496284061,0.5065648224607762,1.5109009569145577,1.4146870840821877,4.119810560062177,222.91333576909028,0.07269160149608966,0.08153621217273077
1,"Allard, Kolby",663465,0.917102976302081,0.15572330825228864,0.8546624045194792,1.6160420725692717,5.1830085433157365,76.199735622964,0.04869867285133189,0.04226819734407172,1.2429801026457683,0.8706893537470899,0.1717502574798993,0.5440410063785778,10.428070934630398,300.81750147420985,0.13325965225067726,0.12029002189661053,,,,,,,,,0.3351779529168607,0.6720565656336237,1.3709956619008143,1.0341170491840512,2.728623505229578,590.8480838377861,0.09765629081163318,0.07956238572742613,0.8702357563850689,0.6077357563850687,1.3066748526522591,1.5691748526522593,6.151940078585454,1.5767716535433465,0.03813850687622811,0.01928781925343781
2,"Alvarado, José",621237,0.8553618538324421,0.2465739750445633,0.776632798573975,1.3854206773618538,4.212566844919792,129.90623885917967,0.19492156862745103,0.22964349376114068,1.1037983193277312,0.4912268907563025,0.03883193277310926,0.5737394957983194,6.9347058823529295,187.9630252100842,0.12126890756302533,0.09480672268907586,,,,,,,,,,,,,,,,,0.6426548582258182,0.7985656388949633,1.328624462424375,1.17271368175523,5.259147897077042,185.5615278081491,0.09746184124207302,0.057415263503171055
3,"Alzolay, Adbert",640470,0.8317161530470913,1.2196411876731301,0.9394849376731302,1.1118724030470915,3.808089508310246,69.55470914127409,0.09218641793628835,0.0021197628116338407,0.5893377976190477,0.060186011904761805,0.34034226190476186,0.3091815476190476,10.201711309523816,284.17857142857156,0.026469494047619113,0.01461681547618987,0.31241194640564834,0.03955211007702175,0.3197083600770218,0.03225569640564829,4.0386573331193745,245.77056555269928,0.031504031611039984,0.0357695162066749,0.2175566123188405,1.7359216485507247,1.4557653985507246,0.49771286231884054,4.642187500000006,659.5036231884058,0.05373754528985497,0.03969995471014531,0.43591382575757565,1.8241808712121212,1.5440246212121211,0.7160700757575758,3.5708806818181813,155.50568181818198,0.12285748106060601,0.03806107954545457
4,"Anderson, Brett",474463,0.3086720867208671,0.19243902439024396,0.6534959349593495,1.1546070460704605,2.888075880758805,138.0769230769231,0.1612466124661247,0.11867208672086704,1.8263307333580951,1.2867875861499731,0.4408526268003797,0.9803957740085015,9.723148033510796,292.44476438594097,0.027687672815814413,0.2984239197721923,1.2476473577235772,1.1263080720092915,0.28037311265969805,0.4017123983739837,4.040098722415792,288.48474868658354,0.052447009291521685,0.028689024390243567,0.17491964454528264,0.35781937354257265,1.203754332892166,0.6710153148043109,3.5269111993445534,604.8871332871333,0.06580765109976672,0.24675994201802443,0.004080583452893305,0.4107570540411286,1.256692013390722,0.8500155428024868,3.3909516977522713,329.909133203068,0.04662242945958872,0.1516933285509321
5,"Anderson, Tyler",542881,0.6911006252176153,0.07295092117413748,0.9301474635542032,1.6941990099459558,5.3520514101457906,197.97385923996308,0.39352503141226514,0.2313375569583842,1.254662261380323,1.322787261380323,0.31968887665198237,0.25156387665198243,10.930203744493397,44.65510279001455,0.18125183553597646,0.2440244126284865,0.4929955947136564,1.0938289280469897,0.09073054331864905,0.5101027900146843,5.228120411160063,30.238436123348038,0.7133314977973568,0.718683920704847,0.30710840944650997,0.2493080974340296,1.2524064821623702,1.3102067941748508,4.309269657129903,653.5082277900146,0.2126987934142912,0.2020343580263031,0.24594478926136387,0.6922708241215356,1.6953692088498764,0.7571535954669768,3.711966329856054,228.06541877514474,0.5218057852818672,0.6680318141373123
6,"Bassitt, Chris",605135,0.4236930131225618,1.4300542635658915,0.7055891472868218,1.1481581294016316,4.410368850382525,51.60383036935718,0.08565344277245801,0.05856021685159796,1.915422228933857,0.3417855632739353,1.0662506795530051,1.190957112654787,17.115599516762316,106.42558139534867,0.5679465418302627,0.45504198127453943,0.7237821547223541,0.49727906976744185,1.2217441860465117,0.0006829615567157041,11.814337921215,109.2888467014709,0.07222971048884674,0.1540915994304699,0.144581012537085,2.2820707244712413,1.5576056081921714,0.5798841037419848,3.5085127763422292,264.107340415351,0.0942639487032253,0.06749267872523745,0.05900848153214766,2.1599326949384405,1.4354675786593707,0.7834735978112175,3.924612859097124,107.02247055270345,0.15183775649794806,0.0778891928864569
7,"Bauer, Trevor",545333,1.6384655573731506,0.8658738028493806,1.2483349427457537,1.2560044174767775,8.548267239329249,87.82971919004012,0.08486455713534213,0.03264079356042782,1.6444233160621762,0.7360766839378238,0.35361554404145074,2.026884455958549,5.674398963730567,141.75465949820773,0.2560044041450775,0.3065909326424858,0.2352703040139834,1.3903923465884263,1.0079312066920532,0.6177314439103565,4.465314626381172,90.98025792621775,0.11239137898745266,0.11589159747799549,0.5652000881931429,1.4188424649983464,1.8013036048947195,0.1827389482967699,2.799239334141774,1041.1842293906811,0.04270091500385842,0.17908885459155588,1.2101660043261733,1.2615815684893605,1.6440427083857336,0.8277048644298002,9.090542783842238,317.5022444931619,0.08301071482468947,0.1113755722118821
8,"Bieber, Shane",669456,0.6800631578947369,1.673911433756806,0.9143114337568059,1.439663157894737,4.54299818511798,296.60362068324594,0.11604863883847538,0.025146642468239833,1.9502102669404517,0.14682217659137564,0.6127778234086243,1.1906102669404517,5.075351129363455,244.16511295876353,0.10121889117043126,0.04124147843942527,0.7573356783919598,0.6922603015075377,0.0673396984924623,0.0022643216080402012,2.4866432160804095,52.558686418730304,0.013151758793969792,0.02756683417085437,0.176158904109589,2.1254739726027396,1.3658739726027396,0.5834410958904109,0.8093698630136856,890.1990494828067,0.03649863013698629,0.035021917808218284,,,,,,,,
9,"Buehler, Walker",621111,0.8073202280762909,0.9479902644290623,0.74998638846007,1.0053241040452832,3.786918812144151,144.97254383338304,0.18460202845143847,0.1721283385621568,1.9260798673226,0.19819897883124626,0.39620285480023854,1.7280759913536077,11.426585793082879,243.66081535444118,0.2754813282647586,0.23967016994633195,0.6272404708319937,0.4892341835458863,0.6872380595148786,0.4292365948630015,6.702034437180714,181.33845802674705,0.07173454077805164,0.0014481298896145134,0.24701768571281896,1.7788057651830176,1.5808018892140254,0.049013809743826686,0.09154217362286943,1095.0686508547667,0.2117526567072232,0.08303519174495655,0.42965464122440855,1.8026530510832837,1.6046491751142915,0.6276585171934008,3.7568276684555855,275.8714470284235,0.2885758298548995,0.19049542834426525
