,player_name,mlbAM_ID,CU_pfx_z_diff,CU_pfx_x_FF_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_FF_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_FF_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_FF_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_FF_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_FF_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_FF_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_FF_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_FF_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_FF_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff
10,"Anderson, Tyler",542881,2.6436917562724016,1.840358422939068,0.887589605734767,1.6909229390681004,18.393906810035844,38.60120120120109,0.018234767025089527,0.11412186379928446,,,,,,,,,0.3559457245263695,0.6608028673835123,0.2919659498207886,0.5968230926779314,9.39628776241679,307.7206625980821,0.13691730670762903,0.01302099334357365,0.4438525749858515,0.43766836445953583,0.5151004527447651,0.5089162422184494,0.8218307866440284,32.10412517780924,0.6338780418788905,0.37190152801358156,0.8145652309031014,1.8675710112499222,0.9148021940456212,0.13820358630119955,5.3173814407359,119.6972191845025,0.39378068866927696,0.23818385232146166
11,"Andriese, Matt",542882,2.496081585081585,0.9413846153846155,1.120051282051282,0.4346456876456877,11.886177156177155,382.0754451733833,0.09208391608391597,0.20301864801864866,,,,,,,,,1.2925128205128207,1.7682564102564102,0.2931794871794872,0.7689230769230769,5.937435897435904,183.90608891752572,0.10933333333333328,0.0194358974358968,0.6816703296703297,2.7256703296703297,0.6642344322344322,1.3797655677655678,1.205787545787544,176.30117820323994,0.12436630036630048,0.1221025641025637,1.1818724202626643,1.22162851782364,0.8398073796122577,0.8795634771732332,6.115334584115061,177.5211214483279,0.037746091307067076,0.011907442151343872
12,"Arrieta, Jake",453562,1.9566037735849056,0.13924528301886774,1.580754716981132,0.2366037735849057,10.13333333333334,402.5094339622642,0.08559748427672975,0.049999999999998934,0.5828402366863904,0.8588757396449703,0.8611242603550295,1.1371597633136095,3.1516765285996087,46.19642857142844,0.19090729783037474,0.16834319526627173,1.2780645161290323,2.537983870967742,0.8179838709677419,0.4419354838709677,4.6551075268817215,554.75,0.25155913978494615,0.19193548387096726,0.43076315789473674,2.5014473684210525,0.7814473684210527,1.2892368421052631,0.08719298245614482,153.247340425532,0.01929824561403537,0.025131578947368283,,,,,,,,
13,"Bard, Daniel",453268,,,,,,,,,0.8354672727272727,0.4208272727272727,1.1996272727272728,0.7849872727272726,9.481113636363645,103.20000000000027,0.1322790909090905,0.29477863636363644,1.0522860962566845,2.284050802139037,0.6635962566844918,0.5681684491978609,7.37374108734403,586.0627450980392,0.12186051693404654,0.25582999108734317,0.3956118881118881,2.220611888111888,0.6001573426573427,1.2248426573426574,0.3281905594405714,179.603846153846,0.08784090909090914,0.1432998251748243,,,,,,,,
14,"Barlow, Scott",605130,2.104953776382348,0.005124716553288167,1.7524263038548753,0.3474027559741846,16.77128466771326,162.80683760683723,0.1086516657945229,0.06436856793999635,1.4269321922317315,0.6157801184990126,1.1417709019091506,0.33061882817643184,11.332208689927583,79.7631484794274,0.18819618169848584,0.14617182356813707,,,,,,,,,0.11734693877551039,2.24734693877551,0.4897959183673468,1.6402040816326529,1.8661564625850389,49.35384615384601,0.07040816326530597,0.06520408163265223,,,,,,,,
15,"Barnes, Matt",598264,2.2767811514849843,1.1007097229135554,1.2201439356230297,0.04407250705160115,10.932748465239769,144.09461015175293,0.007269371163099336,0.09206570433051287,,,,,,,,,0.6909255784865539,2.7886178861788617,0.46776422764227654,1.6299280800500313,7.151626016260167,90.24332810047099,0.07765791119449661,0.07571294559099417,,,,,,,,,,,,,,,,
16,"Barria, Jaime",642545,,,,,,,,,0.9193004518482224,0.9890013065490771,0.7913171647885023,0.8610180194893571,8.133561979421856,67.97998996711476,0.12842669715281163,0.033152321846588784,0.44855479903360407,2.1409685921370523,0.3606501207994728,1.3317636723039754,7.716055348122126,803.0826242722796,0.43675708324181883,0.2800768723918292,0.20660262995685197,2.483054242860078,0.7027357715224984,1.5737158413807275,0.11308814464761952,92.66883116883128,0.0708115882473801,0.0009019930141773713,,,,,,,,
17,"Bass, Anthony",542914,,,,,,,,,1.259,0.8078666666666667,1.0838,0.6326666666666667,9.844666666666669,229.97333333333313,0.3258666666666666,0.12346666666666639,0.1707971014492753,1.8668840579710144,0.024782608695652186,1.7208695652173915,9.254347826086956,604.3840579710145,0.1668840579710144,0.04405797101449238,0.054593495934959435,2.3146422764227643,0.4229756097560976,1.8370731707317072,1.1392682926829139,8.820325203252196,0.16425203252032522,0.039837398373983035,,,,,,,,
18,"Bassitt, Chris",605135,2.435451571611435,0.21792348172379472,1.6600512018205091,0.5574768880671312,23.25083202958328,24.603567318757086,0.4480223296828332,0.3677890769449581,1.3786618444846295,0.14401898734177232,1.7339556962025315,0.4993128390596745,18.163833634719722,78.33408679927652,0.10095840867992778,0.04667721518987378,0.4398695028056897,2.6772921832180607,0.7993174996737571,1.438105180738614,9.70580712514682,210.4399733510993,0.10792966201226672,0.15968876419156963,0.2550092920509136,2.5413250815245974,0.6633503979802937,1.6229653914933904,0.6469757004102519,47.6753640562747,0.0766217258669657,0.07830200918685826,0.5646645272478755,1.1021762643370774,0.7757984192072265,1.3133101562964282,5.450151542164377,23.425803767754132,0.017185772865038418,0.03476644678195839
19,"Bauer, Trevor",545333,3.288064861012117,0.9115074839629366,1.5357932406747445,0.8407641363744356,13.81965134236161,153.28825136612022,0.15944790924210017,0.31919755286291274,1.8905628672150412,0.16640070505287907,2.280900019584802,0.55673785742264,12.89245299647473,169.68603603603606,0.185850274187231,0.12135037211124189,0.5391304347826087,2.4616304347826086,0.014329710144927454,1.9081702898550725,8.528804347826096,1048.6666666666665,0.01563405797101458,0.0014855072463770824,0.3966304347826086,2.971630434782609,0.5243297101449276,2.0506702898550726,0.5711956521739125,0.5833333333334849,0.12063405797101456,0.22648550724637673,1.7327380297193176,1.1695734727572922,1.277727251880389,0.7145626949183637,8.596631352045506,131.1023206751056,0.14681549257017057,0.015810401761145343
20,"Benjamin, Wes",605138,2.729799107142857,2.175513392857143,1.2226488095238095,1.7769345238095238,12.291369047619042,219.68526785714266,0.06958333333333311,0.007998511904761862,,,,,,,,,0.42544880319148937,0.9518317819148936,0.001032801418439755,0.527415780141844,6.391179078014176,561.3527260638298,0.10742907801418422,0.07067929964538955,0.10140624999999992,0.5280729166666667,0.4247916666666667,0.8514583333333334,0.5187500000000114,51.661458333333485,0.06583333333333341,0.014427083333333535,1.1989886675824175,1.8523952609890109,0.8995306776556776,0.24612408424908422,5.379418498168491,30.152300824175654,0.1744597069597067,0.07996852106227159
21,"Berríos, José",621244,,,,,,,,,,,,,,,,,0.9094061011452315,2.307473733995473,0.1342219857437248,1.2638456471065167,9.828061551974585,660.8225609342114,0.1943133677916289,0.25821864126212013,0.40045566533111,2.5880357365054873,0.41478398825373897,1.7727960829206382,0.5134845581464731,64.00543762287543,0.1334350347161739,0.037013662494088884,,,,,,,,
22,"Bieber, Shane",669456,2.7153376068376067,0.7687529914529914,1.492571794871795,0.45401282051282055,10.45359829059828,4.140341880341566,0.024099145299145253,0.00150769230769221,1.861778846153846,1.4088621794871794,0.8524626068376068,0.39954594017094014,9.594978632478615,194.76068376068406,0.06272970085470075,0.056559829059828814,1.125733211233211,2.84478083028083,0.583456043956044,1.135591575091575,5.376367521367513,691.4345543345542,0.08625152625152621,0.05499633699633666,,,,,,,,,0.7691923949066805,1.3618964765393335,0.8994283097854526,1.4921323914181057,4.860653235653217,172.26408512122816,0.09009506366649211,0.04196232339089434
23,"Bielak, Brandon",656232,2.653606779661017,0.8066067796610169,1.2494610169491525,0.5975389830508475,13.536677966101692,97.16813559322054,0.051623728813559255,0.05899661016949054,1.2774814065266884,0.6692724513028079,1.3867953453073616,0.778586390083481,9.778289906400204,90.34783708575787,0.14200910700733615,0.10483025550215075,0.806060625814863,2.7044260104302476,0.6483582138200783,1.2500071707953064,6.788177966101699,469.69244693105134,0.22386473272490237,0.18760723598435547,,,,,,,,,0.7816567796610168,1.034156779661017,1.0219110169491525,1.2744110169491527,4.281927966101691,207.6506355932206,0.011826271186440973,0.031203389830508854
24,"Boyd, Matthew",571510,2.3941663274996605,2.258240401573735,2.0110975444308776,2.1470234703568036,17.604327770994445,202.02616377845743,0.3229161579161577,0.27389838556505275,1.4696917716429911,1.461968194407219,1.2148253372643616,1.222548914500134,12.3964084695792,19.662116804654488,0.23997453765746446,0.3825891181988741,0.6222438345967758,0.14786311727488188,0.395005974417739,0.3751009774539187,12.636050224285526,422.26047068209004,0.06795332118861541,0.1090216646099007,0.28135531135531144,0.1582600732600734,0.4054029304029305,0.034212454212454335,1.1946886446886538,48.47953422724049,0.060402930402930544,0.10166666666666657,,,,,,,,
25,"Brasier, Ryan",518489,,,,,,,,,1.269818102949682,0.8457466743782533,1.1440508964719491,0.7199794679005205,10.06822151532677,173.0457489878545,0.3575775014459224,0.0473276460381733,0.8979371505687295,2.547937150568729,0.558139579718527,1.0918604202814728,8.806554848660113,724.8066319645266,0.2259822633506845,0.174839020628494,0.30665738866396763,2.6660323886639676,0.6762348178137653,1.6831401821862348,1.0741143724696371,26.833248987854404,0.11136892712550606,0.12138663967611318,,,,,,,,
26,"Brault, Steven",643230,1.6634526315789473,2.2792421052631577,1.812319028340081,1.1965295546558703,18.28772469635628,157.2291021671831,0.3885651821862348,0.0032631578947368567,1.4004357142857142,1.748590476190476,1.2816673992673993,0.9335126373626373,9.184247252747255,225.8956637807978,0.2802349816849814,0.06753571428571448,0.9403005524861878,0.18427845303867385,0.28264462388440303,0.4733774755631109,7.159809604759886,512.9387340901271,0.28741368465788364,0.008828729281768588,0.5886264150943394,0.05221132075471702,0.41471175616835987,0.12170333817126255,0.9428388969521109,187.33023735810093,0.07530798258345417,0.06045283018867842,,,,,,,,
27,"Brewer, Colten",605155,2.1568846815834766,0.014595524956970585,1.4125473321858864,0.7297418244406196,13.151721170395874,579.5110258868649,0.08808089500860561,0.12094664371772712,0.4256190476190475,0.5179047619047618,0.9092380952380953,1.0015238095238095,4.903809523809528,357.152380952381,0.07523809523809533,0.03609523809523818,0.3135714285714285,1.7035714285714285,0.27642857142857147,1.1135714285714284,8.357142857142875,211.42857142857156,0.4157142857142857,0.003571428571429003,0.09607142857142847,1.9335714285714283,0.5064285714285713,1.3310714285714287,0.7178571428571274,143.57142857142844,0.04321428571428587,0.0710714285714289,0.030283140283140275,0.7632110682110681,0.663931788931789,1.3968597168597168,0.1855212355212501,203.57142857142844,0.04433075933075914,0.019446589446588725
28,"Brubaker, JT",664141,1.8499529780564263,0.5194075235109717,1.3511097178683387,0.02056426332288397,12.81849529780564,607.5128526645767,0.1297836990595611,0.0760062695924768,0.9940159151193635,1.0685159151193635,0.8020013262599468,0.8765013262599468,5.901432360742703,384.31564986737385,0.012149867374005474,0.06529442970822341,0.5752906403940887,2.2998620689655174,0.42934482758620707,1.2952266009852216,5.576157635467979,491.4832512315272,0.18746305418719178,0.2113054187192116,0.41093299095133295,2.525968451944241,0.6554512105649304,1.4595842504279775,0.3642577647346599,49.0586940572266,0.03770114942528746,0.07859011983370046,,,,,,,,
29,"Bubic, Kris",663460,2.3427483275354564,2.196194273481402,1.342035857639818,1.4885899116938721,12.947736151993581,390.23198225612305,0.09421193470698408,0.0871358041209529,,,,,,,,,0.5022053565068738,0.3067737018306149,0.5473847140109693,0.35195305933471044,11.795820927416486,436.8390242486687,0.2043122729539142,0.09572099152361258,,,,,,,,,,,,,,,,
30,"Buehler, Walker",621111,2.7197897316821464,0.6184355650154799,1.4221217105263158,0.6792324561403509,14.872855392156865,496.43862874096976,0.03655443756449939,0.04915183178534566,1.735963974106389,0.7127821559245707,1.327775119617225,0.30459330143540675,9.367647058823522,402.67253025612126,0.16477413453419643,0.15542077117928432,,,,,,,,,0.3601422957847107,2.754180757323172,0.7136234817813762,1.680414979757085,0.35158371040725456,95.24005715646581,0.33036854012860206,0.23730888306739661,0.7508730650154798,1.1462848297213624,0.8942724458204334,1.289684210526316,4.1011764705882285,282.19071207430306,0.18334365325077395,0.16892879256965898
31,"Bumgarner, Madison",518516,1.6100672877846791,2.371123188405797,1.4425362318840578,0.6814803312629399,11.468995859213251,98.06728778467914,0.029860248447204807,0.03566770186335422,,,,,,,,,0.7532971014492755,0.45774154589371985,0.47084541062801943,0.17528985507246375,5.2919082125603865,710.4371980676328,0.06068840579710155,0.10535024154589401,0.24829710144927541,0.42829710144927535,0.5002898550724639,0.6802898550724639,0.1807971014492722,24.340579710144993,0.02347826086956495,0.026739130434783043,0.8098740245261986,1.7955663322185063,0.866979375696767,0.11871293199554067,4.831181716833882,97.231204710145,0.06971404682274285,0.028085284280936484
32,"Bundy, Dylan",605164,2.657798171900339,0.9098990122364736,1.0848670696348715,0.6630320900289941,16.52355889724312,74.42926144064677,0.09824266548724792,0.0766266155585047,1.6697925696594427,1.228263157894737,0.7665029239766081,0.3249735122119023,10.069329205366358,114.58362371341491,0.19339318885448886,0.15044341245269965,0.8866840488317569,2.6678822055137843,0.6731161236424394,1.1080820330395882,7.777475947934363,803.4715570318692,0.045953593661573144,0.08839100439270187,0.2620670794633644,2.6534788441692467,0.6587127622979017,1.7326990024079807,0.6757688338493182,75.41245471795764,0.09535190918472658,0.05939972480220135,,,,,,,,
33,"Burnes, Corbin",669203,1.8659304347826087,0.43995217391304353,1.1456478260869565,0.2803304347826088,14.99239130434782,294.838695652174,0.20208695652173903,0.07995217391304354,1.31414375,0.7089093750000001,0.876690625,0.27145625,9.38671875,240.16750000000002,0.11845312500000005,0.17929375000000025,0.774941592920354,2.3891008849557522,0.8035008849557522,0.810658407079646,7.198230088495578,714.9801769911505,0.11161061946902673,0.27010265486725693,0.26069221556886224,2.3373389221556886,0.7517389221556886,1.3249077844311379,0.1260479041916085,14.797365269460897,0.031005988023952158,0.03487664670658752,0.5649761006289308,0.9975861635220126,0.5880138364779874,1.0206238993710692,2.950628930817601,249.21584905660393,0.13689308176100645,0.12191069182389924
34,"Buttrey, Ty",621142,,,,,,,,,1.3109803424223208,1.049717184527584,1.1603229761149862,0.8990598182202494,13.864603677869368,320.1015007398014,0.18459057281758628,0.09003297400126886,0.8681181870338496,2.5157372346528972,0.3056970740103271,1.3419219736087207,9.86382673551347,407.5823801535255,0.2958261617900173,0.07450086058519823,,,,,,,,,,,,,,,,
35,"Cabrera, Génesis",650893,2.433366115702479,2.08328347107438,1.23218347107438,1.5822661157024793,14.775318181818193,185.22123966942127,0.1569487603305787,0.0651570247933888,,,,,,,,,0.6014923076923075,0.33860769230769217,0.5124923076923078,0.24960769230769242,7.614653846153857,460.0338461538463,0.45556923076923084,0.19784615384615378,0.27088333333333336,0.3554666666666666,0.49563333333333337,0.5802166666666666,0.8273333333333284,53.578333333333376,0.08938333333333348,0.03108333333333313,,,,,,,,
36,"Cahill, Trevor",502239,1.9826211180124222,0.10671635610766039,1.6121966873706004,0.26370807453416134,12.397349896480335,778.8225672877848,0.1179213250517599,0.22211801242236007,,,,,,,,,0.8980708534621578,2.1545152979066025,0.43560225442834133,0.8208421900161031,8.159677938808372,650.7869565217391,0.2678260869565219,0.35518679549114296,0.4335659801678108,2.3684782608695656,0.6495652173913045,1.28534706331045,0.010068649885582204,58.58695652173901,0.04559496567505672,0.018348588863462467,0.8404425465838509,0.9716925465838508,0.7472204968944101,0.87847049689441,5.710326086956513,11.51552795031057,0.2187810559006209,0.08995341614906849
37,"Canning, Griffin",656288,1.9835851648351648,0.849739010989011,1.3568936420722135,0.22304748822605963,10.619446624803757,115.17650566487737,0.25379317111459954,0.11272174254317235,1.6951622635355512,1.5399567840834965,0.666675868977728,0.5114703895256733,6.205853368744741,245.55863965991466,0.17871062808685112,0.05508212188985251,0.7707227891156463,2.7518112244897956,0.5451785714285714,1.4359098639455783,4.833418367346937,609.1370221865814,0.24186224489795927,0.05505952380952284,,,,,,,,,0.8329547128129602,1.4635732695139911,0.7430593835472333,1.3736779402482644,4.1099700189354,15.265324062974287,0.19053781822007143,0.028832579423521132
38,"Carrasco, Carlos",471911,1.8312121873182083,0.473989965095986,1.5182613438045376,0.16103912158231537,10.24589150668993,457.98287714035723,0.04352530541012212,0.02580061082024443,1.230167258160863,0.9411404125232791,1.0511108963772444,0.7620840507396606,7.695173758740651,307.9582465984854,0.06421518675990034,0.0903951298359047,1.1127962714022923,1.8399584335644543,0.15229287533606917,0.8794550374982313,6.022205320503758,1155.1148360692202,0.015438658553841744,0.04591322343285675,0.6065449965425269,2.559186505976489,0.5669351970759655,1.3857063123579967,1.3567667687444498,115.11924924478808,0.07370739899239354,0.0930569001284205,,,,,,,,
39,"Castano, Daniel",641447,,,,,,,,,0.9503150199379709,1.5480199379707578,0.9084523704031902,0.3107474523704032,10.04230394328755,205.92516614975648,0.11351439964554699,0.0631883030571565,0.20799099099099083,0.0019493243243242642,0.6415168918918919,0.8475585585585586,8.20106418918921,517.392286036036,0.10436993243243231,0.08129110360360414,0.008859535591929757,0.023675675675675634,0.6158918918918921,0.6484271031594975,2.3179215835554032,169.67413127413147,0.06110848877046027,0.07784773505900322,,,,,,,,
40,"Castellani, Ryan",624418,1.7691981262055663,0.2249124119198519,1.6936477975042319,0.1493620832185174,13.071828130535778,110.38257292445769,0.012407392827618713,0.10882258001023448,0.8702392326212405,0.7711881377307295,1.1473720716933542,1.0483209768028432,7.537587419268547,186.23554477013022,0.010066687048572609,0.030154010776931806,0.5198560209424082,2.110985053200473,0.19242484377638913,1.3987041884816755,6.749083769633529,697.1612058773856,0.011471457524067086,0.09297247086640681,0.03927909786548511,2.289279097865485,0.37071888844140166,1.8792811115585986,3.0510068465566036,158.51852597664129,0.14218485702778905,0.000575916230367568,,,,,,,,
41,"Castillo, Luis",622491,,,,,,,,,0.9993759426847664,1.0322190799396682,0.9160501508295625,0.9488932880844645,10.66270739064855,303.73297766669884,0.2406391402714929,0.3025094268476618,0.9496400251963837,2.4019232621906035,0.4536540314213724,0.9986292055728472,9.208474136653322,238.29258305263852,0.16867552245442408,0.4120674003260705,0.6769643801215968,2.526242730637061,0.5779734998678299,1.271304850647634,0.0357057890563226,80.86443976735245,0.04522171556965393,0.14301579434311318,,,,,,,,
42,"Cease, Dylan",656302,2.8305198496728283,0.6952723249203533,0.9822613937694348,1.1529861309830403,18.48846410652625,164.11792407310895,0.03981934031553447,0.1275075831282546,1.6642474059146912,0.730669424263315,0.946864294426473,0.013286312775096787,12.443267752028419,284.92989609599954,0.11691060790864571,0.14169839670502515,0.090130267236324,1.831144759989947,0.15361104130015912,1.587403451453464,14.590960877942535,791.3227449937976,0.04719988271760056,0.10846611376392712,,,,,,,,,,,,,,,,
43,"Cishek, Steve",518553,,,,,,,,,1.0781354166666666,0.2155104166666666,1.6085104166666666,0.31486458333333334,11.037083333333342,19.08421052631593,0.01345833333333335,0.06327083333333317,0.7835,2.3609999999999998,0.968,0.6095,6.810000000000002,506.25,0.07299999999999995,0.03399999999999981,0.36004761904761906,2.138857142857143,0.7458571428571428,1.032952380952381,1.1917857142857002,42.734939759036024,0.0008571428571433337,0.015404761904761699,,,,,,,,
44,"Cisnero, José",542585,,,,,,,,,1.1934163831938955,0.8660191229199228,1.1881419509055806,0.860744690631608,9.595085961202528,94.60719867610533,0.0038728509699363922,0.04405442677208882,0.6406200758681063,2.4958374671724544,0.44167639334695075,1.413540997957397,5.557265830172156,753.6807703530787,0.07224686314560858,0.10753282754595794,0.6443682018051378,2.379885443184448,0.3257243693589449,1.4097928720203656,0.9569659800971948,332.7744735015044,0.06939828743346443,0.06455681555195536,,,,,,,,
45,"Civale, Aaron",650644,2.6572420390870573,0.3399726663933307,1.33076807434741,0.9865012983463168,15.578078447451134,496.5291786251196,0.08599425994259935,0.047478474784748315,1.4970280764635602,0.7222700119474312,0.9484707287933094,0.1737126642771804,9.018130227001194,363.80256869772984,0.09926523297491041,0.04583333333333339,0.6157281858129315,2.621321406151915,0.9505806654111739,1.055012554927809,5.955869428750788,307.81293157564346,0.3118267419962335,0.21307909604519804,0.36135603345280765,2.4679420549581836,0.7972013142174432,1.309384707287933,0.4950418160095609,71.35872162485066,0.18117383512544794,0.13962365591397763,0.6083146634372791,0.9233282874154809,0.7474124533252599,1.0624260773034615,3.8486325562619754,158.1806314511232,0.011032394792612865,0.027593097184377413
