mlbAM_ID,Year,player_name,FF_pfx_z_diff,FF_pfx_x_SL_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_SL_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,CU_pfx_z_diff,CU_pfx_x_SL_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_SL_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_SL_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_SL_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_SL_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_SL_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_SL_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_SL_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff,pitch_usage,est_woba,run_value_per_100
643377,2021,"Jax, Griffin",1.500410642,-0.842964358,1.931627952,0.411747048,9.317680012,500.6618736,0.037707589,0.019206581,0.963073733,0.638046267,0.450617327,-2.051737327,3.468582488,95.09681106,0.299434286,0.204213456,0.809131395,-1.023483989,2.112147584,-0.279532199,2.304771358,1171.380503,0.040047619,0.039458584,,,,,,,,,,,,,,,,,31.1,0.272,-1.6
621076,2021,"Kaprielian, James",0.889188069,-1.090737095,0.774856413,1.205068751,7.734254082,239.1699097,0.224264207,0.169681095,0.910471175,0.181723947,0.497604629,-0.594590493,7.301787694,169.0380405,0.311089939,0.316618625,0.178476484,-1.184091626,0.868210944,0.137404198,1.523202251,982.8505826,0.119190655,0.133188988,0.427313711,-1.80530924,1.489428558,0.743194393,7.081808867,290.5260339,0.178826844,0.054135618,,,,,,,,,17.4,0.271,0.8
641745,2021,"Keller, Brad",1.492851823,0.412578442,0.420697842,0.65957554,8.026618353,259.429967,0.032465568,0.033731808,,,,,,,,,1.108344777,-0.712819607,1.54609589,0.275068493,3.891454265,583.4289331,0.045041699,0.037453696,1.117550594,-0.570954486,1.404230769,0.284274311,7.532938847,401.0171555,0.022285975,0.032853024,,,,,,,,,34.8,0.326,0.4
477132,2021,"Kershaw, Clayton",0.931088936,-0.724136967,0.350163732,2.005389635,3.557791305,148.2728554,0.010967366,0.038111642,1.954209124,-1.079154179,0.00485348,-0.879908425,12.83210123,118.4646244,0.335424575,0.14981352,0.624871795,0.402144522,1.476445221,1.699172494,0.026573427,490.6607616,0.276876457,0.165221445,,,,,,,,,,,,,,,,,47.5,0.252,1.7
572971,2021,"Keuchel, Dallas",1.168803879,0.387769397,0.99469648,1.775730963,11.22435345,163.8703305,0.209480963,0.239443247,,,,,,,,,0.389476492,1.183186377,1.79011346,0.996403576,1.735935494,743.7415624,0.113247286,0.072781745,0.393222713,1.17781129,1.784738373,1.000149796,9.9330409,389.1386934,0.009991782,0.031492518,0.614318524,-0.186494729,0.420432354,1.221245607,7.322213855,161.0146587,0.151667294,0.123126255,7.0,0.406,-2.6
579328,2021,"Kikuchi, Yusei",1.601195363,1.090768667,1.065541395,1.57596809,12.65541304,190.6182297,0.418525282,0.226336962,,,,,,,,,0.69075732,1.130794494,1.105567222,0.665530047,3.779651449,951.6950521,0.05357269,0.011565025,,,,,,,,,1.036647808,0.245697025,0.220469752,1.011420535,8.855172685,102.3329312,0.425639571,0.221454693,18.9,0.286,-0.9
547942,2021,"Kim, Kwang Hyun",0.95717601,-0.28654492,0.496092934,1.739813864,5.579690765,18.14184883,0.092944316,0.027100332,1.12435709,-0.849673546,0.067035692,-0.341719236,13.90918523,28.06782685,0.118211247,0.183471958,0.730189625,0.590761053,1.373398907,1.512827479,3.123862749,510.1009495,0.006657299,0.042839046,1.02342772,0.335570577,1.118208431,1.806065574,5.449946775,37.19618762,0.101276347,0.005696189,,,,,,,,,37.6,0.294,1.3
650633,2021,"King, Michael",1.201673394,-0.960686157,2.287093924,-0.124734373,15.46079415,290.6737123,0.117115741,0.253557325,0.746828479,0.483171521,0.843236246,-2.073236246,0.76828479,203.0033003,0.152621359,0.095242718,0.476346124,-1.640638003,2.96704577,-0.850061643,5.134157806,557.5429829,0.027219911,0.13832871,0.546747845,-1.611364305,2.937772071,-0.779659922,14.11382996,383.3011196,0.048920425,0.077747391,0.352256488,0.113432959,1.212974808,-0.974151279,8.201618123,268.2712742,0.002621359,0.059883241,10.2,0.377,-1.0
641755,2021,"Kinley, Tyler",0.909840399,-0.795322202,0.387587303,1.317575299,5.640194795,242.93896,0.051023081,0.041509931,1.071244966,-0.197244966,0.210489933,-0.663510067,4.280536913,150.0020236,0.187852349,0.05704698,0.503798512,-1.386636271,0.978901371,0.911533411,2.884884739,896.9414547,0.033886781,0.080742632,0.814088367,-1.305911633,0.898176734,1.221823266,5.552796421,67.93535694,0.068814318,0.08704698,,,,,,,,,52.1,0.244,0.4
656629,2021,"Kopech, Michael",1.607644546,-0.752355454,1.586636892,0.773363108,13.17863942,120.2510262,0.224266508,0.142876726,0.527644711,0.87338093,0.039099493,-1.361926148,5.397658529,20.16678217,0.097896515,0.227600184,0.828447243,-1.153276894,1.987558332,-0.005834194,5.589520958,630.4898112,0.069698534,0.13226719,,,,,,,,,,,,,,,,,28.9,0.225,0.4
641771,2021,"Kuhl, Chad",0.910884865,-1.08106034,1.145546745,0.84639846,6.054278028,290.2084037,0.140314862,0.001230766,1.049968194,0.645870316,0.581383911,-1.114454598,7.668679514,281.1051054,0.054567563,0.029278584,0.191657733,-1.431729364,1.496215768,0.127171328,0.16418965,799.0386267,0.067198616,0.170748465,0.596711497,-1.540439041,1.604925446,0.532225092,5.952899328,369.9632698,0.074091706,0.049511906,,,,,,,,,46.1,0.305,0.9
641778,2021,"Lauer, Eric",0.895492375,0.331191676,0.984581506,1.548882205,5.200658804,15.37927059,0.06127168,0.093291751,1.067390189,-0.959749344,0.306359513,-0.414000358,8.498334925,207.7546057,0.15594772,0.084961208,0.140035087,0.65030658,1.303696411,0.793424918,0.744871156,759.5340416,0.271203121,0.109472544,,,,,,,,,0.49307969,-0.189777453,0.463612377,1.14646952,2.953706737,103.5060334,0.353226392,0.03846971,12.1,0.259,2.9
642528,2021,"Loáisiga, Jonathan",0.833626374,-1.306135531,1.343058608,0.796703297,7.7496337,132.6794872,0.168553114,0.076373626,0.413665158,0.413122172,0.376199095,-0.450588235,3.351809955,79.84615385,0.04780543,0.088710407,0.362669231,-1.901830769,1.938753846,0.325746154,0.110461538,634.8911538,0.101573077,0.142469231,0.402128291,-1.879230769,1.916153846,0.365205214,8.228820341,219.9619257,0.013198245,0.047234125,,,,,,,,,2.4,0.3,-1.6
605347,2021,"López, Jorge",0.838019845,-1.21511612,0.921345628,1.131790336,9.385670118,254.1272649,0.238569169,0.00290696,1.346405107,0.232269357,0.526039849,-1.052634615,3.954632026,146.8639632,0.114027258,0.073725594,0.10938332,-1.655482451,1.36171196,0.403153812,2.617581692,617.2108043,0.115364176,0.029729343,0.445834652,-1.763611937,1.469841446,0.739605144,9.42320822,263.949362,0.121028019,0.032326624,,,,,,,,,5.6,0.319,1.5
476595,2021,"Luetge, Lucas",1.049857651,0.249857651,0.865409253,1.665409253,8.974733096,232.65,0.046441281,0.188220641,1.134110603,-0.880512719,0.264961118,-0.518559001,6.822092301,131.0944444,0.359484645,0.246368789,,,,,,,,,,,,,,,,,0.767740768,-0.250947544,0.364604058,1.38329237,7.014473356,235.0821149,0.247376901,0.188597264,22.4,0.352,-0.4
666200,2021,"Luzardo, Jesús",1.075767083,0.913280404,1.090147874,1.252634552,12.28189739,29.63415683,0.023811801,0.152761454,,,,,,,,,0.442061003,1.167578244,1.344445714,0.618928473,3.164644786,353.231903,0.201558648,0.110720814,0.885215958,1.187700235,1.364567705,1.062083428,11.65822535,1.434938664,0.036738653,0.122066,,,,,,,,,28.8,0.226,0.6
543475,2021,"Lyles, Jordan",1.486655992,-0.601409076,1.427108932,0.660956137,9.714989177,386.0009879,0.12814961,0.098692082,1.23390061,0.556415375,0.26928448,-2.059600466,3.04611677,44.82727737,0.178855389,0.130393017,0.752417027,-1.156055195,1.981755051,-0.073282828,3.064989177,1068.288513,0.030217653,0.050177369,1.006899066,-1.130732513,1.956432369,0.18119921,8.324857599,464.1438804,0.143081568,0.013677755,0.095837375,0.45113858,0.374561275,-0.72986248,2.9726699,122.9359359,0.297086006,0.08966811,14.2,0.276,0.4
663738,2021,"Lynch IV, Daniel",1.156609365,0.499006221,0.624311777,1.28191492,8.603596922,55.72372504,0.161656953,0.096658317,0.427107843,-0.119754902,0.005550654,-0.301802288,7.770539216,182.4210224,0.314454248,0.443710784,0.897808943,0.953857724,1.079163279,1.023114499,0.534126016,336.3218833,0.063380759,0.029514228,0.974994407,1.032980984,1.15828654,1.100299963,7.998864653,13.76156737,0.031051081,0.02718736,,,,,,,,,28.6,0.303,-0.1
628317,2021,"Maeda, Kenta",0.884425847,-1.085878501,1.087473593,0.882830755,8.479126434,251.5571906,0.002006268,0.046021072,1.467218175,0.480125575,0.478530483,-1.468813267,6.884365414,105.3915865,0.295535851,0.323334931,0.321129685,-1.470951467,1.472546559,-0.322724777,2.129406244,1060.538766,0.022180344,0.105887839,0.293586346,-1.746945568,1.74854066,0.291991254,7.831226341,301.2317512,0.044435452,0.050984532,,,,,,,,,36.7,0.282,0.6
641816,2021,"Mahle, Tyler",0.865214184,-1.56985965,1.249479602,1.185594231,7.313275567,198.9077116,0.118176093,0.099263644,,,,,,,,,0.125144058,-1.774679125,1.454299077,0.445524105,0.274056531,693.373792,0.023951556,0.028102002,,,,,,,,,0.135940899,-0.391493312,0.071113264,0.456320946,0.128887986,103.6857275,0.008511064,0.132215589,26.3,0.32,-0.2
640455,2021,"Manaea, Sean",0.893473387,0.429125561,1.025762332,1.490110158,9.292795867,48.83183857,0.18903295,0.053694677,0.137064916,-1.473255392,0.876618621,0.459571856,4.610516763,103.2633995,0.450345932,0.077587017,0.321410879,0.785898414,1.382535185,0.91804765,1.743090941,633.7969711,0.135904563,0.231399265,0.792168547,0.923610855,1.520247626,1.388805318,9.360327344,9.254980936,0.010508948,0.079753845,,,,,,,,,15.0,0.292,-0.5
666159,2021,"Manning, Matt",1.2137291,-0.415759827,0.731269086,0.89821984,8.138261878,90.67192725,0.022675879,0.089270064,1.100675926,0.511199074,0.195689815,-1.416185185,6.763263889,150.4851852,0.040025463,0.105673611,0.64314866,-1.156685594,1.472194854,0.3276394,2.146263045,750.1179916,0.155545324,0.080304635,1.061808731,-1.011007153,1.326516413,0.746299472,8.337690533,209.9768184,0.033071266,0.052304954,,,,,,,,,15.2,0.392,-2.4
666201,2021,"Manoah, Alek",1.308165143,-0.42329973,1.709764574,0.021700299,12.60659245,103.1956984,0.128083222,0.117923732,,,,,,,,,0.587375248,-1.094879087,2.381343931,-0.699089595,5.758892928,269.5722656,0.159229701,0.025659547,0.789891524,-1.182246969,2.468711813,-0.49657332,11.76986499,71.85943467,0.146882598,0.109344371,,,,,,,,,27.8,0.238,0.6
608566,2021,"Márquez, Germán",0.840093269,-0.626132106,0.632019956,0.834205418,8.564126163,341.9559439,0.067546611,0.092615865,0.370046057,0.212616664,0.206728814,-0.375933908,1.061145564,262.9191549,0.207429946,0.278295452,0.500065144,-1.025624511,1.031512361,0.494177294,0.194482298,750.1792433,0.068871829,0.209398969,0.639823765,-1.163298186,1.169186037,0.633935915,7.77548406,363.0488197,0.188225732,0.144388876,,,,,,,,,26.9,0.267,0.1
593372,2021,"Martinez, Carlos",0.902375856,-0.845180962,1.67730425,0.070252568,10.91256616,8.480659089,0.171162827,0.070643291,0.188918787,0.73322407,0.098899217,-1.021042074,4.226516634,110.2761414,0.016893346,0.316868885,0.259732164,-1.334529852,2.16665314,-1.091855452,2.3471415,201.9746464,0.071186753,0.073973395,0.132723667,-1.448406277,2.280529564,-0.699399621,8.802619766,114.4595829,0.032271303,0.225754199,0.651795499,-0.22743527,1.059558558,-0.180327789,8.089234282,111.2285855,0.003711049,0.106134778,22.8,0.343,-1.2
664208,2021,"Maton, Phil",1.508813433,0.46553787,1.225295464,-0.1820199,9.456959774,353.4457949,0.237761486,0.106898279,0.394391525,1.982509884,0.291676551,-2.085224858,6.051315789,150.6732765,0.070834569,0.049410057,,,,,,,,,,,,,,,,,0.5874871,0.931722394,0.759110939,-1.103346233,5.953095975,289.854644,0.260129515,0.059867389,14.5,0.308,-0.9
571927,2021,"Matz, Steven",,,,,,,,,1.230751456,-1.575927927,1.186558995,-0.841382524,11.22772816,256.4649641,0.06436048,0.087369846,0.197627042,0.858393025,1.247761957,0.19174189,3.824724811,180.5969492,0.074970939,0.039898854,0.555063604,0.783324146,1.172693078,0.944432536,5.596711604,105.1104821,0.057621944,0.098288981,,,,,,,,,8.1,0.275,-2.6
554431,2021,"Matzek, Tyler",2.045401831,0.953701964,0.953982666,2.045682533,11.28473055,456.1425051,0.015367443,0.05282533,0.648331384,-0.182405458,0.182124756,-0.648050682,3.913528265,46.09063641,0.015473684,0.09808577,,,,,,,,,,,,,,,,,,,,,,,,,26.8,0.183,0.8
543507,2021,"May, Trevor",1.813084674,-0.187717704,0.936111864,1.064690513,12.5108052,134.4045238,0.140381666,0.041234802,,,,,,,,,1.513226707,-0.547067411,1.295461571,0.764832546,2.954645771,781.9085444,0.186859596,0.21083641,,,,,,,,,,,,,,,,,24.5,0.227,1.5
594577,2021,"Mayers, Mike",1.308468861,-1.015462763,1.1961533,1.127778324,9.433698931,207.6179045,0.143150698,0.090811802,0.133810742,0.313810742,0.133120205,-0.046879795,8.39258312,25.87596899,0.738772379,0.264936061,0.708810742,-1.476189258,1.656879795,0.528120205,2.55741688,629.124031,0.021227621,0.170063939,,,,,,,,,0.918195768,-0.171242734,0.351933271,0.737505231,6.084422227,183.5864248,0.082194838,0.037817949,31.6,0.276,1.4
663556,2021,"McClanahan, Shane",1.189702224,0.705284201,1.190424113,1.674842135,7.25060394,143.7920755,0.146443916,0.149854089,1.063185673,-0.671775015,0.186635103,-0.578045762,6.646387597,253.8369396,0.123115775,0.068776645,0.75870998,1.131894693,1.617034605,1.243849892,0.01161412,674.1505013,0.09638725,0.072655179,,,,,,,,,,,,,,,,,34.7,0.278,1.2
621121,2021,"McCullers Jr., Lance",,,,,,,,,1.247690967,0.609758601,0.149700484,-2.007150052,1.830489194,125.6287974,0.007361733,0.156758565,0.402868731,-1.817229044,2.576688129,-1.162327816,0.183290904,1115.491848,0.038757709,0.078893725,0.129557707,-1.520105096,2.279564181,-0.629901378,7.937761627,682.7512482,0.185828677,0.212042649,0.10794831,-0.135954129,0.895413213,-0.651510774,3.766973377,259.7293022,0.038870133,0.214599641,25.9,0.237,1.8
663474,2021,"McKenzie, Triston",1.229415248,-0.702591331,0.693781807,1.238224772,5.701666928,93.82864279,0.224650472,0.063879926,1.157623209,0.090298139,0.099107663,-1.148813685,7.030439629,15.12879734,0.065592266,0.006163873,0.835084656,-1.273315344,1.26450582,0.84389418,0.35215873,539.9903704,0.005402116,0.048439153,,,,,,,,,,,,,,,,,19.1,0.318,0.2
607644,2021,"Means, John",0.919108768,-0.198597326,0.84330011,1.961006203,6.455420458,73.17879577,0.265655776,0.107081334,1.334620754,-1.845589341,0.803691905,-0.292723319,8.310200027,48.36877993,0.067526916,0.034023762,0.659436301,0.315641026,1.357538462,1.701333737,2.94377549,70.42547285,0.019607107,0.023985463,,,,,,,,,,,,,,,,,8.4,0.308,0.9
656731,2021,"Megill, Tylor",1.100201117,-1.036759777,0.981311501,1.155649393,8.877093046,26.69140821,0.028168561,0.035489694,0.990454545,0.023636364,0.079084639,-0.93500627,5.973432602,47.29514107,0.076147335,0.11511442,0.467476923,-1.351538462,1.296090186,0.522925199,0.270838196,630.936817,0.09652679,0.154746419,,,,,,,,,,,,,,,,,18.7,0.218,0.4
489119,2021,"Miley, Wade",1.057637405,-0.097386291,1.205897291,2.360920987,10.66873099,70.68002405,0.626825706,0.445941501,1.057295191,-1.21318408,0.090099502,0.245988391,4.486998342,81.14593698,0.307300166,0.297976783,0.237702295,0.899823935,2.203107518,1.540985877,2.709750047,503.2963492,0.098648272,0.150698769,0.694342802,0.814342802,2.117626384,1.997626384,9.489094848,284.7985075,0.23132884,0.239123736,0.246255302,-0.660927797,0.642355785,1.549538884,6.192630674,33.39236128,0.469159505,0.420602209,5.2,0.301,-1.6
621219,2021,"Mills, Alec",1.469706734,-0.479694464,2.162399382,-0.212998184,12.09765633,361.4349431,0.012017522,0.094638019,0.588849619,1.343873154,0.338831764,-2.271554537,10.78845561,210.818049,0.106965996,0.174404723,0.638823041,-0.946483707,2.629188625,-1.043881877,2.451254652,782.3723222,0.057021271,0.015068641,0.929406972,-1.047171341,2.729876259,-0.753297946,12.444127,371.3421438,0.004052242,0.039289848,,,,,,,,,12.6,0.217,-0.6
501985,2021,"Minor, Mike",1.067363504,0.004896896,0.601092359,1.663558966,5.318400911,178.9589359,0.005890293,0.002126876,1.172652832,-0.737373027,0.141177565,-0.57645737,5.166295971,229.8925563,0.180215539,0.160962026,0.816081345,1.245225314,1.841420777,1.412276808,0.392286485,485.5570029,0.019154698,0.007090981,,,,,,,,,,,,,,,,,21.9,0.4,-1.4
663554,2021,"Mize, Casey",1.147766608,-0.929407305,1.0802972,0.996876713,7.937207686,88.62520277,0.482238245,0.306158765,0.988755224,0.642582356,0.491692461,-1.139645118,4.656096108,42.33710407,0.140264,0.18845222,0.133386124,-1.170693816,1.32158371,-0.284276018,0.083182504,1136.808258,0.289817119,0.133031674,0.60250628,-1.533437645,1.68432754,0.451616385,7.293493748,177.81459,0.314640927,0.168487222,,,,,,,,,28.1,0.296,1.6
593423,2021,"Montas, Frankie",1.092149184,-0.942282634,1.054846737,0.979585082,8.364041375,80.64468364,0.077190559,0.02849796,,,,,,,,,0.04031879,-1.31906325,1.431627353,-0.152882892,0.569548157,883.0000986,0.050881945,0.000388403,0.82347205,-1.599359207,1.711923309,0.710907948,8.122745303,170.8936994,0.073061068,0.019826785,0.218684538,-0.034699301,0.147263403,0.106120435,2.646099456,37.49168609,0.032599845,0.025889666,12.9,0.355,-1.0
669212,2021,"Morgan, Eli",0.860828096,-1.528721323,1.194336939,1.19521248,5.222333962,104.6716644,0.110954632,0.033280301,1.288303821,0.070316869,0.404701253,-0.953919437,8.947794346,0.479548514,0.071635083,0.007165269,0.171257344,-1.80697163,1.472587246,0.16312704,10.41671703,314.7684703,0.18765029,0.048716076,,,,,,,,,0.886735967,-0.997110187,0.662725803,1.221120351,1.348094248,255.5257565,0.096754447,0.02961192,23.6,0.345,-1.5
605397,2021,"Musgrove, Joe",1.19381614,-0.284508819,1.584717152,-0.106392194,9.264575328,183.0407563,0.066151838,0.027802616,1.009788752,1.048477723,0.25173061,-2.309997086,2.002046463,24.63593974,0.162900444,0.138143927,0.505080088,-0.634004419,1.934212752,-0.795128245,2.993282242,714.2471002,0.166734328,0.06237607,0.676117647,-0.744215686,2.04442402,-0.624090686,9.108568627,312.0480392,0.061290196,0.039944118,0.822335716,0.275831043,1.024377291,-0.477872618,6.49812626,150.4996683,0.029642844,0.026821376,27.8,0.261,1.5
593576,2021,"Neris, Hector",0.872943628,-1.253235411,0.965508138,1.160670901,6.432562525,395.2397777,0.045854506,0.174511711,,,,,,,,,0.409367237,-1.150337534,0.862610261,-0.121639964,3.49689919,832.3740286,0.218280378,0.141546355,0.415115562,-1.836579353,1.54885208,0.702842835,7.099768875,278.4188451,0.027265023,0.074468413,,,,,,,,,3.5,0.242,0.4
641927,2021,"Ober, Bailey",1.198396097,-0.650412314,1.245779962,0.60302845,10.85727048,19.40131941,0.090887163,0.004320025,1.115394042,0.738323906,0.142956259,-1.710761689,6.447680995,144.2581071,0.08836727,0.136275452,0.591280637,-1.437000613,2.03236826,-0.00408701,3.213296569,295.6773897,0.171933211,0.036479779,,,,,,,,,,,,,,,,,18.4,0.318,-2.6
543606,2021,"Odorizzi, Jake",0.970835512,-1.360125272,1.460791939,0.870168845,9.111230937,79.73868597,0.258398693,0.207310458,0.98618287,0.213400463,0.112733796,-1.086849537,9.583634259,32.27569444,0.126930556,0.024298611,0.039297938,-1.345307973,1.44597464,-0.061368728,1.630872104,773.7251779,0.317489874,0.218882321,,,,,,,,,0.455805068,-0.170089669,0.270756335,0.355138402,3.591442495,22.47251462,0.075415205,0.062222222,7.3,0.368,-0.6
660271,2021,"Ohtani, Shohei",1.028518137,-0.571123119,1.631123119,-0.031481863,13.36154958,131.0832081,0.185707025,0.117842003,1.387978744,0.757383575,0.302616425,-2.447978744,7.782705314,21.30014234,0.478956522,0.415852174,0.046989525,-0.670068544,1.730068544,-1.106989525,5.868761732,988.5430397,0.339756585,0.227820345,,,,,,,,,0.084078179,0.034600268,1.025399732,-0.975921821,4.794752343,86.82453026,0.10886747,0.10268996,21.9,0.25,2.3
493603,2021,"Ottavino, Adam",1.252390049,-0.37697704,2.009586529,-0.38021944,14.85013012,309.2933105,0.198656565,0.222555899,0.824160584,1.442089416,0.190520073,-2.456770073,3.308941606,56.45985401,0.249416058,0.380182482,0.340444679,-1.237450058,2.870059547,-1.29216481,7.796321552,734.3559355,0.054794468,0.096366692,0.644371162,-1.200898679,2.833508168,-0.988238327,14.01455046,463.7957015,0.249606535,0.120809466,0.655707837,0.366234153,1.266375336,-0.976901652,6.659479447,30.82961967,0.042047637,0.139524587,47.8,0.289,0.4
670912,2021,"Oviedo, Johan",0.805171493,-0.661638112,1.016034999,0.450774606,9.246416296,282.1103295,0.05094947,0.05274863,0.711387205,0.748922873,0.394525986,-1.065784092,8.92851024,115.2112745,0.160784544,0.274824601,0.560733646,-1.354565499,1.708962387,0.206336759,0.783674216,692.2059326,0.082156041,0.135003492,,,,,,,,,,,,,,,,,23.7,0.332,-0.4
672715,2021,"Patiño, Luis",0.994272694,-0.902934077,1.029970088,0.867236683,9.785653515,108.0473737,0.107223251,0.0811011,0.986823638,0.193024847,0.065988836,-1.113859649,8.188017292,49.22171717,0.123142785,0.050572904,0.546215578,-1.743784422,1.870820433,0.419179567,1.618979143,555.9859477,0.128650807,0.103076829,0.518835277,-1.520467049,1.64750306,0.391799266,8.614977775,165.1179587,0.249020164,0.004621529,,,,,,,,,26.4,0.259,0.4
676840,2021,"Peacock, Matt",0.076049383,-1.021049383,0.857067901,0.087932099,5.569135802,583.7692308,0.115987654,0.174104938,,,,,,,,,0.181897986,-1.522312541,1.358331059,0.345879467,0.725074724,897.1396011,0.149777128,0.250894412,0.373401228,-1.484578794,1.320597313,0.537382709,6.087504282,594.9848706,0.087663844,0.032437792,,,,,,,,,24.5,0.209,-0.8
642547,2021,"Peralta, Freddy",1.122508684,-0.838640741,1.779409972,0.181739453,12.90213859,106.3310968,0.03584257,0.026070087,0.711802695,0.444024076,0.496745154,-1.652571926,3.731525086,50.83273038,0.23379101,0.226606981,0.081070289,-1.477619667,2.418388898,-0.859698942,7.547947458,643.0392236,0.07297944,0.025556139,0.84580335,-1.407745037,2.348514268,-0.094965881,11.93586125,37.66863649,0.050530914,0.087737283,,,,,,,,,26.5,0.215,0.8
503449,2021,"Peralta, Wily",1.258612202,-0.623645863,0.697732819,1.184525245,11.13223235,303.0052127,0.215855306,0.066567321,,,,,,,,,0.505961298,-0.896851202,0.970938159,0.431874341,1.237296607,1122.46376,0.304130599,0.022361248,1.096180487,-1.007139101,1.081226057,1.022093531,11.54027193,381.7564321,0.253607052,0.062274615,,,,,,,,,22.2,0.375,-1.1
656849,2021,"Peterson, David",1.238557091,0.862336853,1.306971889,1.683192127,10.6143813,163.2887556,0.38567931,0.098929658,0.642335766,-0.432335766,0.01229927,-0.19770073,8.508237748,237.9911366,0.284280501,0.384614181,0.666079534,1.46728172,1.911916756,1.110714571,1.809560847,310.8186151,0.180986199,0.005136014,1.006981004,1.333813302,1.778448338,1.45161604,10.34455728,151.6961055,0.376361246,0.08265766,,,,,,,,,24.4,0.379,-2.0
501381,2021,"Pineda, Michael",1.109092001,-0.626562053,0.581582296,1.154071758,9.415671518,17.00894321,0.109015735,0.033476223,,,,,,,,,0.593287084,-1.426435138,1.381455381,0.638266841,4.290785256,243.9288301,0.068647942,0.139629864,,,,,,,,,,,,,,,,,28.9,0.246,-0.1
601713,2021,"Pivetta, Nick",1.498405583,-0.572739884,0.885837527,1.18530794,8.826720709,5.818288369,0.290873587,0.110701806,1.689619079,0.520749585,0.207651942,-2.002716722,7.389320238,454.2609893,0.275091856,0.136223448,0.770308418,-1.257291582,1.570389226,0.457210774,1.919447811,421.0416835,0.159782492,0.107693603,1.329175084,-1.180824916,1.493922559,1.016077441,7.344781145,48.0016835,0.218417508,0.143973064,,,,,,,,,21.6,0.308,-0.7
668676,2021,"Plesac, Zach",0.697239162,-1.449322318,0.738811512,1.407749967,6.098746609,14.49945379,0.007164895,0.012484164,1.255121017,-0.581843008,0.128667797,-0.544610211,6.48467665,149.4147503,0.046491208,0.01888888,0.143168526,-1.746663563,1.036152758,0.853679332,1.006876594,433.7856164,0.147852168,0.09105306,,,,,,,,,,,,,,,,,23.1,0.236,1.3
592644,2021,"Plutko, Adam",1.200989294,-0.738753789,0.769045052,1.170698031,8.510033002,245.3838213,0.300113588,0.193220193,1.221848762,0.572235745,0.541944482,-1.252140025,6.099288938,399.0112129,0.033772733,0.047764255,,,,,,,,,,,,,,,,,0.473248648,-0.135613627,0.165904889,0.442957386,4.681730713,112.3987559,0.074645079,0.053098657,10.2,0.388,-4.2
615698,2021,"Quantrill, Cal",1.166305132,-0.821677324,0.993172651,0.994809805,7.65156583,145.9796806,0.063084112,0.022767534,0.30178785,0.17251215,0.001016822,-0.473283178,5.434785047,43.47011293,0.002042445,0.033096768,0.628660436,-1.027725857,1.199221184,0.457165109,1.703738318,955.2920782,0.234549957,0.157548277,1.004429423,-1.21161053,1.383105857,0.832934096,7.617795447,222.3512886,0.006235627,0.057705126,0.355661905,0.067130094,0.104365233,0.184166578,1.698490647,102.0429747,0.274864606,0.207769151,4.5,0.263,0.9
656876,2021,"Rasmussen, Drew",1.709160158,-0.119431391,0.679375836,1.149215713,10.65105634,218.5736164,0.304708885,0.171441777,0.742166667,0.683145833,0.123201389,-1.302111111,6.021875,28.14027778,0.012118056,0.089048611,1.239772989,-0.867468391,1.427412835,0.679828544,3.795689655,873.9484674,0.003788314,0.056673372,,,,,,,,,,,,,,,,,27.6,0.25,1.3
592662,2021,"Ray, Robbie",0.830986767,0.084269948,0.761129453,1.507846271,6.138758432,86.55090673,0.067792887,0.018852379,0.605300344,-0.701897203,0.025037698,0.07155916,6.104790468,61.15684585,0.091272554,0.096500043,0.518289055,0.251120913,0.927980418,1.195148559,0.421808491,459.439244,0.183316756,0.073834016,0.622448347,0.483698347,1.160557851,1.299307851,6.497107438,106.6625259,0.214349174,0.051342975,,,,,,,,,30.8,0.222,1.2
621052,2021,"Reyes, Alex",1.479297768,-0.40630119,1.118844048,0.766754911,10.21654315,204.0695153,0.052976786,0.004685714,1.610961905,0.755895238,0.043352381,-2.323504762,6.967809524,222.6176871,0.1302,0.079019048,0.847435904,-0.871148167,1.583691024,0.134893047,3.935747155,1116.623442,0.114091277,0.060137295,1.269290139,-0.985996056,1.698538913,0.556747282,10.26567773,307.1801572,0.02775267,0.046038191,,,,,,,,,28.0,0.192,3.8
