mlbAM_ID,Year,player_name,FF_pfx_z_diff,FF_pfx_x_SL_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_SL_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,CU_pfx_z_diff,CU_pfx_x_SL_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_SL_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_SL_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_SL_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_SL_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_SL_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_SL_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_SL_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff,pitch_usage,est_woba,run_value_per_100
596057,2020,"Norris, Daniel",1.309482144,0.432829784,0.815565633,1.692217993,7.289408049,144.6641833,0.177855292,0.197402219,0.966698113,-0.636698113,0.253962264,-0.583962264,9.160377358,35.77358491,0.161415094,0.033584906,0.038298113,1.04643522,1.429171069,0.344437736,2.217622642,988.8864151,0.488984906,0.292148428,,,,,,,,,,,,,,,,,21.6,0.262,0.9
670912,2020,"Oviedo, Johan",0.882458014,-0.330353231,0.842777474,0.370033771,9.959930632,252.4689668,0.133332421,0.149546367,0.715629117,0.934805665,0.422381423,-1.22805336,7.82687747,25.84848485,0.127216733,0.164252306,0.770138146,-0.993391266,1.505815508,0.257713904,2.502406417,1059.466132,0.07206328,0.020940285,,,,,,,,,,,,,,,,,29.7,0.321,1.4
570240,2020,"Peña, Félix",0.875309524,-1.25302381,0.862238095,1.266095238,9.109285714,339.4690476,0.23797619,0.100666667,,,,,,,,,0.333065538,-1.630027246,1.239241532,0.723851252,1.824543446,591.6315476,0.042264359,0.147649485,0.755021095,-1.590989267,1.200203553,1.14580681,9.71249815,262.3186158,0.174487417,0.131544041,,,,,,,,,30.4,0.124,1.9
642547,2020,"Peralta, Freddy",1.464922161,-0.363841575,1.059674908,0.769088828,12.75604396,48.11584249,0.027797619,0.052541209,0.06230919,1.513243769,0.817410436,-0.633524143,0.767056075,2.528426791,0.142566199,0.043142523,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.198,2.4
593974,2020,"Peralta, Wandy",0.839241302,0.414695847,0.905498316,1.330043771,7.257811448,99.55769231,0.25104826,0.218373737,,,,,,,,,0.160265069,1.023075527,1.513877996,0.651067538,0.065250545,29.01403326,0.030254176,0.200686275,0.557081129,0.86819224,1.358994709,1.047883598,7.054232804,37.78205128,0.034797178,0.146269841,,,,,,,,,33.2,0.231,1.5
656849,2020,"Peterson, David",1.294896617,1.081738722,1.51431015,1.727468045,10.85652256,88.87697368,0.261338346,0.114511591,0.484920635,-0.523253968,0.09068254,-0.052349206,6.825714286,43.78888889,0.259174603,0.29784127,0.79068609,1.502199248,1.934770677,1.223257519,2.376259398,258.2355263,0.00793797,0.080531328,1.022310268,1.492232143,1.924803571,1.454881696,10.54850446,104.2984375,0.062785714,0.101686756,,,,,,,,,25.9,0.215,2.7
501381,2020,"Pineda, Michael",1.169991729,-0.656280201,0.640680201,1.185591729,9.624937343,77.07989975,0.129092481,0.090653383,,,,,,,,,0.536074725,-1.422194505,1.406594505,0.551674725,3.157967033,293.0265934,0.015863736,0.187981319,,,,,,,,,,,,,,,,,38.5,0.188,3.7
668676,2020,"Plesac, Zach",0.953283232,-1.094970193,0.774229452,1.274023973,6.482217149,65.52071401,0.040258118,0.031525241,0.969907407,-0.309907407,0.010833333,-0.649166667,7.15787037,46.27314815,0.002314815,0.016898148,0.335101096,-1.461531557,1.140790816,0.655841837,0.233012094,520.6101663,0.146818783,0.152839191,,,,,,,,,,,,,,,,,27.8,0.134,4.3
592644,2020,"Plutko, Adam",1.498474026,-0.330876623,0.971709957,0.857640693,9.937554113,340.030303,0.297077922,0.134264069,0.842619048,0.95077381,0.309940476,-1.483452381,4.218452381,317.0833333,0.111666667,0.122619048,0.975833333,-0.744166667,1.385,0.335,3.263095238,998.047619,0.121190476,0.08452381,,,,,,,,,0.701474359,0.318047786,0.322785548,0.060641026,5.57511655,189.9463869,0.12530303,0.051759907,2.7,0.129,1.5
519144,2020,"Porcello, Rick",0.733427827,-1.276086736,0.869884645,1.139629918,5.311660634,60.21751632,0.276777849,0.027318765,1.058981882,0.212418118,0.618620209,-0.652779791,11.31076655,228.8030662,0.057420209,0.094522648,0.044017365,-1.847001236,1.440799146,0.362184725,4.427863325,677.2288693,0.202976565,0.050687029,0.226925296,-1.941328293,1.535126202,0.633127386,3.820955938,213.6986563,0.136465915,0.019166347,,,,,,,,,29.2,0.34,-1.0
615698,2020,"Quantrill, Cal",1.221261141,-0.577223708,0.882174688,0.91631016,8.875044563,233.9491979,0.330499109,0.069331551,0.106617647,0.463382353,0.158431373,-0.411568627,5.343137255,75.34313725,0.096470588,0.185392157,0.895838493,-0.690652735,0.995603715,0.590887513,0.565944272,851.182423,0.059453044,0.034607843,1.216134291,-1.025222298,1.330173279,0.911183311,8.780506156,284.7423621,0.195661195,0.022872777,,,,,,,,,35.3,0.366,0.4
670990,2020,"Ramirez, Yohan",0.948154762,-1.05093254,2.236170635,-0.237083333,13.63551587,53.60729537,0.074365079,0.212936508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,0.159,2.8
592662,2020,"Ray, Robbie",0.829125082,0.213827463,0.80734184,1.422639459,7.274031391,43.25671551,0.101700644,0.023087378,0.739271743,-0.637882854,0.044368477,-0.145757366,3.016444799,181.6216874,0.125315229,0.093682464,0.765174617,0.103450479,0.696964856,1.358688994,2.9388234,75.2086649,0.114834196,0.178565605,0.590292584,0.618187321,1.211701698,1.183806961,6.729023037,27.5317139,0.124385404,0.06757777,,,,,,,,,29.4,0.216,1.2
572070,2020,"Richards, Garrett",1.118881085,0.27617686,0.21348757,0.629216656,6.64102089,268.2394933,0.025680026,0.004708857,1.345217268,1.112240359,0.62257593,-1.834881697,8.477852349,406.400182,0.315122853,0.271127858,,,,,,,,,1.142461144,-0.546617803,1.036282232,0.652796715,6.855042388,303.3424585,0.008445779,0.025409749,,,,,,,,,37.8,0.278,0.9
543699,2020,"Roark, Tanner",0.869450793,-0.94876599,0.581448917,1.236767866,6.540056285,117.1571625,0.205799505,0.023136193,1.885957132,0.33586105,0.703178123,-1.518640059,11.09624908,569.345606,0.189113082,0.153845159,0.265463001,-1.454367507,1.087050434,0.632780074,3.190843324,686.4146863,0.027260232,0.05156573,0.676351778,-1.589668123,1.22235105,1.043668851,6.29514622,135.7003094,0.073866339,0.011117886,,,,,,,,,18.2,0.428,1.4
593144,2020,"Rodríguez, Richard",1.754680704,-0.669127125,1.669682681,0.754125148,11.62649268,134.5692962,0.203900092,0.033990378,,,,,,,,,,,,,,,,,1.846388889,-1.098611111,2.099166667,0.845833333,12.22222222,248.8611111,0.02462963,0.096481481,,,,,,,,,27.6,0.213,1.9
669432,2020,"Rogers, Trevor",0.955366569,0.829262673,1.24031106,1.366414956,12.50242983,404.7848764,0.027836196,0.13803938,,,,,,,,,0.250262293,0.955271688,1.366320075,0.160786095,3.362456937,566.2156279,0.028177263,0.07430238,0.894533236,1.111805963,1.52285435,1.305581623,12.75686706,452.5987292,0.060498534,0.098374878,,,,,,,,,21.8,0.294,-2.2
643511,2020,"Rogers, Tyler",1.506644224,-1.792722655,1.800674463,-1.514596031,11.47733286,288.8564898,0.028307347,0.060120482,,,,,,,,,,,,,,,,,2.136041344,-1.260232215,1.268184022,-2.143993151,11.00839624,330.2332055,0.022228916,0.007755337,,,,,,,,,36.2,0.313,-0.7
444468,2020,"Rondón, Héctor",1.288684919,-0.65173393,1.147081152,0.793337696,10.27706879,245.6138743,0.098342423,0.014508072,,,,,,,,,0.475704365,-1.240724206,1.736071429,-0.019642857,2.941765873,570.9642857,0.011835317,0.126755952,0.965896003,-1.285079607,1.780426829,0.47054878,9.957096883,300.847561,0.055459011,0.004811992,,,,,,,,,36.9,0.322,-1.1
572096,2020,"Rosenthal, Trevor",1.532973048,-0.436506506,0.899631506,1.069848048,10.44759758,60.91454461,0.047319238,0.120048327,,,,,,,,,1.00305303,-1.042098485,1.505223485,0.53992803,0.386022727,823.5011364,0.086617424,0.017606061,1.447035714,-0.879392857,1.342517857,0.983910714,11.22303571,94.21964286,0.090482143,0.077,,,,,,,,,20.5,0.238,1.4
434671,2020,"Sánchez, Aníbal",1.061076923,-0.836423077,1.041423077,0.856076923,5.773461538,150.2576923,0.0815,0.109730769,0.520166667,-0.032333333,0.237333333,-0.725166667,7.198333333,269.9,0.126333333,0.021666667,0.191242775,-1.457572254,1.662572254,-0.013757225,3.944942197,804.7976879,0.163930636,0.034985549,0.863571429,-1.419285714,1.624285714,0.658571429,6.04512987,218.9220779,0.093766234,0.06237013,0.690178571,-0.350089286,0.555089286,0.485178571,3.967410714,112.9241071,0.022410714,0.074241071,0.4,0.158,8.2
664350,2020,"Sánchez, Sixto",1.193114702,-0.78681011,1.53787394,0.442050872,12.75074388,290.7557191,0.244898416,0.420401536,,,,,,,,,0.371313723,-1.34660574,2.09766957,-0.379750107,3.222490361,654.7818078,0.084909325,0.069418821,0.505960622,-1.364561766,2.115625595,-0.245103207,10.79518895,357.0928866,0.071697364,0.100096856,0.457176418,0.453322252,0.297741578,-0.293887411,3.312632979,83.46742021,0.02512633,0.110928635,8.4,0.128,3.5
663776,2020,"Sandoval, Patrick",1.062326682,0.212019515,0.976436693,1.82674386,8.18317804,512.5505137,0.064201093,0.020396365,1.067060436,-0.802805117,0.038387939,-0.302643258,6.394935387,214.9507979,0.016954706,0.000832789,0.609172188,0.752905521,1.517322699,1.373589366,0.304580777,968.6069631,0.15736728,0.161737423,,,,,,,,,,,,,,,,,25.1,0.242,1.3
453286,2020,"Scherzer, Max",1.093407775,-1.084567135,1.216233802,0.961741108,9.192362834,87.19423766,0.148444996,0.161548111,0.948498057,0.993411033,0.861744367,-1.080164724,8.326138306,397.1052836,0.11391453,0.224275058,0.028673451,-1.418130672,1.549797339,-0.102993215,0.542642524,944.5432637,0.046254736,0.001892678,,,,,,,,,0.539059829,-0.279230769,0.410897436,0.407393162,5.660683761,189.2008547,0.032777778,0.033034188,19.3,0.221,1.9
668687,2020,"Scrubb, Andre",,,,,,,,,1.628874346,0.553167539,0.098167539,-2.083874346,6.431413613,372.1322751,0.064188482,0.143036649,,,,,,,,,,,,,,,,,1.332570093,0.276028037,0.178971963,0.877570093,7.353738318,68.77934272,0.271308411,0.194065421,0.5,0.0,5.1
622608,2020,"Senzatela, Antonio",0.746922549,-0.653695098,0.936695098,0.463922549,8.079313725,37.98151649,0.022748039,0.046221569,0.720885185,0.4918,0.2088,-1.003885185,7.142592593,138.9048148,0.52652963,0.327737037,0.588935417,-0.854814583,1.137814583,0.305935417,0.117447917,49.32145833,0.002577083,0.054273958,,,,,,,,,,,,,,,,,24.8,0.281,1.9
656954,2020,"Sheffield, Justus",1.221042373,0.864792373,1.221538136,1.577788136,10.68398305,582.5199153,0.137516949,0.072758475,,,,,,,,,0.307505788,1.332322861,1.689068623,0.66425155,4.472397685,774.4315006,0.020653783,0.146203597,0.750576271,1.412125908,1.768871671,1.107322034,10.01636804,558.9554479,0.075961259,0.062198547,,,,,,,,,33.5,0.24,1.8
533167,2020,"Shoemaker, Matt",1.244005289,-0.860813988,1.137765207,0.96705407,10.66461945,182.1798413,0.167587423,0.129944167,0.360288248,0.731075388,0.454124169,-0.637239468,6.018403548,73.845898,0.001574279,0.074911308,0.222094197,-1.029836838,1.306788057,-0.054857023,3.951690496,826.9007569,0.181342304,0.039365854,0.729895165,-1.494403081,1.7713543,0.452943945,10.49674797,95.90051348,0.195545571,0.097558836,,,,,,,,,18.4,0.316,-2.4
592741,2020,"Shreve, Chasen",2.100321351,1.462682462,1.371505991,2.00914488,11.86623094,19.43351573,0.054174837,0.064724946,,,,,,,,,1.059873461,1.691036252,1.599859781,0.96869699,3.548939808,1125.065321,0.137937756,0.058071135,,,,,,,,,,,,,,,,,8.1,0.433,1.5
608371,2020,"Sims, Lucas",1.621486571,-0.500800424,1.713596123,0.408690872,10.82250832,98.2028348,0.180499542,0.161293216,0.282065889,1.374104324,0.161308625,-1.494861588,1.708830931,698.6854267,0.028968199,0.052958133,0.536758833,-1.257526882,2.470322581,-0.676036866,4.431797235,532.2365591,0.124439324,0.226635945,,,,,,,,,,,,,,,,,20.0,0.134,0.6
663903,2020,"Singer, Brady",1.169405059,-0.552023513,1.097434984,0.623993587,9.784218026,190.9739286,0.097520485,0.023897399,,,,,,,,,1.009890773,-1.156109227,1.701520698,0.464479302,4.696503741,223.1025,0.018063342,0.024268828,1.150199745,-0.996798623,1.542210095,0.604788274,10.22183164,146.6439356,0.157746539,0.001348464,,,,,,,,,37.4,0.314,0.2
669373,2020,"Skubal, Tarik",1.215874119,0.717483315,1.127913422,1.626304227,8.318168335,129.6245829,0.008596589,0.094252874,1.196533427,-0.575663862,0.165233754,-0.786103319,9.472136512,73.86442263,0.414081346,0.294057971,1.013446403,0.578497949,0.988928057,1.42387651,2.898492407,644.9370358,0.541732624,0.336254296,,,,,,,,,1.171075269,0.096789555,0.507219662,1.581505376,9.33655914,114.812596,0.0259447,0.081904762,15.7,0.315,-0.4
642083,2020,"Slegers, Aaron",0.893553114,-0.862161172,0.727032967,1.028681319,6.345757021,102.0973748,0.041843712,0.001016484,,,,,,,,,0.214067914,-1.395391545,1.26026334,0.349196119,1.822430122,488.1124971,0.065511666,0.049050589,0.353971778,-1.621263122,1.486134917,0.489099983,6.430792176,160.0586244,0.049264613,0.04501979,,,,,,,,,30.2,0.339,-3.4
595001,2020,"Smith, Josh A.",0.753766692,-0.872159234,0.732635425,0.893290501,3.76505417,239.101285,0.18366843,0.079962207,1.196319728,0.772180272,0.911704082,-1.056795918,9.001581633,306.6600743,0.143369048,0.097008503,0.166134818,-1.865683364,1.726159555,0.305658627,3.949536178,753.6332715,0.123896104,0.034953618,0.402919078,-1.763498832,1.623975023,0.542442888,3.519798964,263.270992,0.088848614,0.06667682,,,,,,,,,34.5,0.42,-3.0
605483,2020,"Snell, Blake",1.267276822,0.201871417,0.797628993,1.863034398,7.614291564,64.22649969,0.067674038,0.02045864,1.096955267,-1.08012987,0.484372294,-0.501197691,7.235858586,18.7210303,0.105746753,0.090790043,0.678786096,0.791550802,1.387308378,1.274543672,0.585187166,724.1278806,0.199054367,0.087355615,,,,,,,,,,,,,,,,,15.1,0.06,3.4
465657,2020,"Soria, Joakim",1.969866282,0.044134574,1.755207531,0.170524176,15.00940308,449.8619764,0.113716303,0.012153402,1.052383041,1.40872807,0.390614035,-2.851725146,6.527046784,21.06432749,0.50754386,0.373903509,1.095688854,-0.245487616,2.044829721,-0.703653251,9.644195046,1232.157895,0.015789474,0.279589783,1.700394737,-0.549605263,2.348947368,-0.098947368,16.01184211,435.6578947,0.630789474,0.522763158,1.455394737,0.700394737,1.098947368,-0.343947368,10.61184211,1322.157895,0.160789474,0.367236842,20.2,0.268,0.0
642397,2020,"Soto, Gregory",0.880055556,0.075611111,0.695236111,1.499680556,8.928055556,5.270042194,0.142152778,0.158430556,,,,,,,,,,,,,,,,,0.611459459,0.891695946,1.511320946,1.231084459,9.611689189,33.09730474,0.050591216,0.106523649,,,,,,,,,20.3,0.082,4.2
605488,2020,"Springs, Jeffrey",1.514368421,0.963315789,1.201497608,1.752550239,9.113014354,51.66267943,0.012229665,0.21537799,,,,,,,,,0.934380952,1.001333333,1.239515152,1.172562771,1.478138528,733.4731602,0.254930736,0.290060606,,,,,,,,,,,,,,,,,27.2,0.326,-3.0
608717,2020,"Stratton, Chris",1.244923077,-0.393076923,0.805076923,0.832923077,6.437230769,273.6625641,0.049841026,0.005310256,0.656315789,1.270947368,0.858947368,-1.068315789,6.632,188.0435088,0.161217544,0.085680702,0.396181818,-1.061818182,1.473818182,-0.015818182,0.412,703.7660606,0.031351515,0.032175758,,,,,,,,,,,,,,,,,26.7,0.296,-4.7
548389,2020,"Stripling, Ross",1.247256292,-0.697785962,0.825982683,1.119059571,5.897111522,217.9680212,0.088822443,0.012730316,1.609154687,0.070178646,0.058018075,-1.737351408,7.07232871,159.2155107,0.326716267,0.192525011,0.432105386,-1.231108899,1.359305621,0.303908665,1.20236534,793.6443794,0.095217799,0.055813817,1.312486339,-1.214180328,1.342377049,1.184289617,5.820491803,159.1229508,0.211639344,0.051885246,,,,,,,,,15.0,0.396,-1.0
642121,2020,"Sulser, Cole",0.90501087,-1.490572464,1.118688406,1.276894928,6.262880435,40.22192029,0.317588768,0.141599638,,,,,,,,,0.191656508,-1.891894894,1.520010836,0.563540566,1.796072057,669.2144115,0.188507382,0.08757822,,,,,,,,,,,,,,,,,16.6,0.361,-0.1
547888,2020,"Tanaka, Masahiro",1.114007456,-1.074479031,1.0313411,1.157145387,8.336486486,49.61885061,0.104351351,0.018642125,0.709187739,0.311923372,0.355061303,-0.666049808,9.001111111,89.22414456,0.197222222,0.191988506,0.386270085,-1.356975988,1.313838057,0.429408016,3.151989529,701.911528,0.134497382,0.06550334,0.574137931,-1.608275862,1.565137931,0.617275862,7.543793103,163.9157022,0.189172414,0.091448276,,,,,,,,,37.7,0.234,0.3
527054,2020,"Teheran, Julio",0.825585113,-0.950881553,0.981658252,0.794808414,8.209482201,258.2571391,0.014021359,0.019713269,0.570781553,0.695385113,0.664608414,-0.601558252,8.097184466,88.91176471,0.156954693,0.199553398,0.43547207,-1.511629379,1.542406079,0.404695371,1.269916983,869.5882353,0.19436049,0.016191079,0.137876341,-1.61917629,1.649952989,0.107099642,7.770183955,369.8952528,0.081115483,0.017025549,,,,,,,,,18.0,0.425,-5.1
573204,2020,"Thielbar, Caleb",1.653929356,0.156972834,1.26346634,2.760422862,12.02640065,74.1579583,0.043811406,0.021040843,1.638605605,-0.516289815,0.590203691,-0.532112098,9.056828435,59.10789474,0.430113465,0.135483254,,,,,,,,,,,,,,,,,,,,,,,,,16.4,0.382,-3.3
657044,2020,"Thompson, Ryan",0.263489703,-2.044805492,2.729712324,-0.948396535,16.32469761,36.81971232,0.102994443,0.522350441,,,,,,,,,0.86884058,-1.772173913,2.457080745,-1.553747412,2.993995859,896.2670807,0.003871636,0.059192547,1.292772991,-2.098349028,2.783255861,-1.977679824,14.60659187,263.1559696,0.050260469,0.113247846,,,,,,,,,38.4,0.254,0.5
657053,2020,"Toussaint, Touki",1.181197259,-0.647446809,1.043829787,0.784814281,8.600516889,0.841327083,0.056065633,0.018588773,1.112305963,1.07973629,0.683353311,-1.508688942,9.712286485,233.9679353,0.311348517,0.319270303,0.156253191,-0.744446809,1.140829787,-0.240129787,0.170680851,802.5733935,0.070289362,0.092317021,0.513353191,-1.401846809,1.798229787,0.116970213,7.151319149,128.2331915,0.289889362,0.018417021,,,,,,,,,9.6,0.708,-13.7
595014,2020,"Treinen, Blake",1.310608974,-0.653557692,1.183653846,0.780512821,8.700961538,174.6784188,0.060801282,0.096559829,,,,,,,,,,,,,,,,,0.773806561,-1.242347285,1.772443439,0.243710407,8.457861991,342.5945804,0.08604638,0.051957014,0.941370879,0.277370879,0.252725275,0.411274725,5.830247253,49.19587912,0.033206044,0.019401099,26.3,0.272,0.5
605513,2020,"Turnbull, Spencer",1.036005686,-0.075008139,0.736550428,0.374463397,8.400616732,27.47087145,0.095672673,0.117278928,0.880807501,0.977141217,0.315598928,-1.54234979,5.925449675,165.3413701,0.011783391,0.144561806,0.187190751,-1.332695613,1.994237901,-0.474351538,1.865750791,663.1290101,0.03042232,0.122728403,0.632288557,-1.179353234,1.840895522,-0.029253731,9.52238806,246.4935173,0.074626866,0.022636816,,,,,,,,,20.9,0.253,2.1
570632,2020,"Ureña, José",0.76639375,-1.204272917,0.998179167,0.9724875,9.99878125,223.9932432,0.101375,0.034592708,,,,,,,,,0.525022321,-1.508191964,1.302098214,0.731116071,4.757924107,650.0714286,0.141339286,0.048359375,0.203411932,-1.695557765,1.489464015,0.409505682,9.623508523,197.3954545,0.009897727,0.028919981,,,,,,,,,32.3,0.282,0.1
628711,2020,"Urías, Julio",1.119389059,0.016485174,0.728568507,1.831472393,7.871395706,157.9043967,0.174206288,0.066165644,1.125929487,-1.040160256,0.328076923,-0.413846154,9.052884615,120.7884615,0.017516026,0.01,0.293864943,0.895071839,1.607155172,1.005948276,1.374568966,823.7672414,0.314260057,0.256293103,0.867916667,0.620416667,1.3325,1.58,7.6625,177.5,1.345208333,0.685,,,,,,,,,5.5,0.335,-4.9
664353,2020,"Urquidy, José",1.481810134,-0.766480464,1.937373321,0.310917277,13.76613248,356.2730464,0.827884615,0.492191697,1.370917367,0.751043417,0.41984944,-2.541810224,2.447794118,3.351890756,0.411519608,0.206344538,0.692516234,-1.53862013,2.709512987,-0.478376623,4.990909091,610.5438312,0.608068182,0.166672078,,,,,,,,,,,,,,,,,13.1,0.341,-0.1
570488,2020,"Valdez, Phillips",,,,,,,,,,,,,,,,,0.114212851,-1.170807229,1.793807229,-0.508787149,3.504056225,472.8261044,0.102216867,0.60235743,0.369608696,-1.449173913,2.072173913,-0.253391304,10.67043478,24.81884058,0.006173913,0.618695652,,,,,,,,,5.9,0.511,-0.7
592826,2020,"Velasquez, Vince",1.28035503,-0.761952663,0.961568047,1.080739645,7.25,58.73964497,0.001360947,0.004575937,1.151677656,0.051179487,0.148435897,-1.35129304,3.703919414,105.8787546,0.019018315,0.048369963,0.233527005,-1.475090016,1.674705401,0.03391162,1.802291326,891.2373159,0.13797054,0.117182215,0.712703297,-1.363296703,1.562912088,0.513087912,6.482747253,259.3549451,0.011076923,0.096106227,,,,,,,,,12.0,0.205,-0.7
592836,2020,"Walker, Taijuan",1.204300529,-0.897030832,0.972715042,1.128616319,7.93384304,297.1417581,0.137931486,0.045598256,1.601141928,0.454700769,0.379016558,-1.676826138,10.66968066,21.63325605,0.043845653,0.034715553,0.425495507,-1.447553273,1.523237484,0.349811297,3.789287548,739.8470125,0.087734917,0.098101412,0.811005263,-1.540894737,1.616578947,0.735321053,7.864263158,382.2535979,0.046489474,0.013547368,,,,,,,,,21.5,0.312,-0.9
657277,2020,"Webb, Logan",1.146044243,-0.621955757,1.746008044,0.021991956,11.63613675,596.6594716,0.107793866,0.117982906,,,,,,,,,0.065882353,-0.942418301,2.066470588,-1.189934641,3.200653595,1102.345243,0.107581699,0.017581699,0.53846732,-1.33134518,2.455397467,-0.585584967,10.31256944,719.0925926,0.019177288,0.058881944,0.786263617,-0.018366013,1.142418301,-0.337788671,9.112962963,343.9579772,0.016830065,0.078518519,15.3,0.293,0.1
543901,2020,"Weber, Ryan",,,,,,,,,0.52351089,1.780272894,0.145552348,-2.449336132,3.189189189,6.72185778,0.032414065,0.193718184,0.587438582,-0.845430984,2.771256226,-1.338386661,4.040869565,509.3364289,0.011548333,0.031078936,0.533542505,-1.114872129,3.040697372,-1.392282737,11.00762195,290.7355779,0.070285342,0.054120294,0.874270279,0.089592859,1.836232383,-1.051554964,8.506451613,187.269809,0.000375822,0.101468838,16.0,0.313,0.0
605525,2020,"Wendelken, J.B.",1.251644089,-0.232149015,0.7872383,0.696554803,9.339685961,105.6888491,0.059830665,0.00875,1.266170635,0.901607143,0.346517857,-1.821259921,4.347123016,0.094949495,0.156438492,0.088353175,0.494429724,-1.221376728,1.776466014,-0.060659562,1.255385945,1003.740176,0.002451037,0.140374424,0.643440476,-1.263892857,1.818982143,0.08835119,8.430654762,335.8606061,0.113505952,0.151980159,,,,,,,,,26.2,0.203,5.7
554430,2020,"Wheeler, Zack",0.938287385,-0.726626035,0.847152351,0.817761069,7.161293385,64.72176654,0.188850915,0.102772082,1.296325983,0.658261173,0.537734857,-1.416852299,9.714303342,222.3602661,0.054476635,0.141544074,0.658225273,-1.277970379,1.398496695,0.537698958,0.480580981,743.0856852,0.087547038,0.006107297,0.77586528,-1.437303444,1.55782976,0.655338965,6.83008447,196.4998917,0.133248863,0.002915313,,,,,,,,,15.9,0.293,-0.4
592866,2020,"Williams, Trevor",1.146099019,-0.259592225,0.897119901,0.508571344,8.851915588,0.988257382,0.018686891,0.016095448,0.232425687,0.79799098,0.160463305,-0.869953362,4.846586716,8.026851852,0.102221197,0.139911337,0.701209618,-1.069241995,1.70676967,0.063681943,2.409703607,425.2191159,0.032760624,0.033593144,0.65020013,-1.066623399,1.704151074,0.012672455,6.986060343,317.5481481,0.084487953,0.142560886,,,,,,,,,26.6,0.307,-2.0
605538,2020,"Wisler, Matt",1.482245253,-0.633254747,1.663963608,0.451536392,10.67026899,451.1262658,0.082632911,0.006191456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4,0.237,2.7
621295,2020,"Wittgren, Nick",1.406819665,-0.770943492,1.221408609,0.956354549,7.966697266,255.8108935,0.095078539,6.73e-05,,,,,,,,,0.250265781,-1.173030923,1.623496039,-0.200199336,1.187349859,732.2767697,0.185106057,0.170907232,1.728837209,-1.341162791,1.791627907,1.278372093,8.369767442,287.8372093,0.059069767,0.106511628,0.123122924,0.415265781,0.035199336,-0.327342193,1.562624585,65.87707641,0.041212625,0.006511628,11.4,0.485,-5.0
592879,2020,"Wojciechowski, Asher",1.543532099,-0.4509052,1.581112097,0.413325202,11.20035924,200.1986473,0.224713383,0.052521344,0.276404095,1.231877155,0.101670259,-1.406610991,1.798028017,81.17866379,0.019892241,0.069795259,1.111546798,-0.732738916,1.862945813,-0.018660099,4.831034483,443.5704433,0.255231527,0.196482759,,,,,,,,,0.567462764,0.378975369,0.751231527,-0.562744132,5.947337004,75.89145175,0.014146624,0.135181107,21.5,0.454,-2.8
605540,2020,"Woodruff, Brandon",1.368744019,-0.61173445,0.788098086,1.192380383,8.406339713,68.15085606,0.050087719,0.078345295,0.908583916,0.268595571,0.092231935,-1.084947552,4.640967366,80.90310078,0.097459207,0.164434732,0.714180961,-1.344168096,1.520531732,0.537817324,1.434605489,707.5009873,0.000230132,0.023965123,1.054342686,-1.214767827,1.391131463,0.877979049,8.099895859,161.3221245,0.02907784,0.070785551,,,,,,,,,10.9,0.229,1.1
657140,2020,"Wright, Kyle",0.690417693,-1.348625785,1.072845439,0.96619804,6.580382006,73.86267907,0.073280221,0.072481025,0.90181238,0.613083454,0.888863801,-0.626032033,6.028666908,215.3877183,0.099176301,0.058453757,0.11256262,-1.739202085,1.463421739,0.388342967,0.670027202,755.5423892,0.055284484,0.068752125,0.269814873,-1.765635578,1.489855231,0.545595219,5.790280165,267.9232339,0.167577201,0.11643363,,,,,,,,,24.2,0.383,0.2
685493,2020,"Yamaguchi, Shun",1.022429949,-1.186350539,1.323443562,0.885336926,9.156704481,161.3278614,0.137959161,0.09987975,1.15998062,0.75251938,0.615426357,-1.297073643,10.36744186,189.1182171,0.343003876,0.277131783,0.03697557,-1.199601832,1.336694856,-0.174068593,3.187103594,1029.460066,0.013789053,0.031374207,,,,,,,,,,,,,,,,,17.1,0.426,-7.1
660623,2020,"Ynoa, Huascar",1.422088164,-0.668866893,0.874157898,1.216797158,8.860980322,237.3715891,0.667255514,0.392126806,,,,,,,,,1.018002646,-1.101997354,1.30728836,0.81271164,0.60489418,288.297619,0.077962963,0.013253968,1.234391534,-1.165608466,1.370899471,1.029100529,6.413227513,220.7142857,0.257407407,0.202857143,,,,,,,,,46.6,0.256,1.5
