mlbAM_ID,Year,index,player_name,Stuff,FF_pfx_z_diff,FF_pfx_x_SL_pfx_z_diff,FF_pfx_x_diff,FF_pfx_z_SL_pfx_x_diff,FF_release_speed_diff,FF_release_spin_rate_diff,FF_release_pos_x_diff,FF_release_pos_z_diff,CU_pfx_z_diff,CU_pfx_x_SL_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_SL_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_SL_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_SL_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_SL_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_SL_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_SL_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_SL_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff,pitch_usage,est_woba,run_value_per_100
605130,2020,10,"Barlow, Scott",99.0,1.426932192,-0.330618829,1.141770902,0.6157801190000001,11.332208690000002,79.763148,0.1881961810000001,0.1461718239999996,0.678021585,1.421807475,0.6106554020000001,-1.489173658,5.439075979999998,83.04368900000009,0.296847847,0.2105403919999995,,,,,,,,,1.3095852529999998,-0.820414747,1.63156682,0.4984331799999999,9.466052219999996,30.409302000000025,0.1177880179999999,0.0809677419999994,,,,,,,,,41.2,0.302,1.9
642545,2020,11,"Barria, Jaime",95.0,0.919300452,-0.861018019,0.7913171649999999,0.989001306,8.13356198000001,67.97998999999982,0.1284266970000003,0.0331523219999994,,,,,,,,,0.470745653,-1.22166814,1.151967286,0.540446507,0.4175066300000054,735.1026340000001,0.3083303859999997,0.2469245510000002,0.712697822,-1.563753791,1.494052937,0.7823986759999999,8.246650119999998,24.68884100000014,0.0576151090000003,0.0340543149999996,,,,,,,,,45.8,0.204,3.3
542914,2020,12,"Bass, Anthony",131.0,1.259,-0.6326666670000001,1.0838,0.8078666670000001,9.84466667000001,229.9733329999999,0.3258666669999999,0.1234666669999997,,,,,,,,,1.088202898,-0.607884058,1.059017391,0.637069565,0.590318840000009,834.3573909999998,0.1589826089999999,0.0794086959999997,1.204406504,-1.055642277,1.50677561,0.753273171,8.705398380000005,238.79365899999996,0.1616146339999999,0.0836292680000001,,,,,,,,,39.0,0.193,0.4
605135,2020,13,"Bassitt, Chris",107.0,1.378661844,-0.499312839,1.7339556959999998,0.1440189870000001,18.16383363,78.33408700000018,0.1009584089999999,0.0466772149999998,1.056789727,1.160738363,0.0739044939999999,-2.291432584,5.086998399999999,53.73052000000007,0.548980739,0.4144662919999993,0.938792342,-1.298630339,2.533273196,-0.2958505149999999,8.45802651000001,288.7740610000001,0.208888071,0.2063659789999992,1.123652552,-1.162663237,2.397306094,-0.1109903049999999,17.51685793,126.0094509999999,0.1775801349999999,0.1249792239999996,0.813997317,0.27648558,0.958157277,-0.4206455399999999,12.713682090000006,54.90828300000021,0.0837726359999999,0.0814436619999998,1.8,0.229,2.5
545333,2020,14,"Bauer, Trevor",135.0,1.890562867,-0.556737858,2.28090002,0.1664007049999998,12.892452999999987,169.68603600000006,0.1858502740000001,0.1213503720000002,1.397501994,0.979055383,0.7451067790000001,-3.121664156,0.927198340000004,16.397785000000113,0.3452981830000001,0.4405479249999997,1.351432432,-0.571067568,2.29522973,-0.3727297300000001,4.363648649999988,1218.352703,0.170216216,0.1198648650000002,1.493932432,-1.081067568,2.80522973,-0.23022973,13.463648649999996,169.10270300000002,0.065216216,0.1051351350000002,0.157824837,0.7209893940000001,1.003172768,-1.566337325,4.2958216499999935,38.583716000000095,0.039034781,0.1055399699999997,15.9,0.146,4.7
669456,2020,15,"Bieber, Shane",122.0,1.861778846,-0.39954594,0.852462607,1.408862179,9.59497863,194.760683,0.062729701,0.0565598290000002,0.8535587600000001,1.093025855,0.640109188,-1.306475427,0.8586196600000022,198.9010250000001,0.0386305559999999,0.0550521360000004,0.736045635,-0.983001984,1.435918651,0.283128968,4.218611109999998,886.195238,0.0235218249999999,0.0015634919999998,,,,,,,,,1.092586451,0.49988237,0.046965703,0.6396697840000001,4.734325400000003,22.496598000000176,0.027365362,0.0145975050000002,11.6,0.283,0.8
656232,2020,16,"Bielak, Brandon",110.0,1.277481407,-0.7785863900000001,1.386795345,0.669272452,9.778289909999998,90.34783700000024,0.142009107,0.1048302559999996,1.3761253729999998,0.4708746269999999,0.137334328,-1.984334328,3.7583880600000015,6.820298999999977,0.1936328359999999,0.1638268659999999,0.4714207809999999,-1.426944604,2.0351535590000003,-0.1367881739999999,2.990111939999992,560.0402840000002,0.0818556259999998,0.0827769800000002,,,,,,,,,0.4958246269999999,0.2433246269999999,0.364884328,-0.1123843279999999,5.49636194,117.30279900000004,0.1301828360000001,0.0736268659999996,11.2,0.358,0.1
571510,2020,17,"Boyd, Matthew",110.0,1.469691772,1.222548914,1.2148253370000002,1.461968195,12.396408469999995,19.662117000000308,0.2399745380000002,0.3825891179999994,0.9244745559999998,-0.78854863,0.796272207,-0.932198133,5.2079193,182.3640469999996,0.5628906960000002,0.6564875029999993,0.8474479370000001,1.617554889,1.6098313119999998,0.8397243600000001,0.2396417500000041,441.9225880000001,0.1720212170000001,0.273567453,1.18833646,1.627951845,1.620228268,1.180612883,11.201719830000002,68.14165100000037,0.1795716070000002,0.2809224509999994,,,,,,,,,22.7,0.366,-4.2
518489,2020,18,"Brasier, Ryan",112.0,1.269818103,-0.719979468,1.144050896,0.8457466749999999,10.06822151,173.0457489999999,0.357577502,0.0473276459999993,,,,,,,,,0.371880952,-1.278119048,1.7021904760000002,-0.052190476,1.261666660000003,897.8523810000002,0.1315952390000001,0.2221666669999997,0.963160714,-1.396214286,1.820285714,0.539089286,8.994107139999997,146.2125000000001,0.468946429,0.1687142860000001,,,,,,,,,33.0,0.276,1.6
643230,2020,19,"Brault, Steven",109.0,1.400435714,0.933512637,1.281667399,1.748590476,9.18424725,225.89566399999967,0.2802349820000001,0.0675357139999999,0.263016918,-0.8788063910000001,0.5306516290000001,0.085137844,9.103477450000014,68.66656199999989,0.1083302000000001,0.0707988720000001,0.460135162,1.216157261,1.564312023,0.808289924,2.024437639999988,738.834398,0.0071787030000001,0.0763644430000001,0.8118092990000001,1.348224393,1.696379155,1.1599640610000002,8.241408349999986,413.2259009999998,0.204926999,0.1279885439999999,,,,,,,,,22.5,0.37,0.3
605155,2020,20,"Brewer, Colten",109.0,0.425619048,-1.00152381,0.909238096,0.5179047619999999,4.903809530000004,357.1523809999999,0.075238096,0.0360952380000005,1.731265634,0.411023523,0.5033092370000001,-1.63897992,8.247911639999998,222.35864500000025,0.1633189910000001,0.0848514049999993,0.1120476189999999,-1.277952381,1.185666667,0.2043333329999999,3.453333330000006,568.5809519999998,0.3404761899999997,0.0396666670000005,0.329547619,-1.507952381,1.415666667,0.421833333,5.621666669999996,213.5809519999998,0.0320238100000001,0.1071666670000004,0.395335907,-0.3375920209999999,0.245306307,0.487621621,4.718288290000004,153.5809519999998,0.119568855,0.0166486490000004,20.8,0.381,1.5
664141,2020,21,"Brubaker, JT",109.0,0.994015915,-0.8765013260000001,0.8020013260000001,1.068515915,5.901432360000001,384.3156490000001,0.0121498679999998,0.0652944299999997,0.855937063,0.474608391,0.5491083910000001,-0.781437063,6.917062939999994,223.19720300000017,0.1419335670000001,0.1413006990000003,0.4187252749999999,-1.305846154,1.231346154,0.4932252749999999,0.3252747199999959,875.7989009999999,0.1753131859999999,0.1460109889999996,0.583082924,-1.531952537,1.457452537,0.657582924,6.265690120000002,335.25695499999983,0.0255512819999998,0.0132956900000005,,,,,,,,,32.3,0.289,1.3
621111,2020,22,"Buehler, Walker",148.0,1.735963974,-0.304593302,1.32777512,0.7127821560000001,9.367647059999996,402.6725299999998,0.164774135,0.1554207709999993,0.983825758,1.117528409,0.0943465909999999,-2.007007576,5.505208330000002,93.76609899999994,0.128219697,0.1062689399999996,,,,,,,,,1.375821678,-1.018216783,2.041398601,0.35263986,9.719230769999996,497.9125869999998,0.165594405,0.0818881120000005,0.985090909,0.589679144,0.433502674,-0.038090909,5.266470589999997,120.4818180000002,0.0185695179999998,0.0135080210000007,7.3,0.438,-0.6
605164,2020,23,"Bundy, Dylan",104.0,1.669792569,-0.324973513,0.766502924,1.228263158,10.0693292,114.58362400000031,0.1933931879999999,0.1504434120000004,0.988005603,0.7598935569999999,0.318364146,-1.4295350139999998,6.454229689999991,189.012886,0.2916358539999999,0.2270700279999999,0.78310852,-0.998089636,1.439619047,0.341579109,2.2918532600000106,918.0551810000002,0.1474395950000002,0.0620524080000004,1.40772549,-0.983686275,1.4252156859999998,0.9661960790000002,10.745098040000002,189.996079,0.2887450980000001,0.209843137,,,,,,,,,25.0,0.179,2.7
669203,2020,24,"Burnes, Corbin",114.0,1.31414375,-0.27145625,0.8766906250000001,0.708909375,9.38671875,240.1675,0.1184531249999999,0.1792937500000002,0.5517866849999999,0.8741915760000001,0.268957201,-1.15702106,5.605672549999994,54.67119599999978,0.3205400819999999,0.259245924,0.5392021570000001,-1.074957135,1.68019151,-0.066032218,2.1884886600000044,955.147677,0.0068425059999999,0.0908089050000002,1.053451534,-1.023195172,1.628429547,0.4482171589999999,9.260670850000013,225.3701350000001,0.0874471369999999,0.1444171030000003,0.7491676490000001,0.316557586,0.288676789,0.143933274,6.436089820000007,9.048349000000144,0.018439957,0.0573830580000001,12.7,0.153,1.6
621142,2020,25,"Buttrey, Ty",75.0,1.310980343,-0.8990598179999999,1.160322976,1.049717185,13.864603669999994,320.1015010000001,0.1845905729999999,0.0900329739999996,,,,,,,,,0.442862156,-1.204756892,1.46602005,0.1815989979999999,4.000776939999994,87.48087999999984,0.111235589,0.1645338340000002,,,,,,,,,,,,,,,,,22.2,0.382,-1.0
656288,2020,26,"Canning, Griffin",147.0,1.695162263,-0.51147039,0.6666758690000001,1.539956784,6.20585337,245.5586390000003,0.1787106279999999,0.0550821219999999,0.288422902,0.845423252,0.6902177730000001,-0.443628381,4.413593250000005,130.3821340000004,0.0750825429999999,0.0576396199999997,0.924439474,-1.056648961,1.21185444,0.769233995,1.3724350100000038,854.6956620000001,0.0631516169999999,0.1101416459999997,,,,,,,,,0.8622075499999999,0.231588994,0.076383515,0.707002071,2.095883349999994,230.29331500000035,0.011827191,0.0839147020000004,22.7,0.215,1.4
471911,2020,27,"Carrasco, Carlos",112.0,1.2301672579999998,-0.76208405,1.051110896,0.941140412,7.695173759999989,307.95824700000003,0.064215187,0.090395129,0.601044929,0.756177293,0.4671504469999999,-0.890071775,2.550717750000004,150.0246299999999,0.1077404930000001,0.0645945189999999,0.117370987,-0.609791175,0.8988180210000001,-0.171655859,1.6729684399999911,1463.0730830000002,0.0487765290000001,0.0444819059999996,0.623622262,-1.329019248,1.618046094,0.334595416,6.338406989999996,423.07749600000034,0.0094922119999998,0.0026617710000005,,,,,,,,,27.1,0.29,1.8
641447,2020,28,"Castano, Daniel",91.0,0.95031502,0.310747452,0.90845237,1.548019938,10.042303939999996,205.925166,0.1135143990000002,0.0631883030000004,,,,,,,,,1.158306011,0.952264344,1.549969262,1.756010929,1.84123975,723.3174520000002,0.0091444670000002,0.0181027999999994,0.959174555,0.926639344,1.524344262,1.556879473,7.724382359999993,375.5992980000001,0.0524059110000001,0.0146594319999993,,,,,,,,,25.7,0.194,2.7
624418,2020,29,"Castellani, Ryan",110.0,0.8702392330000001,-1.048320976,1.147372071,0.7711881380000001,7.537587420000008,186.235545,0.0100666870000001,0.0301540109999995,0.898958893,0.645326821,0.546275726,-0.998009988,5.534240709999992,75.85297199999968,0.002340706,0.0786685690000004,0.350383212,-1.24074582,1.339796915,0.2513321169999999,0.7885036500000098,883.3967509999998,0.0215381439999999,0.0628184599999999,0.8309601350000001,-1.419039865,1.51809096,0.7319090400000001,4.486580570000001,344.75407099999984,0.152251544,0.0307299269999994,,,,,,,,,17.6,0.401,-0.2
622491,2020,30,"Castillo, Luis",130.0,0.999375942,-0.948893288,0.91605015,1.03221908,10.662707390000008,303.73297699999966,0.2406391399999998,0.3025094259999994,,,,,,,,,0.049735917,-1.4025473199999998,1.369704182,0.082579055,1.4542332600000094,542.0255609999999,0.0719636179999998,0.1095579740000003,0.322411562,-1.526866788,1.49402365,0.3552547,10.698413180000005,384.597417,0.195417425,0.1594936319999993,,,,,,,,,17.7,0.185,0.8
612434,2020,31,"Castro, Miguel",136.0,,,,,,,,,,,,,,,,,0.122364106,-1.703366231,2.09005542,-0.2643250829999999,5.494199819999992,807.633996,0.0477862130000001,0.0063665349999997,0.4524892119999999,-1.661880536,2.048569725,0.0658000229999999,11.290767659999986,585.6787979999999,0.119210765,0.0260515560000005,,,,,,,,,31.2,0.2,0.6
656302,2020,32,"Cease, Dylan",126.0,1.664247406,-0.0132863129999999,0.946864295,0.730669424,12.44326774999999,284.9298960000001,0.1169106080000002,0.1416983959999997,1.166272444,0.968975081,0.0353970989999999,-2.099850426,6.045196350000012,120.81197199999995,0.156729949,0.0141908129999999,1.5741171390000002,-0.166897354,1.100475336,0.6405391570000001,2.14769312,1076.252641,0.1641104910000002,0.0332322830000002,,,,,,,,,,,,,,,,,30.1,0.304,1.2
518553,2020,33,"Cishek, Steve",80.0,1.078135417,-0.314864583,1.608510417,-0.2155104169999999,11.037083329999987,19.08421099999987,0.0134583329999999,0.0632708329999998,,,,,,,,,0.294635417,-1.282864583,2.576510417,-0.999010417,4.227083329999999,487.1657890000001,0.0864583330000003,0.0292708329999999,0.718087798,-1.060721726,2.35436756,-0.575558036,12.228869039999992,23.65072899999996,0.0143154760000001,0.0786755949999999,,,,,,,,,51.3,0.288,-0.2
542585,2020,34,"Cisnero, José",127.0,1.1934163839999998,-0.86074469,1.188141951,0.866019123,9.595085959999992,94.60719800000015,0.0038728509999998,0.0440544269999998,,,,,,,,,0.552796308,-1.302421084,1.629818345,0.225399047,4.03782013,848.287969,0.0761197149999999,0.1515872539999998,0.549048182,-1.18646906,1.513866321,0.221650921,8.638119979999999,427.381672,0.0732711389999998,0.1086112419999993,,,,,,,,,28.1,0.219,2.1
650644,2020,35,"Civale, Aaron",100.0,1.497028077,-0.1737126639999999,0.948470729,0.722270012,9.018130229999995,363.80256800000006,0.099265233,0.045833333,1.160213962,1.15705541,0.3822973449999999,-1.934972027,6.5599482199999954,132.72661000000016,0.185259492,0.0933118080000001,0.8812998910000001,-1.12429333,1.899051395,0.1065418259999999,3.062260800000004,671.6154999999999,0.212561509,0.1672457629999995,1.135672043,-0.970913978,1.745672043,0.3609139779999999,9.513172050000009,435.16129,0.081908603,0.0937903229999994,0.8887134130000001,0.573699789,0.201058276,0.1139553479999999,5.169497669999998,205.6219369999999,0.0882328379999999,0.0734264310000005,9.5,0.29,-3.6
664199,2020,36,"Clarke, Taylor",118.0,1.290753289,-0.6855592110000001,0.8229276320000001,1.153384868,8.019309210000003,89.82927599999994,0.0434506579999998,0.0022055920000001,1.109819346,0.2077482209999999,0.0703797999999999,-1.247187767,6.411450930000001,229.44025599999983,0.1251422470000001,0.0929928879999995,0.3496855369999999,-1.436448917,1.573817338,0.2123171159999999,2.5392304300000035,737.4533400000003,0.3431203009999999,0.2237536490000007,,,,,,,,,,,,,,,,,27.0,0.25,0.2
605182,2020,37,"Clevinger, Mike",121.0,1.4687387390000002,-0.592458172,1.695601029,0.365595882,13.47725869,112.92831400000024,0.0914646080000001,0.0754761909999999,0.922169312,0.302522046,0.800620811,-2.025312169,2.9306349199999886,158.4044090000002,0.2760352729999999,0.1784920630000002,0.992645503,-0.907169312,2.010312169,-0.110497354,5.57677249000001,982.836508,0.0531957669999998,0.0544709000000001,,,,,,,,,0.433015873,0.340571429,0.762571428,-0.670126984,6.384920640000004,70.11904800000002,0.0713968259999999,0.0426190479999997,32.4,0.264,1.8
595918,2020,38,"Cole, A.J.",101.0,0.948620457,-1.1742153640000002,0.836023273,1.286812548,9.899700640000006,43.63184000000001,0.388060544,0.1750847460000004,0.561887006,-0.000887006,0.337305085,-0.223694915,5.222090399999999,90.66666699999996,0.0919096049999999,0.0020847460000004,0.232371059,-1.927951522,1.589759431,0.57056315,2.788554760000011,214.95699000000013,0.0056515399999998,0.027987972,,,,,,,,,0.461165626,-0.66936069,0.331168599,0.799357717,5.10527802,116.11403500000006,0.0339325000000001,0.003505799,45.4,0.195,-1.1
543037,2020,39,"Cole, Gerrit",132.0,1.20278481,-1.305094937,1.436885478,1.070994269,8.00448596999999,76.47010799999998,0.0263701680000001,0.0606106740000003,1.230652439,0.503542683,0.371752142,-1.36244298,5.34717040000001,221.61741900000013,0.039400131,0.0886623269999997,0.5939365670000001,-1.579197761,1.710988302,0.462146026,0.3941962500000073,831.353822,0.0459620819999999,0.2116150670000003,1.0445833329999998,-1.645416667,1.777207208,0.912792792,7.25754504999999,76.91103599999997,0.1853153159999998,0.2382319820000003,,,,,,,,,24.6,0.204,1.3
571578,2020,40,"Corbin, Patrick",84.0,1.202371335,0.591012639,0.975942872,1.587301568,10.968870070000008,83.29113000000007,0.1577272499999997,0.061212083,0.225775899,-0.3316849899999999,0.053245243,0.1591543339999999,14.15687102999999,389.416068,0.0345602539999996,0.2630549689999997,0.867193798,0.8065271319999999,1.191457365,1.252124031,1.485658909999998,690.556977,0.0373178299999996,0.0315813949999999,0.971435734,1.042403476,1.427333709,1.356365967,10.927244310000006,145.33851300000015,0.1337586899999996,0.0121874220000002,,,,,,,,,40.3,0.256,1.3
622772,2020,41,"Cordero, Jimmy",102.0,1.256643357,-0.247972028,0.564941725,0.93967366,9.5955711,41.27272799999992,0.1774708620000002,0.1888811180000003,0.328484848,0.481515152,0.164545455,-0.645454545,6.27878788000001,55.56060600000001,0.0885606060000001,0.1502272720000004,0.777239789,-0.8927602109999999,1.209729908,0.4602700919999999,0.9878787899999965,515.671278,0.0210408439999998,0.0674374169999998,1.019408485,-1.050031515,1.367001212,0.702438788,9.09587879,98.65041599999996,0.0947939390000001,0.1204339389999997,0.933030303,0.064848485,0.252121212,0.616060606,5.078787879999993,101.969697,0.088030303,0.1075757570000002,15.6,0.377,-1.3
456501,2020,42,"Cueto, Johnny",100.0,0.6127075440000002,-1.508218382,0.969634312,1.151291614,6.564875690000008,8.93556499999977,0.1576155359999997,0.0812202090000004,0.6152083079999999,-0.3403224629999999,0.1982616069999999,-0.076624238,4.135483089999994,106.26880000000028,0.0060298219999999,0.0015137179999999,0.2327686469999999,-1.556762153,1.018178083,0.305815423,2.3781979099999973,897.7894779999999,0.0557576719999999,0.021863004,0.177315387,-1.995289655,1.456705585,0.715899457,6.021878490000006,108.46287699999992,0.1674708119999999,0.124920801,,,,,,,,,9.9,0.292,-1.9
595928,2020,43,"Curtiss, John",110.0,1.276040629,-0.632136941,0.928244726,0.979932844,8.837111759999999,258.8590300000001,0.2459250649999997,0.1102065030000005,,,,,,,,,,,,,,,,,1.276227545,-1.150439122,1.446546907,0.98011976,8.907984040000002,154.96806400000014,0.098183632,0.0307984040000004,,,,,,,,,43.5,0.293,0.6
506433,2020,44,"Darvish, Yu",133.0,1.654086109,-0.3806840059999999,1.204039938,0.830730177,10.979812980000004,209.91293600000017,0.029737775,0.0170167540000001,0.952418593,0.947960195,0.124604263,-1.775774525,7.353546479999991,66.90274799999997,0.229481767,0.0445585510000006,0.749212769,-0.475738687,1.299094619,-0.074143163,5.315701830000009,1153.61509,0.1807850909999999,0.0762288960000008,1.171738983,-1.041961017,1.865316949,0.3483830510000001,10.346847460000006,300.05305099999987,0.0726576269999998,0.0256050849999995,1.248142905,0.23873114,0.584624792,0.424786973,7.795161190000002,114.97716899999978,0.0336733129999999,0.0063811900000008,36.2,0.332,3.2
594798,2020,45,"deGrom, Jacob",143.0,0.981747697,-0.98778079,0.881378805,1.088149682,6.063706389999993,87.91652999999997,0.0180405799999998,0.055721772,0.773985112,0.192014888,0.2984168729999999,-0.667583127,8.437799830000003,66.59263800000008,0.0185533499999999,0.0735938789999997,0.0945892789999999,-1.537974695,1.43157271,0.011812706,1.107070670000013,927.428195,0.1218529000000001,0.0435936210000003,,,,,,,,,,,,,,,,,35.5,0.269,1.5
543101,2020,46,"DeSclafani, Anthony",118.0,1.482101282,-0.5388487180000001,1.020541026,1.000408974,8.755435899999995,15.096752999999808,0.0793846149999999,0.0420128210000001,0.500198718,0.726051282,0.2443589739999999,-0.981891026,4.495778390000012,412.572533,0.0112060440000001,0.0608086080000003,0.60867033,-1.092043956,1.573736264,0.1269780219999999,2.265531139999993,663.536818,0.1400439559999999,0.2799157499999998,1.097519172,-1.024040461,1.505732769,0.615826864,8.65816984,161.43393500000002,0.1427607619999999,0.0351366740000003,,,,,,,,,32.4,0.313,1.8
