mlbAM_ID,Year,player_name,Stuff,CU_pfx_z_diff,CU_pfx_x_FF_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_FF_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_FF_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_FF_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_FF_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_FF_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_FF_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_FF_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_FF_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_FF_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff,pitch_usage,est_woba,run_value_per_100
542881,2020,"Anderson, Tyler",91.0,2.643691756,-1.840358423,0.8875896059999999,-1.690922939,18.393906810000004,38.6012010000004,0.018234767,0.1141218630000002,,,,,,,,,0.355945725,-0.6608028679999999,0.291965949,0.5968230919999999,9.39628777,307.7206619999997,0.1369173059999999,0.0130209939999996,0.4438525749999999,-0.4376683649999999,0.515100452,0.508916242,0.821830790000007,32.104125000000295,0.6338780420000001,0.3719015279999995,0.8145652309999999,-1.867571011,0.914802194,0.138203586,5.317381449999999,119.69721900000012,0.3937806880000001,0.2381838529999997,39.0,0.371,0.5
542882,2020,"Andriese, Matt",91.0,2.496081585,-0.941384615,1.120051282,-0.434645688,11.886177150000009,382.075445,0.0920839159999999,0.2030186479999995,,,,,,,,,1.29251282,-1.76825641,0.2931794869999999,0.768923077,5.937435890000003,183.9060890000001,0.109333334,0.0194358970000001,0.681670329,-2.725670329,0.664234432,1.3797655679999998,1.2057875400000029,176.30117800000016,0.1243663009999997,0.1221025640000004,1.18187242,-1.221628517,0.83980738,0.879563477,6.11533458000001,177.52112099999977,0.0377460919999999,0.011907442,36.8,0.298,-0.7
453268,2020,"Bard, Daniel",97.0,,,,,,,,,0.835467273,-0.420827273,1.199627273,0.7849872729999999,9.481113640000004,103.20000000000029,0.132279091,0.2947786359999993,1.052286097,-2.284050802,0.6635962559999999,0.568168449,7.373741089999996,586.0627449999997,0.121860517,0.2558299910000006,0.395611888,-2.220611888,0.6001573419999999,1.224842658,0.3281905599999959,179.60384599999998,0.087840909,0.1432998260000006,,,,,,,,,43.6,0.326,0.8
605130,2020,"Barlow, Scott",96.0,2.104953777,-0.0051247169999999,1.752426304,-0.347402756,16.77128467,162.8068370000001,0.1086516659999998,0.0643685679999999,1.426932192,-0.6157801190000001,1.141770902,0.330618829,11.332208690000002,79.763148,0.1881961810000001,0.1461718239999996,,,,,,,,,0.1173469390000001,-2.247346939,0.489795918,1.640204082,1.866156470000007,49.353845999999976,0.0704081630000001,0.0652040820000001,,,,,,,,,37.1,0.442,-2.1
598264,2020,"Barnes, Matt",104.0,2.276781151,-1.100709723,1.2201439349999998,0.0440725069999999,10.932748470000009,144.0946100000001,0.007269371,0.0920657040000003,,,,,,,,,0.6909255780000001,-2.788617886,0.4677642279999999,1.62992808,7.151626019999995,90.24332800000002,0.0776579109999999,0.0757129459999994,,,,,,,,,,,,,,,,,54.1,0.348,0.8
642545,2020,"Barria, Jaime",76.0,,,,,,,,,0.919300452,-0.989001306,0.7913171649999999,0.861018019,8.13356198000001,67.97998999999982,0.1284266970000003,0.0331523219999994,0.448554799,-2.140968592,0.360650121,1.331763672,7.716055350000005,803.0826239999999,0.436757083,0.2800768729999996,0.2066026300000001,-2.483054243,0.702735772,1.5737158409999998,0.1130881399999879,92.66883099999995,0.0708115879999999,0.0009019930000002,,,,,,,,,30.7,0.318,-1.3
605135,2020,"Bassitt, Chris",78.0,2.435451571,-0.2179234810000001,1.660051202,-0.557476888,23.25083203,24.603567000000112,0.44802233,0.3677890769999994,1.378661844,-0.1440189870000001,1.7339556959999998,0.499312839,18.16383363,78.33408700000018,0.1009584089999999,0.0466772149999998,0.4398695020000001,-2.677292183,0.7993175,1.438105181,9.705807119999989,210.4399739999999,0.107929662,0.1596887639999993,0.2550092920000001,-2.541325081,0.6633503980000001,1.622965391,0.6469756999999987,47.67536399999972,0.0766217259999999,0.0783020089999997,0.564664527,-1.102176264,0.775798419,1.313310156,5.450151539999993,23.42580399999997,0.017185773,0.0347664469999999,16.7,0.138,2.1
545333,2020,"Bauer, Trevor",126.0,3.288064861,-0.911507484,1.535793241,-0.840764136,13.819651339999991,153.28825099999997,0.159447909,0.3191975529999995,1.890562867,-0.1664007049999998,2.28090002,0.556737858,12.892452999999987,169.68603600000006,0.1858502740000001,0.1213503720000002,0.5391304349999999,-2.461630435,0.01432971,1.90817029,8.528804350000001,1048.666667,0.015634058,0.0014855069999999,0.3966304349999998,-2.971630435,0.52432971,2.05067029,0.571195650000007,0.5833330000000387,0.120634058,0.2264855070000004,1.73273803,-1.1695734729999998,1.277727252,0.7145626949999999,8.596631349999996,131.10231999999996,0.146815493,0.0158104020000005,47.4,0.244,1.8
605138,2020,"Benjamin, Wes",106.0,2.729799107,-2.175513393,1.22264881,-1.776934524,12.291369039999992,219.68526800000015,0.0695833329999999,0.0079985120000003,,,,,,,,,0.4254488029999999,-0.951831782,0.001032801,0.5274157800000001,6.391179069999993,561.3527260000001,0.107429078,0.0706793000000001,0.1014062499999999,-0.528072917,0.4247916659999999,0.8514583330000001,0.5187499999999972,51.66145800000004,0.0658333339999999,0.0144270830000001,1.198988668,-1.852395261,0.899530678,-0.246124085,5.379418490000006,30.15230100000008,0.174459707,0.0799685209999996,49.4,0.257,1.7
621244,2020,"Berríos, José",101.0,,,,,,,,,,,,,,,,,0.909406101,-2.307473734,0.134221986,1.263845647,9.82806155,660.8225610000002,0.194313368,0.258218641,0.4004556649999999,-2.588035736,0.4147839879999999,1.772796083,0.5134845599999949,64.00543800000014,0.1334350350000002,0.0370136629999997,,,,,,,,,26.0,0.459,-2.4
669456,2020,"Bieber, Shane",105.0,2.7153376060000003,-0.7687529909999999,1.492571795,-0.4540128200000001,10.453598290000002,4.140342000000146,0.0240991450000001,0.0015076929999997,1.861778846,-1.408862179,0.852462607,0.39954594,9.59497863,194.760683,0.062729701,0.0565598290000002,1.125733211,-2.84478083,0.583456044,1.135591575,5.376367520000002,691.434555,0.086251526,0.0549963370000003,,,,,,,,,0.7691923949999999,-1.361896476,0.89942831,1.4921323910000002,4.860653229999997,172.2640849999998,0.0900950630000001,0.0419623239999999,37.8,0.29,1.2
656232,2020,"Bielak, Brandon",73.0,2.65360678,-0.80660678,1.249461017,-0.5975389829999999,13.53667797,97.16813600000025,0.0516237289999998,0.0589966100000003,1.277481407,-0.669272452,1.386795345,0.7785863900000001,9.778289909999998,90.34783700000024,0.142009107,0.1048302559999996,0.806060626,-2.704426011,0.648358214,1.250007171,6.788177970000007,469.6924469999999,0.2238647329999998,0.1876072359999998,,,,,,,,,0.7816567799999999,-1.03415678,1.021911017,1.274411017,4.281927969999998,207.6506360000003,0.0118262709999998,0.0312033899999999,49.4,0.461,-1.1
571510,2020,"Boyd, Matthew",79.0,2.394166328,-2.258240402,2.011097544,-2.14702347,17.604327769999998,202.02616399999988,0.3229161579999999,0.2738983849999998,1.469691772,-1.461968195,1.2148253370000002,-1.222548914,12.396408469999995,19.662117000000308,0.2399745380000002,0.3825891179999994,0.6222438349999999,0.147863117,0.3950059749999999,-0.375100977,12.63605022,422.2604709999998,0.067953321,0.1090216649999993,0.2813553119999999,0.1582600730000001,0.405402931,-0.034212454,1.1946886399999954,48.47953400000006,0.060402931,0.1016666669999999,,,,,,,,,50.3,0.4,-0.6
518489,2020,"Brasier, Ryan",108.0,,,,,,,,,1.269818103,-0.8457466749999999,1.144050896,0.719979468,10.06822151,173.0457489999999,0.357577502,0.0473276459999993,0.8979371509999999,-2.547937151,0.5581395800000001,1.09186042,8.806554849999998,724.8066320000003,0.2259822629999999,0.1748390210000003,0.3066573889999999,-2.666032389,0.6762348180000001,1.6831401819999998,1.0741143700000038,26.8332489999998,0.111368927,0.1213866400000007,,,,,,,,,58.3,0.315,1.0
643230,2020,"Brault, Steven",90.0,1.6634526319999998,-2.279242105,1.812319028,-1.196529555,18.28772470000001,157.22910199999978,0.3885651820000002,0.0032631580000002,1.400435714,-1.748590476,1.281667399,-0.933512637,9.18424725,225.89566399999967,0.2802349820000001,0.0675357139999999,0.940300552,-0.1842784529999999,0.282644624,-0.473377475,7.159809610000011,512.9387340000003,0.2874136850000002,0.0088287290000002,0.5886264149999999,-0.0522113209999999,0.414711756,-0.121703338,0.9428389000000124,187.33023700000007,0.075307983,0.06045283,,,,,,,,,43.6,0.341,-0.1
605155,2020,"Brewer, Colten",69.0,2.1568846820000003,-0.0145955249999999,1.412547333,-0.7297418240000001,13.151721170000002,579.5110260000001,0.088080895,0.1209466429999999,0.425619048,-0.5179047619999999,0.909238096,1.00152381,4.903809530000004,357.1523809999999,0.075238096,0.0360952380000005,0.313571429,-1.703571429,0.276428571,1.1135714289999998,8.35714286000001,211.42857099999992,0.4157142859999998,0.0035714289999999,0.0960714289999999,-1.933571429,0.5064285709999999,1.331071429,0.7178571399999925,143.57142900000008,0.0432142859999999,0.0710714289999998,0.0302831409999999,-0.763211069,0.6639317889999999,1.396859717,0.1855212399999999,203.57142900000008,0.0443307589999999,0.0194465890000001,1.4,0.752,-5.2
664141,2020,"Brubaker, JT",71.0,1.849952978,-0.5194075239999999,1.351109717,0.020564263,12.818495299999997,607.5128520000003,0.1297836990000003,0.0760062690000005,0.994015915,-1.068515915,0.8020013260000001,0.8765013260000001,5.901432360000001,384.3156490000001,0.0121498679999998,0.0652944299999997,0.57529064,-2.299862069,0.429344828,1.295226601,5.576157640000005,491.48325199999977,0.1874630539999997,0.2113054189999994,0.4109329909999999,-2.525968452,0.6554512109999999,1.45958425,0.364257760000001,49.05869400000029,0.0377011499999997,0.0785901200000003,,,,,,,,,14.4,0.401,-4.1
663460,2020,"Bubic, Kris",75.0,2.342748328,-2.196194274,1.342035858,-1.488589912,12.947736149999995,390.2319820000002,0.0942119339999999,0.0871358039999998,,,,,,,,,0.502205357,-0.3067737020000001,0.5473847139999999,0.3519530589999999,11.79582092999999,436.83902499999976,0.204312273,0.0957209909999994,,,,,,,,,,,,,,,,,54.2,0.378,-0.9
621111,2020,"Buehler, Walker",130.0,2.719789732,-0.6184355650000001,1.422121711,-0.6792324559999999,14.872855389999998,496.43862899999976,0.036554438,0.0491518309999996,1.735963974,-0.7127821560000001,1.32777512,0.304593302,9.367647059999996,402.6725299999998,0.164774135,0.1554207709999993,,,,,,,,,0.360142296,-2.7541807570000003,0.7136234810000001,1.68041498,0.3515837099999999,95.24005699999998,0.33036854,0.2373088829999998,0.7508730650000001,-1.14628483,0.894272446,1.289684211,4.101176469999999,282.1907119999996,0.1833436529999998,0.168928792,53.8,0.201,3.3
518516,2020,"Bumgarner, Madison",92.0,1.610067287,-2.371123188,1.442536232,-0.6814803309999999,11.468995859999993,98.0672880000002,0.0298602479999998,0.0356677009999994,,,,,,,,,0.753297101,-0.4577415449999999,0.470845411,0.1752898549999999,5.291908209999988,710.4371979999999,0.0606884060000001,0.105350241,0.2482971009999999,-0.428297101,0.5002898549999999,0.680289855,0.1807970999999923,24.340580000000045,0.0234782610000001,0.0267391300000001,0.809874024,-1.795566332,0.866979376,0.118712932,4.831181719999989,97.23120500000005,0.0697140470000001,0.0280852839999994,38.9,0.463,-0.1
605164,2020,"Bundy, Dylan",84.0,2.657798172,-0.909899012,1.08486707,-0.66303209,16.52355888999999,74.42926199999965,0.0982426659999999,0.0766266159999995,1.669792569,-1.228263158,0.766502924,0.324973513,10.0693292,114.58362400000031,0.1933931879999999,0.1504434120000004,0.886684049,-2.667882205,0.673116123,1.108082033,7.777475939999988,803.4715569999998,0.0459535929999996,0.088391004,0.2620670789999999,-2.653478844,0.658712762,1.732699003,0.6757688400000035,75.41245499999968,0.0953519100000002,0.0593997249999995,,,,,,,,,33.6,0.3,1.0
669203,2020,"Burnes, Corbin",116.0,1.865930435,-0.439952174,1.145647826,-0.280330435,14.992391299999994,294.8386959999998,0.202086957,0.0799521739999997,1.31414375,-0.708909375,0.8766906250000001,0.27145625,9.38671875,240.1675,0.1184531249999999,0.1792937500000002,0.774941593,-2.389100885,0.8035008849999999,0.810658407,7.198230089999996,714.9801769999999,0.111610619,0.2701026550000005,0.260692216,-2.337338922,0.751738922,1.324907784,0.126047899999989,14.7973649999999,0.0310059879999999,0.0348766469999999,0.564976101,-0.997586164,0.588013836,1.020623899,2.950628929999993,249.21584900000016,0.1368930819999999,0.1219106920000001,2.5,0.286,0.9
621142,2020,"Buttrey, Ty",97.0,,,,,,,,,1.310980343,-1.049717185,1.160322976,0.8990598179999999,13.864603669999994,320.1015010000001,0.1845905729999999,0.0900329739999996,0.8681181870000001,-2.515737235,0.305697074,1.341921974,9.86382673,407.582381,0.295826162,0.0745008600000005,,,,,,,,,,,,,,,,,58.2,0.33,-0.4
650893,2020,"Cabrera, Génesis",106.0,2.433366116,-2.083283471,1.232183471,-1.582266116,14.77531818,185.22123999999985,0.15694876,0.0651570249999995,,,,,,,,,0.6014923080000001,-0.338607692,0.512492308,0.249607692,7.61465385000001,460.033846,0.455569231,0.1978461539999996,0.270883333,-0.3554666670000002,0.4956333329999999,0.5802166670000001,0.8273333299999877,53.57833299999993,0.0893833330000001,0.0310833329999997,,,,,,,,,50.4,0.364,0.9
502239,2020,"Cahill, Trevor",78.0,1.982621118,-0.1067163559999999,1.612196688,-0.263708074,12.397349899999996,778.8225670000002,0.1179213250000001,0.2221180130000002,,,,,,,,,0.898070854,-2.154515298,0.4356022540000001,0.8208421899999999,8.159677939999995,650.786957,0.267826087,0.3551867959999999,0.4335659799999999,-2.368478261,0.649565217,1.285347064,0.010068650000008,58.586956999999984,0.0455949659999999,0.0183485890000003,0.840442547,-0.971692547,0.7472204969999999,0.8784704969999999,5.710326089999995,11.515527999999904,0.218781056,0.0899534160000001,10.1,0.219,4.6
656288,2020,"Canning, Griffin",93.0,1.983585165,-0.849739011,1.3568936420000002,0.223047488,10.619446620000003,115.1765049999999,0.2537931709999999,0.1127217419999997,1.695162263,-1.539956784,0.6666758690000001,0.51147039,6.20585337,245.5586390000003,0.1787106279999999,0.0550821219999999,0.7707227890000001,-2.751811224,0.545178571,1.435909864,4.833418359999996,609.1370229999998,0.2418622449999998,0.0550595239999998,,,,,,,,,0.8329547130000001,-1.463573269,0.743059384,1.37367794,4.109970020000006,15.265323999999964,0.190537819,0.0288325800000004,40.6,0.342,-2.0
471911,2020,"Carrasco, Carlos",90.0,1.831212187,-0.4739899649999999,1.518261343,0.161039121,10.245891509999993,457.9828769999999,0.043525306,0.0258006100000001,1.2301672579999998,-0.941140412,1.051110896,0.76208405,7.695173759999989,307.95824700000003,0.064215187,0.090395129,1.112796271,-1.839958433,0.152292875,0.879455037,6.022205319999998,1155.1148360000002,0.0154386579999998,0.0459132230000003,0.6065449959999999,-2.559186506,0.5669351979999999,1.385706312,1.356766769999993,115.11924900000032,0.0737073989999999,0.0930569000000005,,,,,,,,,34.7,0.352,1.3
641447,2020,"Castano, Daniel",75.0,,,,,,,,,0.95031502,-1.548019938,0.90845237,-0.310747452,10.042303939999996,205.925166,0.1135143990000002,0.0631883030000004,0.2079909909999999,0.001949324,0.6415168920000001,0.847558559,8.201064189999997,517.3922860000002,0.104369932,0.0812911029999998,0.008859535,-0.0236756759999999,0.615891892,0.6484271030000001,2.317921580000004,169.6741320000001,0.0611084880000001,0.0778477349999997,,,,,,,,,39.0,0.407,0.0
624418,2020,"Castellani, Ryan",70.0,1.769198126,-0.224912412,1.693647797,0.1493620829999999,13.07182813,110.38257300000032,0.0124073930000001,0.10882258,0.8702392330000001,-0.7711881380000001,1.147372071,1.048320976,7.537587420000008,186.235545,0.0100666870000001,0.0301540109999995,0.5198560210000001,-2.1109850530000003,0.192424844,1.398704188,6.749083769999999,697.1612059999998,0.0114714569999998,0.0929724709999995,0.0392790979999999,-2.289279098,0.3707188889999999,1.879281111,3.051006850000008,158.51852599999984,0.1421848569999999,0.0005759159999998,,,,,,,,,47.8,0.426,-1.6
622491,2020,"Castillo, Luis",95.0,,,,,,,,,0.999375942,-1.03221908,0.91605015,0.948893288,10.662707390000008,303.73297699999966,0.2406391399999998,0.3025094259999994,0.949640025,-2.401923262,0.4536540319999999,0.998629205,9.20847413,238.29258400000023,0.168675522,0.4120673999999997,0.67696438,-2.52624273,0.5779735,1.27130485,0.0357057899999944,80.86444000000029,0.0452217149999998,0.143015794,,,,,,,,,27.1,0.307,-0.7
656302,2020,"Cease, Dylan",97.0,2.83051985,-0.695272325,0.982261394,-1.152986131,18.4884641,164.11792400000013,0.0398193409999998,0.1275075829999998,1.664247406,-0.730669424,0.946864295,0.0132863129999999,12.44326774999999,284.9298960000001,0.1169106080000002,0.1416983959999997,0.0901302669999999,-1.83114476,0.153611041,1.587403452,14.59096086999999,791.3227449999999,0.047199883,0.1084661129999995,,,,,,,,,,,,,,,,,47.8,0.425,-1.7
518553,2020,"Cishek, Steve",87.0,,,,,,,,,1.078135417,0.2155104169999999,1.608510417,0.314864583,11.037083329999987,19.08421099999987,0.0134583329999999,0.0632708329999998,0.7835,-2.361,0.968,0.6095,6.809999999999988,506.25,0.0730000000000004,0.0339999999999998,0.360047619,-2.138857143,0.7458571430000001,1.032952381,1.1917857100000049,42.734939999999824,0.0008571430000001,0.0154047620000001,,,,,,,,,2.7,0.0,8.4
542585,2020,"Cisnero, José",100.0,,,,,,,,,1.1934163839999998,-0.866019123,1.188141951,0.86074469,9.595085959999992,94.60719800000015,0.0038728509999998,0.0440544269999998,0.6406200759999999,-2.495837468,0.441676394,1.413540998,5.557265829999992,753.6807709999998,0.072246864,0.107532827,0.6443682019999999,-2.379885444,0.32572437,1.409792872,0.9569659799999926,332.7744739999998,0.0693982879999999,0.0645568149999995,,,,,,,,,57.4,0.369,1.0
650644,2020,"Civale, Aaron",67.0,2.657242039,-0.339972667,1.330768074,-0.986501298,15.578078449999992,496.5291780000002,0.085994259,0.0474784750000001,1.497028077,-0.722270012,0.948470729,0.1737126639999999,9.018130229999995,363.80256800000006,0.099265233,0.045833333,0.615728186,-2.621321407,0.950580666,1.055012555,5.955869429999993,307.8129319999998,0.311826742,0.2130790959999995,0.361356034,-2.467942055,0.797201314,1.309384707,0.4950418200000115,71.35872199999994,0.181173836,0.1396236559999994,0.608314664,-0.923328288,0.7474124529999999,1.062426077,3.848632559999999,158.18063100000018,0.011032395,0.0275930980000005,2.2,0.087,-0.4
664199,2020,"Clarke, Taylor",99.0,2.400572635,-1.083005068,0.8933074320000001,-0.4242601349999999,14.430760140000004,139.61097999999993,0.1685929049999999,0.0951984799999996,1.290753289,-1.153384868,0.8229276320000001,0.6855592110000001,8.019309210000003,89.82927599999994,0.0434506579999998,0.0022055920000001,0.941067752,-2.7272022060000003,0.750889706,1.035244748,5.48007878,827.2826160000002,0.2996696430000001,0.2215480570000005,,,,,,,,,,,,,,,,,45.5,0.384,-0.3
605182,2020,"Clevinger, Mike",110.0,2.3909080510000003,-1.166216693,0.8949802179999999,-0.32971114,16.407893609999988,45.47609499999999,0.3674998810000001,0.2539682540000001,1.4687387390000002,-0.365595882,1.695601029,0.592458172,13.47725869,112.92831400000024,0.0914646080000001,0.0754761909999999,0.4760932360000001,-2.375908051,0.31471114,1.585103675,7.900486199999989,869.9081939999999,0.1446603749999999,0.0210052909999998,,,,,,,,,1.035722866,-1.12816731,0.933029601,1.025474045,7.092338049999995,183.04736200000025,0.0200677820000001,0.0328571430000002,39.9,0.402,0.4
461325,2020,"Clippard, Tyler",96.0,2.525675787,-1.142772561,1.031910984,-0.350992242,14.336749690000005,48.7799100000002,0.2244712130000001,0.1650265409999995,,,,,,,,,0.90988831,-2.317619403,0.1429358579999999,1.264795235,10.26008935,562.6640250000003,0.158273056,0.1172396560000006,0.2718883099999998,-2.672123604,0.4974400589999999,1.902795235,0.6318540600000091,56.66150400000015,0.7921638129999999,0.2201384959999996,,,,,,,,,18.3,0.136,3.1
502171,2020,"Cobb, Alex",80.0,2.3913333330000004,-1.038074074,0.901925926,-0.4513333330000001,11.199259260000003,480.7373129999996,0.042444444,0.0507407410000002,,,,,,,,,1.0293239440000002,-2.41865493,0.4786549300000001,0.910676056,5.971830990000001,481.7222610000001,0.0619225350000001,0.0680000000000005,0.2747676240000001,-2.596960836,0.656960836,1.665232376,0.4386423000000121,7.540838000000349,0.0054621409999999,0.0032010439999998,,,,,,,,,0.6,0.228,12.3
